Classification,Year,Period,Period Desc.,Aggregate Level,Is Leaf Code,Trade Flow Code,Trade Flow,Reporter Code,Reporter,Reporter ISO,Partner Code,Partner,Partner ISO,2nd Partner Code,2nd Partner,2nd Partner ISO,Customs Proc. Code,Customs,Mode of Transport Code,Mode of Transport,Commodity Code,Commodity,Qty Unit Code,Qty Unit,Qty,Alt Qty Unit Code,Alt Qty Unit,Alt Qty,Netweight (kg),Gross weight (kg),Trade Value (US$),CIF Trade Value (US$),FOB Trade Value (US$),Flag
S1,1981,1981,1981,4,1,1,Import,32,Argentina,ARG,0,World,WLD,,,,,,,,3411,"Gas, natural",8,Weight in kilograms,1940939392,,,,1940939392,,406542272,,,0
S1,1982,1982,1982,4,1,1,Import,32,Argentina,ARG,0,World,WLD,,,,,,,,3411,"Gas, natural",8,Weight in kilograms,1751226880,,,,1751226880,,378568160,,,0
S1,1983,1983,1983,4,1,1,Import,32,Argentina,ARG,0,World,WLD,,,,,,,,3411,"Gas, natural",8,Weight in kilograms,1693105792,,,,1693105792,,381536512,,,0
S1,1984,1984,1984,4,1,1,Import,32,Argentina,ARG,0,World,WLD,,,,,,,,3411,"Gas, natural",8,Weight in kilograms,1679657856,,,,1679657856,,383835264,,,0
S1,1984,1984,1984,4,1,2,Export,32,Argentina,ARG,0,World,WLD,,,,,,,,3411,"Gas, natural",8,Weight in kilograms,48976080,,,,48976080,,9965951,,,0
S1,1985,1985,1985,4,1,1,Import,32,Argentina,ARG,0,World,WLD,,,,,,,,3411,"Gas, natural",8,Weight in kilograms,1704463744,,,,1704463744,,384696544,,,0
S1,1985,1985,1985,4,1,2,Export,32,Argentina,ARG,0,World,WLD,,,,,,,,3411,"Gas, natural",8,Weight in kilograms,22785156,,,,22785156,,5391962,,,0
S1,1986,1986,1986,4,1,1,Import,32,Argentina,ARG,0,World,WLD,,,,,,,,3411,"Gas, natural",8,Weight in kilograms,1692243328,,,,1692243328,,342334240,,,0
S1,1986,1986,1986,4,1,2,Export,32,Argentina,ARG,0,World,WLD,,,,,,,,3411,"Gas, natural",8,Weight in kilograms,20203100,,,,20203100,,3565667,,,0
S1,1987,1987,1987,4,1,1,Import,32,Argentina,ARG,0,World,WLD,,,,,,,,3411,"Gas, natural",8,Weight in kilograms,1772637184,,,,1772637184,,314399680,,,0
S1,1987,1987,1987,4,1,2,Export,32,Argentina,ARG,0,World,WLD,,,,,,,,3411,"Gas, natural",8,Weight in kilograms,601812,,,,601812,,78108,,,0
S1,1988,1988,1988,4,1,1,Import,32,Argentina,ARG,0,World,WLD,,,,,,,,3411,"Gas, natural",8,Weight in kilograms,1786369152,,,,1786369152,,224123920,,,0
S1,1988,1988,1988,4,1,2,Export,32,Argentina,ARG,0,World,WLD,,,,,,,,3411,"Gas, natural",8,Weight in kilograms,48154640,,,,48154640,,5268936,,,0
S1,1989,1989,1989,4,1,1,Import,32,Argentina,ARG,0,World,WLD,,,,,,,,3411,"Gas, natural",8,Weight in kilograms,1722200832,,,,1722200832,,216963824,,,0
S1,1989,1989,1989,4,1,2,Export,32,Argentina,ARG,0,World,WLD,,,,,,,,3411,"Gas, natural",8,Weight in kilograms,130188920,,,,130188920,,12967062,,,0
S1,1990,1990,1990,4,1,1,Import,32,Argentina,ARG,0,World,WLD,,,,,,,,3411,"Gas, natural",8,Weight in kilograms,1667773952,,,,1667773952,,225088832,,,0
S1,1990,1990,1990,4,1,2,Export,32,Argentina,ARG,0,World,WLD,,,,,,,,3411,"Gas, natural",8,Weight in kilograms,85451976,,,,85451976,,13949844,,,0
S1,1991,1991,1991,4,1,1,Import,32,Argentina,ARG,0,World,WLD,,,,,,,,3411,"Gas, natural",8,Weight in kilograms,1625445582,,,,1625445582,,228297564,,,0
S1,1991,1991,1991,4,1,2,Export,32,Argentina,ARG,0,World,WLD,,,,,,,,3411,"Gas, natural",8,Weight in kilograms,172941264,,,,172941264,,28695303,,,0
S1,1992,1992,1992,4,1,1,Import,32,Argentina,ARG,0,World,WLD,,,,,,,,3411,"Gas, natural",8,Weight in kilograms,1374103424,,,,1374103424,,136364480,,,0
S1,1992,1992,1992,4,1,2,Export,32,Argentina,ARG,0,World,WLD,,,,,,,,3411,"Gas, natural",8,Weight in kilograms,252359024,,,,252359024,,44299872,,,0
S1,1993,1993,1993,4,1,1,Import,32,Argentina,ARG,0,World,WLD,,,,,,,,3411,"Gas, natural",8,Weight in kilograms,627819328,,,,627819328,,79555560,,,0
S1,1993,1993,1993,4,1,2,Export,32,Argentina,ARG,0,World,WLD,,,,,,,,3411,"Gas, natural",8,Weight in kilograms,422206592,,,,422206592,,65852292,,,0
S1,1994,1994,1994,4,1,1,Import,32,Argentina,ARG,0,World,WLD,,,,,,,,3411,"Gas, natural",8,Weight in kilograms,48101968,,,,48101968,,92323384,,,0
S1,1994,1994,1994,4,1,2,Export,32,Argentina,ARG,0,World,WLD,,,,,,,,3411,"Gas, natural",8,Weight in kilograms,502313440,,,,502313440,,71806056,,,0
S1,1995,1995,1995,4,1,1,Import,32,Argentina,ARG,0,World,WLD,,,,,,,,3411,"Gas, natural",8,Weight in kilograms,24857382,,,,24857382,,97811168,,,0
S1,1995,1995,1995,4,1,2,Export,32,Argentina,ARG,0,World,WLD,,,,,,,,3411,"Gas, natural",8,Weight in kilograms,461260704,,,,461260704,,75757904,,,0
S1,1996,1996,1996,4,1,1,Import,32,Argentina,ARG,0,World,WLD,,,,,,,,3411,"Gas, natural",8,Weight in kilograms,208441120,,,,208441120,,97046088,,,0
S1,1996,1996,1996,4,1,2,Export,32,Argentina,ARG,0,World,WLD,,,,,,,,3411,"Gas, natural",8,Weight in kilograms,550748800,,,,550748800,,109614432,,,0
S1,1997,1997,1997,4,1,1,Import,32,Argentina,ARG,0,World,WLD,,,,,,,,3411,"Gas, natural",8,Weight in kilograms,214218160,,,,214218160,,73420208,,,0
S1,1997,1997,1997,4,1,2,Export,32,Argentina,ARG,0,World,WLD,,,,,,,,3411,"Gas, natural",8,Weight in kilograms,1295001344,,,,1295001344,,128907760,,,0
S1,1998,1998,1998,4,1,1,Import,32,Argentina,ARG,0,World,WLD,,,,,,,,3411,"Gas, natural",8,Weight in kilograms,1086436992,,,,1086436992,,71571352,,,0
S1,1998,1998,1998,4,1,2,Export,32,Argentina,ARG,0,World,WLD,,,,,,,,3411,"Gas, natural",8,Weight in kilograms,2024949248,,,,2024949248,,162134624,,,0
S1,1999,1999,1999,4,1,1,Import,32,Argentina,ARG,0,World,WLD,,,,,,,,3411,"Gas, natural",8,Weight in kilograms,312501606,,,,312501606,,14973055,,,0
S1,1999,1999,1999,4,1,2,Export,32,Argentina,ARG,0,World,WLD,,,,,,,,3411,"Gas, natural",8,Weight in kilograms,3345092150,,,,3345092150,,278534835,,,0
S1,2000,2000,2000,4,1,1,Import,32,Argentina,ARG,0,World,WLD,,,,,,,,3411,"Gas, natural",8,Weight in kilograms,59771310,,,,59771310,,16830302,,,6
S1,2000,2000,2000,4,1,2,Export,32,Argentina,ARG,0,World,WLD,,,,,,,,3411,"Gas, natural",8,Weight in kilograms,3835344428,,,,3835344428,,451836804,,,6
S1,2001,2001,2001,4,1,1,Import,32,Argentina,ARG,0,World,WLD,,,,,,,,3411,"Gas, natural",8,Weight in kilograms,44878397,,,,44878397,,4716033,,,6
S1,2001,2001,2001,4,1,2,Export,32,Argentina,ARG,0,World,WLD,,,,,,,,3411,"Gas, natural",8,Weight in kilograms,4942998832,,,,4942998832,,621742002,,,0
S1,2002,2002,2002,4,1,1,Import,32,Argentina,ARG,0,World,WLD,,,,,,,,3411,"Gas, natural",8,Weight in kilograms,88646498,,,,88646498,,8313985,,,6
S1,2002,2002,2002,4,1,2,Export,32,Argentina,ARG,0,World,WLD,,,,,,,,3411,"Gas, natural",8,Weight in kilograms,5209627004,,,,5209627004,,624929052,,,6
S1,2003,2003,2003,4,1,1,Import,32,Argentina,ARG,0,World,WLD,,,,,,,,3411,"Gas, natural",8,Weight in kilograms,84227681,,,,84227681,,5929280,,,6
S1,2003,2003,2003,4,1,2,Export,32,Argentina,ARG,0,World,WLD,,,,,,,,3411,"Gas, natural",8,Weight in kilograms,5929566175,,,,5929566175,,872050808,,,6
S1,2004,2004,2004,4,1,1,Import,32,Argentina,ARG,0,World,WLD,,,,,,,,3411,"Gas, natural",8,Weight in kilograms,829511946,,,,829511946,,81150459,,,0
S1,2004,2004,2004,4,1,2,Export,32,Argentina,ARG,0,World,WLD,,,,,,,,3411,"Gas, natural",8,Weight in kilograms,6765701024,,,,6765701024,,1106767589,,,6
S1,2005,2005,2005,4,1,1,Import,32,Argentina,ARG,0,World,WLD,,,,,,,,3411,"Gas, natural",8,Weight in kilograms,1565724602,,,,1565724602,,189948805,,,0
S1,2005,2005,2005,4,1,2,Export,32,Argentina,ARG,0,World,WLD,,,,,,,,3411,"Gas, natural",8,Weight in kilograms,6027064173,,,,6027064173,,1253393003,,,0
S1,2006,2006,2006,4,1,1,Import,32,Argentina,ARG,0,World,WLD,,,,,,,,3411,"Gas, natural",8,Weight in kilograms,1607164824,,,,1607164824,,246992503,,,6
S1,2006,2006,2006,4,1,2,Export,32,Argentina,ARG,0,World,WLD,,,,,,,,3411,"Gas, natural",8,Weight in kilograms,6287917915,,,,6287917915,,1511646427,,,6
S1,2007,2007,2007,4,1,1,Import,32,Argentina,ARG,0,World,WLD,,,,,,,,3411,"Gas, natural",8,Weight in kilograms,1527138781,,,,1527138781,,161345507,,,6
S1,2007,2007,2007,4,1,2,Export,32,Argentina,ARG,0,World,WLD,,,,,,,,3411,"Gas, natural",8,Weight in kilograms,3575805746,,,,3575805746,,1296295197,,,0
S1,2008,2008,2008,4,1,1,Import,32,Argentina,ARG,0,World,WLD,,,,,,,,3411,"Gas, natural",8,Weight in kilograms,1164662578,,,,1164662578,,362933048,,,6
S1,2008,2008,2008,4,1,2,Export,32,Argentina,ARG,0,World,WLD,,,,,,,,3411,"Gas, natural",8,Weight in kilograms,2201635425,,,,2201635425,,1442475437,,,6
S1,2009,2009,2009,4,1,1,Import,32,Argentina,ARG,0,World,WLD,,,,,,,,3411,"Gas, natural",8,Weight in kilograms,2170567727,,,,2170567727,,411667742,,,0
S1,2009,2009,2009,4,1,2,Export,32,Argentina,ARG,0,World,WLD,,,,,,,,3411,"Gas, natural",8,Weight in kilograms,2247508332,,,,2247508332,,1085919699,,,0
S1,2010,2010,2010,4,1,1,Import,32,Argentina,ARG,0,World,WLD,,,,,,,,3411,"Gas, natural",8,Weight in kilograms,2866449456,,,,2866449456,,802263459,,,0
S1,2010,2010,2010,4,1,2,Export,32,Argentina,ARG,0,World,WLD,,,,,,,,3411,"Gas, natural",8,Weight in kilograms,1684603997,,,,1684603997,,1046146881,,,0
S1,2011,2011,2011,4,1,1,Import,32,Argentina,ARG,0,World,WLD,,,,,,,,3411,"Gas, natural",8,Weight in kilograms,5199830622,,,,5199830622,,2499369017,,,0
S1,2011,2011,2011,4,1,2,Export,32,Argentina,ARG,0,World,WLD,,,,,,,,3411,"Gas, natural",8,Weight in kilograms,1428812402,,,,1428812402,,1129151038,,,0
S1,2012,2012,2012,4,1,1,Import,32,Argentina,ARG,0,World,WLD,,,,,,,,3411,"Gas, natural",8,Weight in kilograms,6399455009,,,,6399455009,,3809163687,,,0
S1,2012,2012,2012,4,1,2,Export,32,Argentina,ARG,0,World,WLD,,,,,,,,3411,"Gas, natural",8,Weight in kilograms,1058677229,,,,1058677229,,809964689,,,0
S1,2013,2013,2013,4,1,1,Import,32,Argentina,ARG,0,World,WLD,,,,,,,,3411,"Gas, natural",8,Weight in kilograms,9019388324,,,,9019388324,,6122237812,,,0
S1,2013,2013,2013,4,1,2,Export,32,Argentina,ARG,0,World,WLD,,,,,,,,3411,"Gas, natural",8,Weight in kilograms,924988077,,,,924988077,,707678648,,,0
S1,2014,2014,2014,4,1,1,Import,32,Argentina,ARG,0,World,WLD,,,,,,,,3411,"Gas, natural",8,Weight in kilograms,8777385618,,,,8777385618,,5712037715,,,0
S1,2014,2014,2014,4,1,2,Export,32,Argentina,ARG,0,World,WLD,,,,,,,,3411,"Gas, natural",8,Weight in kilograms,895737386,,,,895737386,,600996087,,,0
S1,2015,2015,2015,4,1,1,Import,32,Argentina,ARG,0,World,WLD,,,,,,,,3411,"Gas, natural",8,Weight in kilograms,8389388263,,,,,,3537921357,,,6
S1,2015,2015,2015,4,1,2,Export,32,Argentina,ARG,0,World,WLD,,,,,,,,3411,"Gas, natural",8,Weight in kilograms,907191619,,,,907191619,,312696407,,,6
S1,2016,2016,2016,4,1,1,Import,32,Argentina,ARG,0,World,WLD,,,,,,,,3411,"Gas, natural",8,Weight in kilograms,8518936007,,,,8518936007,,1911266959,,,0
S1,2016,2016,2016,4,1,2,Export,32,Argentina,ARG,0,World,WLD,,,,,,,,3411,"Gas, natural",8,Weight in kilograms,943244203,,,,943244203,,302946917,,,0
S1,2017,2017,2017,4,1,1,Import,32,Argentina,ARG,0,World,WLD,,,,,,,,3411,"Gas, natural",8,Weight in kilograms,8443031128,,,,,,2238180222,,,6
S1,2017,2017,2017,4,1,2,Export,32,Argentina,ARG,0,World,WLD,,,,,,,,3411,"Gas, natural",8,Weight in kilograms,930013920,,,,930013920,,405170242,,,0
S1,2018,2018,2018,4,1,1,Import,32,Argentina,ARG,0,World,WLD,,,,,,,,3411,"Gas, natural",8,Weight in kilograms,7197303857,,,,,,2453728923,,,6
S1,2018,2018,2018,4,1,2,Export,32,Argentina,ARG,0,World,WLD,,,,,,,,3411,"Gas, natural",8,Weight in kilograms,501714280,,,,501714280,,203383903,,,0
S1,2018,2018,2018,4,1,4,Re-Import,32,Argentina,ARG,0,World,WLD,,,,,,,,3411,"Gas, natural",8,Weight in kilograms,89,,,,89,,161,,,0
S1,2019,2019,2019,4,1,1,Import,32,Argentina,ARG,0,World,WLD,,,,,,,,3411,"Gas, natural",1,No Quantity,0,,,,,,1699975761,,,6
S1,2019,2019,2019,4,1,2,Export,32,Argentina,ARG,0,World,WLD,,,,,,,,3411,"Gas, natural",8,Weight in kilograms,2050622610,,,,2050622610,,562675147,,,0
S1,2020,2020,2020,4,1,1,Import,32,Argentina,ARG,0,World,WLD,,,,,,,,3411,"Gas, natural",8,Weight in kilograms,5472470182,,,,5472470182,,1196707960,,,0
S1,2020,2020,2020,4,1,2,Export,32,Argentina,ARG,0,World,WLD,,,,,,,,3411,"Gas, natural",8,Weight in kilograms,1508390310,,,,1508390310,,326131182,,,0
