Año;Mes;Producto;Datos;Total
;;NAFTA SUPER >93 RON;Suma de M3;1024.14
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;481519.58
;;NAFTA ULTRA >97 RON;Suma de M3;311
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;153793.63
;;OTRAS NAFTAS O CORTES DE ELLAS;Suma de M3;2960
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;1536714
;;OTROS PRODUCTOS PETROQUIMICOS;Suma de M3;1597
;;;Suma de Toneladas;2519
;;;Suma de ValorFOB;2918887
;;SOLVENTES ALIFATICOS;Suma de M3;914
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;706626
;12;ADITIVOS LUBRICANTES;Suma de M3;660.198
;;;Suma de Toneladas;286
;;;Suma de ValorFOB;3398420.73
;;ADITIVOS PARA COMBUSTIBLES;Suma de M3;55
;;;Suma de Toneladas;55
;;;Suma de ValorFOB;93806
;;BASES LUBRICANTES;Suma de M3;742
;;;Suma de Toneladas;654
;;;Suma de ValorFOB;798757
;;GAS NATURAL;Suma de M3;100231986
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;7209899
;;GAS OIL;Suma de M3;38665.018
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;18807440.25
;;GRASAS;Suma de M3;5
;;;Suma de Toneladas;4
;;;Suma de ValorFOB;21601
;;LUBRICANTE AUTO, EXCLUIDO GRASAS;Suma de M3;318.409
;;;Suma de Toneladas;163
;;;Suma de ValorFOB;742393.41
;;LUBRICANTE INDUSTRIAL, EXCLUIDO GRASAS;Suma de M3;20
;;;Suma de Toneladas;18
;;;Suma de ValorFOB;56450
;;METIL TERBUTIL ETER (MTBE);Suma de M3;8215
;;;Suma de Toneladas;1173
;;;Suma de ValorFOB;3944423
;;NAFTA COMUN >83 RON;Suma de M3;17038
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;32406
;;NAFTA SUPER >93 RON;Suma de M3;999.429
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;484592.02
;;NAFTA ULTRA >97 RON;Suma de M3;280.317
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;143976.67
;;OTROS PRODUCTOS PETROQUIMICOS;Suma de M3;1076
;;;Suma de Toneladas;2065
;;;Suma de ValorFOB;1430085
2007;1;ADITIVOS LUBRICANTES;Suma de M3;1295.76
;;;Suma de Toneladas;722
;;;Suma de ValorFOB;3289651.81
;;ADITIVOS PARA COMBUSTIBLES;Suma de M3;2980
;;;Suma de Toneladas;40
;;;Suma de ValorFOB;1356958
;;AEROKEROSENE;Suma de M3;2857
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;1207222
;;AGUARRAS;Suma de M3;353
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;323705
;;BASES LUBRICANTES;Suma de M3;3091.86
;;;Suma de Toneladas;281
;;;Suma de ValorFOB;3226515.62
;;GAS NATURAL;Suma de M3;111779874
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;8320223
;;GAS OIL;Suma de M3;3418.43
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;1677968.6
;;LUBRICANTE AUTO, EXCLUIDO GRASAS;Suma de M3;289.18
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;787291.65
;;LUBRICANTE INDUSTRIAL, EXCLUIDO GRASAS;Suma de M3;156
;;;Suma de Toneladas;138
;;;Suma de ValorFOB;83551
;;METIL TERBUTIL ETER (MTBE);Suma de M3;6987
;;;Suma de Toneladas;9858
;;;Suma de ValorFOB;5737858
;;NAFTA COMUN >83 RON;Suma de M3;7.5
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;3047.35
;;NAFTA SUPER >93 RON;Suma de M3;215.05
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;98605.8
;;NAFTA ULTRA >97 RON;Suma de M3;291.01
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;139712.17
;;OTROS PRODUCTOS PETROQUIMICOS;Suma de M3;489
;;;Suma de Toneladas;450
;;;Suma de ValorFOB;670394
;;PETROLEO;Suma de M3;4933
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;1746544
;;SOLVENTES ALIFATICOS;Suma de M3;321
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;368020
;2;ADITIVOS LUBRICANTES;Suma de M3;909.41
;;;Suma de Toneladas;588
;;;Suma de ValorFOB;2475793.08
;;ADITIVOS PARA COMBUSTIBLES;Suma de M3;999
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;519507
;;BASES LUBRICANTES;Suma de M3;7987.61
;;;Suma de Toneladas;20
;;;Suma de ValorFOB;8076561.29
;;GAS NATURAL;Suma de M3;121897623
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;9077818
;;GAS OIL;Suma de M3;19480.18
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;8846012.9
;;GRASAS;Suma de M3;3
;;;Suma de Toneladas;3
;;;Suma de ValorFOB;15009
;;LUBRICANTE AUTO, EXCLUIDO GRASAS;Suma de M3;139.57
;;;Suma de Toneladas;9
;;;Suma de ValorFOB;303071.31
;;LUBRICANTE INDUSTRIAL, EXCLUIDO GRASAS;Suma de M3;90
;;;Suma de Toneladas;80
;;;Suma de ValorFOB;62719
;;METIL TERBUTIL ETER (MTBE);Suma de M3;2062
;;;Suma de Toneladas;4750
;;;Suma de ValorFOB;2685717
;;NAFTA SUPER >93 RON;Suma de M3;203.06
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;90023.88
;;NAFTA ULTRA >97 RON;Suma de M3;250.34
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;115200.07
;;OTRAS NAFTAS O CORTES DE ELLAS;Suma de M3;1980.92
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;814338.09
;;OTROS PRODUCTOS PETROQUIMICOS;Suma de M3;0
;;;Suma de Toneladas;18
;;;Suma de ValorFOB;20380
;;PETROLEO;Suma de M3;2830
;;;Suma de Toneladas;2178
;;;Suma de ValorFOB;851009
;3;ADITIVOS LUBRICANTES;Suma de M3;1369.69
;;;Suma de Toneladas;955.63
;;;Suma de ValorFOB;3773831.17
;;ADITIVOS PARA COMBUSTIBLES;Suma de M3;3268
;;;Suma de Toneladas;94
;;;Suma de ValorFOB;2010182
;;AERONAFTAS;Suma de M3;2740
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;1776398
;;ASFALTOS;Suma de M3;40
;;;Suma de Toneladas;40
;;;Suma de ValorFOB;95600
;;BASES LUBRICANTES;Suma de M3;2763
;;;Suma de Toneladas;2431
;;;Suma de ValorFOB;2494092
;;GAS NATURAL;Suma de M3;143095338
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;9722507
;;GAS OIL;Suma de M3;3469.33
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;1873006.64
;;GRASAS;Suma de M3;3
;;;Suma de Toneladas;3
;;;Suma de ValorFOB;5266
;;LUBRICANTE AUTO, EXCLUIDO GRASAS;Suma de M3;263.54
;;;Suma de Toneladas;13
;;;Suma de ValorFOB;549125.2
;;LUBRICANTE INDUSTRIAL, EXCLUIDO GRASAS;Suma de M3;10
;;;Suma de Toneladas;9
;;;Suma de ValorFOB;57611
;;METIL TERBUTIL ETER (MTBE);Suma de M3;5320
;;;Suma de Toneladas;10463
;;;Suma de ValorFOB;6718925
;;NAFTA COMUN >83 RON;Suma de M3;19.69
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;9644.01
;;NAFTA SUPER >93 RON;Suma de M3;6360.52
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;3421863.87
;;NAFTA ULTRA >97 RON;Suma de M3;325.79
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;176839.76
;;NAFTA VIRGEN;Suma de M3;5240
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;2152409
;;OTRAS NAFTAS O CORTES DE ELLAS;Suma de M3;13081
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;8171310
;;OTROS PRODUCTOS PETROQUIMICOS;Suma de M3;2203
;;;Suma de Toneladas;2787
;;;Suma de ValorFOB;3510788
;;PETROLEO;Suma de M3;13546
;;;Suma de Toneladas;10428
;;;Suma de ValorFOB;4478771
;4;ADITIVOS LUBRICANTES;Suma de M3;609.94
;;;Suma de Toneladas;331.202
;;;Suma de ValorFOB;1389887.78
;;ADITIVOS PARA COMBUSTIBLES;Suma de M3;393
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;263182
;;BASES LUBRICANTES;Suma de M3;69
;;;Suma de Toneladas;60
;;;Suma de ValorFOB;105463
;;GAS NATURAL;Suma de M3;133734189
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;9157857
;;GAS OIL;Suma de M3;11078.47
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;5771470.14
;;GRASAS;Suma de M3;0
;;;Suma de Toneladas;1
;;;Suma de ValorFOB;2042
;;LUBRICANTE AUTO, EXCLUIDO GRASAS;Suma de M3;184.18
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;496689.01
;;LUBRICANTE INDUSTRIAL, EXCLUIDO GRASAS;Suma de M3;24
;;;Suma de Toneladas;21
;;;Suma de ValorFOB;66452
;;METIL TERBUTIL ETER (MTBE);Suma de M3;5539
;;;Suma de Toneladas;8944
;;;Suma de ValorFOB;6554487
;;NAFTA SUPER >93 RON;Suma de M3;176.08
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;109536.92
;;NAFTA ULTRA >97 RON;Suma de M3;295.01
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;195033.11
;;OTRAS NAFTAS O CORTES DE ELLAS;Suma de M3;22002
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;13698202
;;OTROS PRODUCTOS PETROQUIMICOS;Suma de M3;975
;;;Suma de Toneladas;19023
;;;Suma de ValorFOB;8622645
;;PETROLEO;Suma de M3;3391
;;;Suma de Toneladas;2610
;;;Suma de ValorFOB;1134226
;;SOLVENTES ALIFATICOS;Suma de M3;560.982
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;587782
;5;ADITIVOS LUBRICANTES;Suma de M3;1443.53
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;3448854.9
;;ADITIVOS PARA COMBUSTIBLES;Suma de M3;1935
;;;Suma de Toneladas;158
;;;Suma de ValorFOB;1475875
;;AGUARRAS;Suma de M3;143
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;117883
;;BASES LUBRICANTES;Suma de M3;7742.82
;;;Suma de Toneladas;210
;;;Suma de ValorFOB;7239711.83
;;GAS NATURAL;Suma de M3;156728015
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;10646461
;;GAS OIL;Suma de M3;3432.24
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;1980846.72
;;GRASAS;Suma de M3;5
;;;Suma de Toneladas;4
;;;Suma de ValorFOB;25981
;;KEROSENE;Suma de M3;69.7
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;32581
;;LUBRICANTE AUTO, EXCLUIDO GRASAS;Suma de M3;219.83
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;503099.88
;;LUBRICANTE INDUSTRIAL, EXCLUIDO GRASAS;Suma de M3;74
;;;Suma de Toneladas;65
;;;Suma de ValorFOB;135357
;;METIL TERBUTIL ETER (MTBE);Suma de M3;5597
;;;Suma de Toneladas;5300
;;;Suma de ValorFOB;4329230
;;NAFTA COMUN >83 RON;Suma de M3;12.19
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;7548.41
;;NAFTA SUPER >93 RON;Suma de M3;247.33
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;165037.78
;;NAFTA ULTRA >97 RON;Suma de M3;345.17
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;240697.24
;;NAFTA VIRGEN;Suma de M3;4468.4
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;2052821
;;OTROS PRODUCTOS PETROQUIMICOS;Suma de M3;628
;;;Suma de Toneladas;636
;;;Suma de ValorFOB;1028335
;;PETROLEO;Suma de M3;2008
;;;Suma de Toneladas;1546
;;;Suma de ValorFOB;723329
;;PROPANO NO PETROQUIMICO;Suma de M3;0
;;;Suma de Toneladas;3600.089
;;;Suma de ValorFOB;575.7
;;SOLVENTES ALIFATICOS;Suma de M3;317
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;337601
;;SOLVENTES AROMATICOS;Suma de M3;151
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;135931
;6;ADITIVOS LUBRICANTES;Suma de M3;1007.168
;;;Suma de Toneladas;578.01
;;;Suma de ValorFOB;2420119.57
;;ADITIVOS PARA COMBUSTIBLES;Suma de M3;3033
;;;Suma de Toneladas;39
;;;Suma de ValorFOB;2275675
;;BASES LUBRICANTES;Suma de M3;3017
;;;Suma de Toneladas;2715
;;;Suma de ValorFOB;2764663
;;GAS NATURAL;Suma de M3;141830400
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;9613996
;;GAS OIL;Suma de M3;34530.07
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;19768398.13
;;LUBRICANTE AUTO, EXCLUIDO GRASAS;Suma de M3;243.434
;;;Suma de Toneladas;69
;;;Suma de ValorFOB;743750.18
;;LUBRICANTE INDUSTRIAL, EXCLUIDO GRASAS;Suma de M3;128
;;;Suma de Toneladas;112
;;;Suma de ValorFOB;262896
;;METIL TERBUTIL ETER (MTBE);Suma de M3;5866
;;;Suma de Toneladas;7710
;;;Suma de ValorFOB;6438260
;;NAFTA COMUN >83 RON;Suma de M3;4.8
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;3135.93
;;NAFTA SUPER >93 RON;Suma de M3;163.69
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;107518.4
;;NAFTA ULTRA >97 RON;Suma de M3;263.03
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;177991.47
;;OTRAS NAFTAS O CORTES DE ELLAS;Suma de M3;89710
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;23660178
;;OTROS PRODUCTOS PETROQUIMICOS;Suma de M3;523
;;;Suma de Toneladas;985
;;;Suma de ValorFOB;1425810
;;PETROLEO;Suma de M3;17
;;;Suma de Toneladas;13
;;;Suma de ValorFOB;6191
;;SOLVENTES ALIFATICOS;Suma de M3;290
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;152255
;;SOLVENTES AROMATICOS;Suma de M3;205
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;198551
;7;ADITIVOS LUBRICANTES;Suma de M3;977.2
;;;Suma de Toneladas;513.545
;;;Suma de ValorFOB;2709967.24
;;ADITIVOS PARA COMBUSTIBLES;Suma de M3;2530
;;;Suma de Toneladas;40
;;;Suma de ValorFOB;1752661
;;AGUARRAS;Suma de M3;955
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;689178
;;ASFALTOS;Suma de M3;48
;;;Suma de Toneladas;48
;;;Suma de ValorFOB;118080
;;BASES LUBRICANTES;Suma de M3;79
;;;Suma de Toneladas;71
;;;Suma de ValorFOB;88567
;;GAS NATURAL;Suma de M3;126774274
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;8590734
;;GAS OIL;Suma de M3;187989.13
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;103043272.8
;;GRASAS;Suma de M3;13
;;;Suma de Toneladas;12
;;;Suma de ValorFOB;33914
;;LUBRICANTE AUTO, EXCLUIDO GRASAS;Suma de M3;141
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;404562.84
;;LUBRICANTE INDUSTRIAL, EXCLUIDO GRASAS;Suma de M3;13
;;;Suma de Toneladas;11
;;;Suma de ValorFOB;17864
;;METIL TERBUTIL ETER (MTBE);Suma de M3;9572
;;;Suma de Toneladas;10540
;;;Suma de ValorFOB;9734787
;;NAFTA COMUN >83 RON;Suma de M3;14
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;8606.04
;;NAFTA SUPER >93 RON;Suma de M3;271.32
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;182491.59
;;NAFTA ULTRA >97 RON;Suma de M3;292.93
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;208600.19
;;NAFTA VIRGEN;Suma de M3;4058
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;1925923
;;PETROLEO;Suma de M3;1583
;;;Suma de Toneladas;1219
;;;Suma de ValorFOB;604253
;;PROPANO NO PETROQUIMICO;Suma de M3;0
;;;Suma de Toneladas;24167
;;;Suma de ValorFOB;16721883
;;SOLVENTES ALIFATICOS;Suma de M3;157
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;168763
;;SOLVENTES AROMATICOS;Suma de M3;78
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;87801
;8;ADITIVOS LUBRICANTES;Suma de M3;1543.218
;;;Suma de Toneladas;1023.061
;;;Suma de ValorFOB;4143749.75
;;ADITIVOS PARA COMBUSTIBLES;Suma de M3;3115
;;;Suma de Toneladas;20
;;;Suma de ValorFOB;1883012
;;AGUARRAS;Suma de M3;655
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;415484
;;BASES LUBRICANTES;Suma de M3;8729.941
;;;Suma de Toneladas;2509
;;;Suma de ValorFOB;7708737.82
;;FUEL OIL, AZUFRE <1%;Suma de M3;0
;;;Suma de Toneladas;47842
;;;Suma de ValorFOB;17085619
;;GAS NATURAL;Suma de M3;107132904
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;7263089
;;GAS OIL;Suma de M3;115260.21
;;;Suma de Toneladas;8400
;;;Suma de ValorFOB;65876395.84
;;GRASAS;Suma de M3;3
;;;Suma de Toneladas;3
;;;Suma de ValorFOB;11591
;;LUBRICANTE AUTO, EXCLUIDO GRASAS;Suma de M3;328.372
;;;Suma de Toneladas;81
;;;Suma de ValorFOB;841931.44
;;LUBRICANTE INDUSTRIAL, EXCLUIDO GRASAS;Suma de M3;165
;;;Suma de Toneladas;146
;;;Suma de ValorFOB;277157
;;METIL TERBUTIL ETER (MTBE);Suma de M3;1968
;;;Suma de Toneladas;6395
;;;Suma de ValorFOB;5816267
;;NAFTA COMUN >83 RON;Suma de M3;30
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;16592
;;NAFTA SUPER >93 RON;Suma de M3;1172.84
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;701602.03
;;NAFTA ULTRA >97 RON;Suma de M3;321.19
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;206503.46
;;OTROS PRODUCTOS PETROQUIMICOS;Suma de M3;1110
;;;Suma de Toneladas;1080
;;;Suma de ValorFOB;1352069
;;PETROLEO;Suma de M3;794
;;;Suma de Toneladas;611
;;;Suma de ValorFOB;335749
;;SOLVENTES ALIFATICOS;Suma de M3;33
;;;Suma de Toneladas;36
;;;Suma de ValorFOB;64500
;;SOLVENTES AROMATICOS;Suma de M3;205
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;192008
;9;ADITIVOS LUBRICANTES;Suma de M3;1629.51
;;;Suma de Toneladas;1100
;;;Suma de ValorFOB;3253669.82
;;ADITIVOS PARA COMBUSTIBLES;Suma de M3;1561
;;;Suma de Toneladas;59
;;;Suma de ValorFOB;1051176
;;AERONAFTAS;Suma de M3;1583
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;1068125
;;AGUARRAS;Suma de M3;1171
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;544519
;;BASES LUBRICANTES;Suma de M3;3566
;;;Suma de Toneladas;3209
;;;Suma de ValorFOB;3256444
;;GAS NATURAL;Suma de M3;45780606
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;3087832
;;GAS OIL;Suma de M3;191755.23
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;118981906.7
;;LUBRICANTE AUTO, EXCLUIDO GRASAS;Suma de M3;172.18
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;438012.94
;;LUBRICANTE INDUSTRIAL, EXCLUIDO GRASAS;Suma de M3;18
;;;Suma de Toneladas;15
;;;Suma de ValorFOB;141429
;;METIL TERBUTIL ETER (MTBE);Suma de M3;6265
;;;Suma de Toneladas;6699
;;;Suma de ValorFOB;6715764
;;NAFTA COMUN >83 RON;Suma de M3;52
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;29785
;;NAFTA SUPER >93 RON;Suma de M3;1205.25
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;740006.84
;;NAFTA ULTRA >97 RON;Suma de M3;276.62
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;176033.29
;;OTRAS NAFTAS O CORTES DE ELLAS;Suma de M3;2426
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;1168560
;;OTROS PRODUCTOS PETROQUIMICOS;Suma de M3;1242
;;;Suma de Toneladas;1248
;;;Suma de ValorFOB;1610989
;10;ADITIVOS LUBRICANTES;Suma de M3;1742.8
;;;Suma de Toneladas;1023.736
;;;Suma de ValorFOB;4363573.39
;;ADITIVOS PARA COMBUSTIBLES;Suma de M3;740
;;;Suma de Toneladas;517
;;;Suma de ValorFOB;460812
;;BASES LUBRICANTES;Suma de M3;10290
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;8334636.47
;;BENZENO;Suma de M3;4528
;;;Suma de Toneladas;4002
;;;Suma de ValorFOB;4142841
;;GAS NATURAL;Suma de M3;38671419
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;2597122
;;GAS OIL;Suma de M3;103608.55
;;;Suma de Toneladas;30954
;;;Suma de ValorFOB;63543065.67
;;LUBRICANTE AUTO, EXCLUIDO GRASAS;Suma de M3;273
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;632776.72
;;LUBRICANTE INDUSTRIAL, EXCLUIDO GRASAS;Suma de M3;5
;;;Suma de Toneladas;4
;;;Suma de ValorFOB;6841
;;METIL TERBUTIL ETER (MTBE);Suma de M3;4364
;;;Suma de Toneladas;3254
;;;Suma de ValorFOB;2476446
;;NAFTA COMUN >83 RON;Suma de M3;34
;;;Suma de Toneladas;26
;;;Suma de ValorFOB;19187
;;NAFTA SUPER >93 RON;Suma de M3;1437.69
;;;Suma de Toneladas;770
;;;Suma de ValorFOB;875874.71
;;NAFTA ULTRA >97 RON;Suma de M3;254.13
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;159866.7
;;OTROS PRODUCTOS PETROQUIMICOS;Suma de M3;1759
;;;Suma de Toneladas;1726
;;;Suma de ValorFOB;2189586
;;PETROLEO;Suma de M3;3000
;;;Suma de Toneladas;2310
;;;Suma de ValorFOB;1378010
;11;ADITIVOS LUBRICANTES;Suma de M3;537
;;;Suma de Toneladas;486.518
;;;Suma de ValorFOB;1703514.62
;;ADITIVOS PARA COMBUSTIBLES;Suma de M3;2954
;;;Suma de Toneladas;1745
;;;Suma de ValorFOB;2666497.62
;;AERONAFTAS;Suma de M3;2847
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;2056032
;;AGUARRAS;Suma de M3;1241
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;732515
;;BASES LUBRICANTES;Suma de M3;320
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;382601
;;BENZENO;Suma de M3;4572
;;;Suma de Toneladas;4041
;;;Suma de ValorFOB;4265137
;;GAS NATURAL;Suma de M3;52127744
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;3495898
;;GAS OIL;Suma de M3;82643.95
;;;Suma de Toneladas;5213
;;;Suma de ValorFOB;56012779.92
;;LUBRICANTE AUTO, EXCLUIDO GRASAS;Suma de M3;266
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;619538.3
;;METIL TERBUTIL ETER (MTBE);Suma de M3;10080
;;;Suma de Toneladas;7542
;;;Suma de ValorFOB;6493822
;;NAFTA COMUN >83 RON;Suma de M3;36
;;;Suma de Toneladas;26
;;;Suma de ValorFOB;22404
;;NAFTA SUPER >93 RON;Suma de M3;1437.03
;;;Suma de Toneladas;828
;;;Suma de ValorFOB;970285.46
;;NAFTA ULTRA >97 RON;Suma de M3;286.61
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;199257.59
;;OTROS PRODUCTOS PETROQUIMICOS;Suma de M3;1005
;;;Suma de Toneladas;6647
;;;Suma de ValorFOB;4196340
;;PETROLEO;Suma de M3;4765
;;;Suma de Toneladas;3668
;;;Suma de ValorFOB;2331368
;;SOLVENTES AROMATICOS;Suma de M3;201
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;155157
;12;ADITIVOS LUBRICANTES;Suma de M3;766.6
;;;Suma de Toneladas;693.916
;;;Suma de ValorFOB;2216711.66
;;ADITIVOS PARA COMBUSTIBLES;Suma de M3;3100.5
;;;Suma de Toneladas;1748.91
;;;Suma de ValorFOB;3189945.58
;;AGUARRAS;Suma de M3;790
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;600155
;;ASFALTOS;Suma de M3;33
;;;Suma de Toneladas;36
;;;Suma de ValorFOB;64500
;;BASES LUBRICANTES;Suma de M3;4822
;;;Suma de Toneladas;4220
;;;Suma de ValorFOB;3786121
;;GAS NATURAL;Suma de M3;59000448
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;3950852
;;GAS OIL;Suma de M3;90411.38
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;61324721.76
;;LUBRICANTE AUTO, EXCLUIDO GRASAS;Suma de M3;247
;;;Suma de Toneladas;55
;;;Suma de ValorFOB;638522.03
;;LUBRICANTE INDUSTRIAL, EXCLUIDO GRASAS;Suma de M3;36
;;;Suma de Toneladas;32
;;;Suma de ValorFOB;67660
;;METIL TERBUTIL ETER (MTBE);Suma de M3;4221.85
;;;Suma de Toneladas;3157.96
;;;Suma de ValorFOB;2615402.1
;;NAFTA COMUN >83 RON;Suma de M3;14.52
;;;Suma de Toneladas;10.54
;;;Suma de ValorFOB;9063
;;NAFTA SUPER >93 RON;Suma de M3;6375.23
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;4241629.8
;;NAFTA ULTRA >97 RON;Suma de M3;293.04
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;197290.04
;;OTROS PRODUCTOS PETROQUIMICOS;Suma de M3;1174
;;;Suma de Toneladas;1179
;;;Suma de ValorFOB;1470677
;;PETROLEO;Suma de M3;8570
;;;Suma de Toneladas;6597
;;;Suma de ValorFOB;4825751
;;SOLVENTES ALIFATICOS;Suma de M3;428
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;505989
2008;1;ADITIVOS LUBRICANTES;Suma de M3;872.8
;;;Suma de Toneladas;787.874
;;;Suma de ValorFOB;2403046.58
;;ADITIVOS PARA COMBUSTIBLES;Suma de M3;674.2
;;;Suma de Toneladas;39
;;;Suma de ValorFOB;1471605.36
;;AGUARRAS;Suma de M3;813
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;1083257
;;ASFALTOS;Suma de M3;24
;;;Suma de Toneladas;24
;;;Suma de ValorFOB;60720
;;BASES LUBRICANTES;Suma de M3;17
;;;Suma de Toneladas;15
;;;Suma de ValorFOB;25913
;;GAS NATURAL;Suma de M3;47080786
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;3181952
;;GAS OIL;Suma de M3;4110.26
;;;Suma de Toneladas;806
;;;Suma de ValorFOB;3107143.61
;;LUBRICANTE AUTO, EXCLUIDO GRASAS;Suma de M3;287
;;;Suma de Toneladas;40
;;;Suma de ValorFOB;712508.27
;;LUBRICANTE INDUSTRIAL, EXCLUIDO GRASAS;Suma de M3;60
;;;Suma de Toneladas;52
;;;Suma de ValorFOB;92510
;;METIL TERBUTIL ETER (MTBE);Suma de M3;4964
;;;Suma de Toneladas;3698
;;;Suma de ValorFOB;3892599
;;NAFTA COMUN >83 RON;Suma de M3;32
;;;Suma de Toneladas;23
;;;Suma de ValorFOB;21737
