Año;Mes;Producto;Datos;Total
;;COQUE;Suma de M3;0
;;;Suma de Toneladas;130.6000061
;;;Suma de ValorFOB;10445.46973
;;GAS NATURAL;Suma de M3;160392000
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;5708000
;;GAS OIL;Suma de M3;62490.13005
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;7785612.311
;;GRASAS;Suma de M3;0
;;;Suma de Toneladas;3
;;;Suma de ValorFOB;7710
;;METIL TERBUTIL ETER (MTBE);Suma de M3;0
;;;Suma de Toneladas;4288
;;;Suma de ValorFOB;890837
;;NAFTA VIRGEN;Suma de M3;6716
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;804568
;;PARAFINAS;Suma de M3;0
;;;Suma de Toneladas;12
;;;Suma de ValorFOB;8399.120117
;;PETROLEO;Suma de M3;57796
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;4216704
;6;AEROKEROSENE;Suma de M3;48198
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;5834665
;;AERONAFTAS;Suma de M3;98.46999931
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;40446.03027
;;BASES LUBRICANTES;Suma de M3;1416
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;533145
;;CARBON MINERAL;Suma de M3;0
;;;Suma de Toneladas;119032.6992
;;;Suma de ValorFOB;5746013.5
;;CERA MICROCRISTALINA;Suma de M3;0
;;;Suma de Toneladas;13.19999981
;;;Suma de ValorFOB;16584.12048
;;GAS NATURAL;Suma de M3;126973000
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;4519000
;;GAS OIL;Suma de M3;77194
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;9462887.906
;;GRASAS;Suma de M3;0
;;;Suma de Toneladas;6
;;;Suma de ValorFOB;7346
;;KEROSENE;Suma de M3;5000
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;651300
;;METIL TERBUTIL ETER (MTBE);Suma de M3;0
;;;Suma de Toneladas;3446
;;;Suma de ValorFOB;858124
;;OTRAS NAFTAS O CORTES DE ELLAS;Suma de M3;70
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;93100
;;PARAFINAS;Suma de M3;0
;;;Suma de Toneladas;18
;;;Suma de ValorFOB;13275.75
;;PETROLEO;Suma de M3;122247
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;9720103
;7;AEROKEROSENE;Suma de M3;2160
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;276480
;;AERONAFTAS;Suma de M3;796.019989
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;340320
;;AGUARRAS;Suma de M3;2210
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;800932
;;BASES LUBRICANTES;Suma de M3;2789
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;728177
;;CERA MICROCRISTALINA;Suma de M3;0
;;;Suma de Toneladas;9
;;;Suma de ValorFOB;8576.150391
;;GAS NATURAL;Suma de M3;163532000
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;5943000
;;GAS OIL;Suma de M3;94990
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;10365782
;;GLP A GRANEL;Suma de M3;0
;;;Suma de Toneladas;13700
;;;Suma de ValorFOB;2192000
;;KEROSENE;Suma de M3;12120
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;1447633
;;METIL TERBUTIL ETER (MTBE);Suma de M3;0
;;;Suma de Toneladas;2081
;;;Suma de ValorFOB;455921
;;OTRAS NAFTAS O CORTES DE ELLAS;Suma de M3;35
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;46900
;;PARAFINAS;Suma de M3;0
;;;Suma de Toneladas;9.319999695
;;;Suma de ValorFOB;7482.660156
;;PETROLEO;Suma de M3;153380
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;12794617
;8;AEROKEROSENE;Suma de M3;45847
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;4996836
;;AERONAFTAS;Suma de M3;101
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;43377
;;AGUARRAS;Suma de M3;89
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;38122
;;BASES LUBRICANTES;Suma de M3;87
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;41148
;;CARBON MINERAL;Suma de M3;0
;;;Suma de Toneladas;86859
;;;Suma de ValorFOB;3761083.969
;;CERA MICROCRISTALINA;Suma de M3;0
;;;Suma de Toneladas;39.39999962
;;;Suma de ValorFOB;39586.62988
;;COQUE;Suma de M3;0
;;;Suma de Toneladas;0.050000001
;;;Suma de ValorFOB;5
;;GAS NATURAL;Suma de M3;165348992
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;4256000
;;GAS OIL;Suma de M3;108197
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;11381883
;;GLP A GRANEL;Suma de M3;0
;;;Suma de Toneladas;19346
;;;Suma de ValorFOB;3114700
;;GRASAS;Suma de M3;0
;;;Suma de Toneladas;0.01
;;;Suma de ValorFOB;132.25
;;METIL TERBUTIL ETER (MTBE);Suma de M3;0
;;;Suma de Toneladas;5749
;;;Suma de ValorFOB;1195847
;;OTRAS NAFTAS O CORTES DE ELLAS;Suma de M3;70
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;93300
;;PARAFINAS;Suma de M3;0
;;;Suma de Toneladas;10
;;;Suma de ValorFOB;7063.02002
;;PETROLEO;Suma de M3;145527
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;11103662
;9;AEROKEROSENE;Suma de M3;4954
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;583000
;;AERONAFTAS;Suma de M3;425
;;;Suma de Toneladas;121.9000015
;;;Suma de ValorFOB;151866
;;AGUARRAS;Suma de M3;1516
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;479605
;;ASFALTOS;Suma de M3;0
;;;Suma de Toneladas;228
;;;Suma de ValorFOB;31920
;;BASES LUBRICANTES;Suma de M3;2560
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;786552
;;CARBON MINERAL;Suma de M3;0
;;;Suma de Toneladas;41194.5
;;;Suma de ValorFOB;2082890.5
;;COQUE;Suma de M3;0
;;;Suma de Toneladas;16.20000076
;;;Suma de ValorFOB;1225
;;GAS NATURAL;Suma de M3;184170000
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;5805000
;;GAS OIL;Suma de M3;39987
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;4333166
;;GRASAS;Suma de M3;0
;;;Suma de Toneladas;7
;;;Suma de ValorFOB;18055
;;KEROSENE;Suma de M3;2000
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;218860
;;METIL TERBUTIL ETER (MTBE);Suma de M3;0
;;;Suma de Toneladas;3629
;;;Suma de ValorFOB;755020
;;OTRAS NAFTAS O CORTES DE ELLAS;Suma de M3;40
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;47500
;;PETROLEO;Suma de M3;49203
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;4356472
;10;AEROKEROSENE;Suma de M3;120
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;41910
;;AERONAFTAS;Suma de M3;175
;;;Suma de Toneladas;121.8000031
;;;Suma de ValorFOB;63875
;;AGUARRAS;Suma de M3;907
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;308200
;;BASES LUBRICANTES;Suma de M3;6670
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;1770809
;;COQUE;Suma de M3;0
;;;Suma de Toneladas;85923.19922
;;;Suma de ValorFOB;3808496.25
;;GAS NATURAL;Suma de M3;145903008
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;4518000
;;GAS OIL;Suma de M3;37128
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;4097853
;;PARAFINAS;Suma de M3;0
;;;Suma de Toneladas;12.80000019
;;;Suma de ValorFOB;15230.55957
;;PETROLEO;Suma de M3;208183
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;17721196
;11;AEROKEROSENE;Suma de M3;25580
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;3283701
;;AERONAFTAS;Suma de M3;474.7200012
;;;Suma de Toneladas;121.8000031
;;;Suma de ValorFOB;165498.7188
;;AGUARRAS;Suma de M3;597
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;253482
;;BASES LUBRICANTES;Suma de M3;4139
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;1019382
;;BETUN DE PETROLEO;Suma de M3;0
;;;Suma de Toneladas;347.7399902
;;;Suma de ValorFOB;50422.44922
;;CARBON MINERAL;Suma de M3;0
;;;Suma de Toneladas;83182
;;;Suma de ValorFOB;3328236.125
;;CERA MICROCRISTALINA;Suma de M3;0
;;;Suma de Toneladas;23.5
;;;Suma de ValorFOB;26859.55957
;;GAS NATURAL;Suma de M3;145256992
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;4497000
;;GAS OIL;Suma de M3;7911
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;855714
;;PARAFINAS;Suma de M3;0
;;;Suma de Toneladas;8
;;;Suma de ValorFOB;6071.22998
;;PETROLEO;Suma de M3;113968
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;7881235
;12;AEROKEROSENE;Suma de M3;39
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;14458
;;AERONAFTAS;Suma de M3;481.7300034
;;;Suma de Toneladas;49.29999924
;;;Suma de ValorFOB;167639.1602
;;AGUARRAS;Suma de M3;638
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;218121
;;BASES LUBRICANTES;Suma de M3;1460
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;637411
;;CARBON MINERAL;Suma de M3;0
;;;Suma de Toneladas;44085.30078
;;;Suma de ValorFOB;2067778.625
;;CERA MICROCRISTALINA;Suma de M3;0
;;;Suma de Toneladas;16.60000038
;;;Suma de ValorFOB;19026.83032
;;CONCENTRADO AROMATICO;Suma de M3;0
;;;Suma de Toneladas;12562.45996
;;;Suma de ValorFOB;861565.25
;;COQUE;Suma de M3;0
;;;Suma de Toneladas;43201.87891
;;;Suma de ValorFOB;427133.7813
;;GAS NATURAL;Suma de M3;83379000
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;2409000
;;GAS OIL;Suma de M3;70448
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;7729412.6
;;METIL TERBUTIL ETER (MTBE);Suma de M3;0
;;;Suma de Toneladas;3964
;;;Suma de ValorFOB;613909
;;PARAFINAS;Suma de M3;0
;;;Suma de Toneladas;29
;;;Suma de ValorFOB;22791.97998
;;PETROLEO;Suma de M3;49069
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;4559855
1999;1;GAS OIL;Suma de M3;29373.49
;;;Suma de Toneladas;22052.27
;;;Suma de ValorFOB;2599607.007
;;PETROLEO;Suma de M3;1362
;;;Suma de Toneladas;1165
;;;Suma de ValorFOB;108805
;2;GAS OIL;Suma de M3;6000
;;;Suma de Toneladas;5140.2
;;;Suma de ValorFOB;544920
;;PETROLEO;Suma de M3;1242
;;;Suma de Toneladas;1063
;;;Suma de ValorFOB;101786
;3;GAS OIL;Suma de M3;12440.61
;;;Suma de Toneladas;10467.21
;;;Suma de ValorFOB;1030030.41
;;PETROLEO;Suma de M3;1357
;;;Suma de Toneladas;1161
;;;Suma de ValorFOB;111436
;4;AGUARRAS;Suma de M3;220
;;;Suma de Toneladas;174.6
;;;Suma de ValorFOB;91200
;;GAS OIL;Suma de M3;6000
;;;Suma de Toneladas;5016
;;;Suma de ValorFOB;676980
;;PETROLEO;Suma de M3;63581
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;6553325
;5;GAS OIL;Suma de M3;28810
;;;Suma de Toneladas;8412.512
;;;Suma de ValorFOB;3129650
;;KEROSENE;Suma de M3;1877
;;;Suma de Toneladas;496179.04
;;;Suma de ValorFOB;215104.89
;;LUBRICANTE AUTO, EXCLUIDO GRASAS;Suma de M3;0
;;;Suma de Toneladas;74.183
;;;Suma de ValorFOB;67586.7
;6;AEROKEROSENE;Suma de M3;0
;;;Suma de Toneladas;823
;;;Suma de ValorFOB;0.1605
;;BASES LUBRICANTES;Suma de M3;0
;;;Suma de Toneladas;10485.49
;;;Suma de ValorFOB;2355229.32
;;GAS OIL;Suma de M3;16387
;;;Suma de Toneladas;1690.456
;;;Suma de ValorFOB;1721755
;;KEROSENE;Suma de M3;1625
;;;Suma de Toneladas;1288.388
;;;Suma de ValorFOB;181455.82
;;LUBRICANTE AUTO, EXCLUIDO GRASAS;Suma de M3;0
;;;Suma de Toneladas;662
;;;Suma de ValorFOB;1033.15
;;PETROLEO;Suma de M3;54688
;;;Suma de Toneladas;1138
;;;Suma de ValorFOB;5806380.72
;7;AEROKEROSENE;Suma de M3;0
;;;Suma de Toneladas;4740
;;;Suma de ValorFOB;362735
;;GAS OIL;Suma de M3;48927
;;;Suma de Toneladas;45302.15
;;;Suma de ValorFOB;6091940.77
;;GRASAS;Suma de M3;0
;;;Suma de Toneladas;2.09
;;;Suma de ValorFOB;2705.17
;;KEROSENE;Suma de M3;930
;;;Suma de Toneladas;737.676
;;;Suma de ValorFOB;102151.2
;;LUBRICANTE AUTO, EXCLUIDO GRASAS;Suma de M3;441
;;;Suma de Toneladas;29.674
;;;Suma de ValorFOB;313559.3
;;NAFTA COMUN >83 RON;Suma de M3;0
;;;Suma de Toneladas;2280
;;;Suma de ValorFOB;583.5
;;NAFTA SUPER >93 RON;Suma de M3;0
;;;Suma de Toneladas;2280
;;;Suma de ValorFOB;0.5835
;;OTRAS NAFTAS O CORTES DE ELLAS;Suma de M3;0
;;;Suma de Toneladas;2280
;;;Suma de ValorFOB;410220
;;PETROLEO;Suma de M3;58350
;;;Suma de Toneladas;1829
;;;Suma de ValorFOB;6226431
;;TOLUENO;Suma de M3;0
;;;Suma de Toneladas;975
;;;Suma de ValorFOB;221
;8;AGUARRAS;Suma de M3;116.1
;;;Suma de Toneladas;13.1
;;;Suma de ValorFOB;12400
;;BASES LUBRICANTES;Suma de M3;0
;;;Suma de Toneladas;57.034
;;;Suma de ValorFOB;47345.5
;;GAS OIL;Suma de M3;5000
;;;Suma de Toneladas;11794.171
;;;Suma de ValorFOB;1758680
;;KEROSENE;Suma de M3;567
;;;Suma de Toneladas;450.977
;;;Suma de ValorFOB;62372.42
;;OTRAS NAFTAS O CORTES DE ELLAS;Suma de M3;0
;;;Suma de Toneladas;3352
;;;Suma de ValorFOB;684634
;;OTROS PRODUCTOS PETROQUIMICOS;Suma de M3;17783
;;;Suma de Toneladas;13640
;;;Suma de ValorFOB;2934195
;;PETROLEO;Suma de M3;116258
;;;Suma de Toneladas;2781
;;;Suma de ValorFOB;14340743
;;TOLUENO;Suma de M3;0
;;;Suma de Toneladas;1000
;;;Suma de ValorFOB;209000
;9;BASES LUBRICANTES;Suma de M3;2680
;;;Suma de Toneladas;2385
;;;Suma de ValorFOB;725019
;;GAS OIL;Suma de M3;200
;;;Suma de Toneladas;16568.232
;;;Suma de ValorFOB;2630441.92
;;LUBRICANTE INDUSTRIAL, EXCLUIDO GRASAS;Suma de M3;0
;;;Suma de Toneladas;58.667
;;;Suma de ValorFOB;53078.16
;;OTRAS NAFTAS O CORTES DE ELLAS;Suma de M3;0
;;;Suma de Toneladas;4492
;;;Suma de ValorFOB;990237
;;OTROS PRODUCTOS PETROQUIMICOS;Suma de M3;0
;;;Suma de Toneladas;1084
;;;Suma de ValorFOB;222755
;;PETROLEO;Suma de M3;57662
;;;Suma de Toneladas;97759.4
;;;Suma de ValorFOB;14024246.46
;10;GAS OIL;Suma de M3;0
;;;Suma de Toneladas;7716
;;;Suma de ValorFOB;1333408
;;NAFTA SUPER >93 RON;Suma de M3;1000
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;117300
;;OTRAS NAFTAS O CORTES DE ELLAS;Suma de M3;0
;;;Suma de Toneladas;7672
;;;Suma de ValorFOB;1639800
;;PETROLEO;Suma de M3;2376
;;;Suma de Toneladas;2033
;;;Suma de ValorFOB;268137
;11;GAS OIL;Suma de M3;0
;;;Suma de Toneladas;2414
;;;Suma de ValorFOB;447516
;;PETROLEO;Suma de M3;1357
;;;Suma de Toneladas;1161
;;;Suma de ValorFOB;167409
;12;GAS OIL;Suma de M3;0
;;;Suma de Toneladas;12689
;;;Suma de ValorFOB;2436063
;;METIL TERBUTIL ETER (MTBE);Suma de M3;0
;;;Suma de Toneladas;1163
;;;Suma de ValorFOB;313775
;;OTRAS NAFTAS O CORTES DE ELLAS;Suma de M3;0
;;;Suma de Toneladas;4601
;;;Suma de ValorFOB;1036576
;;OTROS PRODUCTOS PETROQUIMICOS;Suma de M3;0
;;;Suma de Toneladas;803
;;;Suma de ValorFOB;176662
;;PETROLEO;Suma de M3;1369
;;;Suma de Toneladas;1171
;;;Suma de ValorFOB;173455
2000;1;GAS OIL;Suma de M3;1975
;;;Suma de Toneladas;1658.461
;;;Suma de ValorFOB;361460
;;PETROLEO;Suma de M3;1360
;;;Suma de Toneladas;1164
;;;Suma de ValorFOB;205000
;2;GAS OIL;Suma de M3;981
;;;Suma de Toneladas;823.685
;;;Suma de ValorFOB;180730
;;PETROLEO;Suma de M3;1269
;;;Suma de Toneladas;1086
;;;Suma de ValorFOB;209000
;3;AGUARRAS;Suma de M3;240
;;;Suma de Toneladas;196
;;;Suma de ValorFOB;94400
;;GAS OIL;Suma de M3;4937
;;;Suma de Toneladas;4142.866
;;;Suma de ValorFOB;847810
;;LUBRICANTE AUTO, EXCLUIDO GRASAS;Suma de M3;0
;;;Suma de Toneladas;92.9
;;;Suma de ValorFOB;101882.19
;;OTROS PRODUCTOS PETROQUIMICOS;Suma de M3;14
;;;Suma de Toneladas;11.8
;;;Suma de ValorFOB;9080
;;PETROLEO;Suma de M3;100340
;;;Suma de Toneladas;84492
;;;Suma de ValorFOB;18458704.82
;4;GAS OIL;Suma de M3;5000
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;1042690
;;PETROLEO;Suma de M3;994
;;;Suma de Toneladas;851
;;;Suma de ValorFOB;144000
;5;ADITIVOS LUBRICANTES;Suma de M3;7
;;;Suma de Toneladas;6
;;;Suma de ValorFOB;14679
;;ADITIVOS PARA COMBUSTIBLES;Suma de M3;4242
;;;Suma de Toneladas;3157
;;;Suma de ValorFOB;1674701
;;BASES LUBRICANTES;Suma de M3;125813.5
;;;Suma de Toneladas;1138060.5
;;;Suma de ValorFOB;222185
;;FUEL OIL, AZUFRE >1%;Suma de M3;151
;;;Suma de Toneladas;129
;;;Suma de ValorFOB;27491
;;GAS OIL;Suma de M3;5232
;;;Suma de Toneladas;25
;;;Suma de ValorFOB;1027501
;;PETROLEO;Suma de M3;88569
;;;Suma de Toneladas;73342
;;;Suma de ValorFOB;14540690
;6;ADITIVOS LUBRICANTES;Suma de M3;3
;;;Suma de Toneladas;2
;;;Suma de ValorFOB;3621
;;AGUARRAS;Suma de M3;178.1
;;;Suma de Toneladas;147
;;;Suma de ValorFOB;73522
;;BASES LUBRICANTES;Suma de M3;1269
;;;Suma de Toneladas;1058
;;;Suma de ValorFOB;594836
;;FUEL OIL, AZUFRE <1%;Suma de M3;190
;;;Suma de Toneladas;226
;;;Suma de ValorFOB;28589
;;LUBRICANTE INDUSTRIAL, EXCLUIDO GRASAS;Suma de M3;12
;;;Suma de Toneladas;10
;;;Suma de ValorFOB;20197
;;OTROS PRODUCTOS PETROQUIMICOS;Suma de M3;558.6
;;;Suma de Toneladas;503.4
;;;Suma de ValorFOB;248905
;;PETROLEO;Suma de M3;63206
;;;Suma de Toneladas;51209
;;;Suma de ValorFOB;13500924
;7;ADITIVOS LUBRICANTES;Suma de M3;4978
;;;Suma de Toneladas;3703
;;;Suma de ValorFOB;2156758
;;FUEL OIL, AZUFRE <1%;Suma de M3;700
;;;Suma de Toneladas;686
;;;Suma de ValorFOB;127563
;;GAS OIL;Suma de M3;46124
;;;Suma de Toneladas;38568.051
;;;Suma de ValorFOB;10218275
;;KEROSENE;Suma de M3;2995
;;;Suma de Toneladas;2389.438
;;;Suma de ValorFOB;590888.23
;;LUBRICANTE AUTO, EXCLUIDO GRASAS;Suma de M3;8
;;;Suma de Toneladas;7
;;;Suma de ValorFOB;16940
;;LUBRICANTE INDUSTRIAL, EXCLUIDO GRASAS;Suma de M3;21
;;;Suma de Toneladas;19
;;;Suma de ValorFOB;20097
;;NAFTA COMUN >83 RON;Suma de M3;992
;;;Suma de Toneladas;708.399
;;;Suma de ValorFOB;217560
;;PETROLEO;Suma de M3;719
;;;Suma de Toneladas;615
;;;Suma de ValorFOB;139689
;8;ADITIVOS LUBRICANTES;Suma de M3;4031
;;;Suma de Toneladas;3002
;;;Suma de ValorFOB;1249235
;;AERONAFTAS;Suma de M3;79
;;;Suma de Toneladas;57
;;;Suma de ValorFOB;36518
;;BASES LUBRICANTES;Suma de M3;108
;;;Suma de Toneladas;97
;;;Suma de ValorFOB;108603
;;GAS OIL;Suma de M3;11654
;;;Suma de Toneladas;9764
;;;Suma de ValorFOB;2696740
;;LUBRICANTE AUTO, EXCLUIDO GRASAS;Suma de M3;3
;;;Suma de Toneladas;2
;;;Suma de ValorFOB;73893
;;LUBRICANTE INDUSTRIAL, EXCLUIDO GRASAS;Suma de M3;25
;;;Suma de Toneladas;23
;;;Suma de ValorFOB;30400
;;NAFTA COMUN >83 RON;Suma de M3;1000
;;;Suma de Toneladas;713.8
;;;Suma de ValorFOB;217560
;;PETROLEO;Suma de M3;70028
;;;Suma de Toneladas;55685
;;;Suma de ValorFOB;12373107
;9;AERONAFTAS;Suma de M3;80
;;;Suma de Toneladas;57
;;;Suma de ValorFOB;39776
;;BASES LUBRICANTES;Suma de M3;62
;;;Suma de Toneladas;56
;;;Suma de ValorFOB;70156
;;GAS OIL;Suma de M3;0
;;;Suma de Toneladas;1214
;;;Suma de ValorFOB;416626.47
;;KEROSENE;Suma de M3;7898.03
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;1233561.47
;;LUBRICANTE AUTO, EXCLUIDO GRASAS;Suma de M3;3297
;;;Suma de Toneladas;2762
;;;Suma de ValorFOB;803564
;;LUBRICANTE INDUSTRIAL, EXCLUIDO GRASAS;Suma de M3;45
;;;Suma de Toneladas;40
;;;Suma de ValorFOB;40107
;;METIL TERBUTIL ETER (MTBE);Suma de M3;0
;;;Suma de Toneladas;293.114
;;;Suma de ValorFOB;157961.29
;;OTRAS NAFTAS O CORTES DE ELLAS;Suma de M3;2265.964
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;484039.49
;;OTROS PRODUCTOS PETROQUIMICOS;Suma de M3;360
;;;Suma de Toneladas;362
;;;Suma de ValorFOB;167979
;;PETROLEO;Suma de M3;64694
;;;Suma de Toneladas;52885
;;;Suma de ValorFOB;14209037
;;TOLUENO;Suma de M3;0
;;;Suma de Toneladas;1165.8
;;;Suma de ValorFOB;376997.86
;10;ADITIVOS PARA COMBUSTIBLES;Suma de M3;5000
;;;Suma de Toneladas;3697
;;;Suma de ValorFOB;1545103
;;AERONAFTAS;Suma de M3;436
;;;Suma de Toneladas;392
;;;Suma de ValorFOB;218004
;;BASES LUBRICANTES;Suma de M3;69
;;;Suma de Toneladas;62
;;;Suma de ValorFOB;70592
;;CONCENTRADO AROMATICO;Suma de M3;1169.1
;;;Suma de Toneladas;912.5
;;;Suma de ValorFOB;264562.54
;;GAS OIL;Suma de M3;2980
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;813638.91
;;GRASAS;Suma de M3;2
;;;Suma de Toneladas;1
;;;Suma de ValorFOB;8821
;;KEROSENE;Suma de M3;408.4
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;117717
;;LUBRICANTE INDUSTRIAL, EXCLUIDO GRASAS;Suma de M3;2
;;;Suma de Toneladas;2
;;;Suma de ValorFOB;3988
;;METIL TERBUTIL ETER (MTBE);Suma de M3;0
;;;Suma de Toneladas;397.8
;;;Suma de ValorFOB;163819.67
;;NAFTA SUPER >93 RON;Suma de M3;7012
;;;Suma de Toneladas;5539
;;;Suma de ValorFOB;1736174
;;OTRAS NAFTAS O CORTES DE ELLAS;Suma de M3;3807.3
;;;Suma de Toneladas;2907.5
;;;Suma de ValorFOB;883106.51
;;PETROLEO;Suma de M3;63836
;;;Suma de Toneladas;54209
;;;Suma de ValorFOB;12583302
;;TOLUENO;Suma de M3;204.8
;;;Suma de Toneladas;179.2
;;;Suma de ValorFOB;57613.42
;11;AERONAFTAS;Suma de M3;466
;;;Suma de Toneladas;335
;;;Suma de ValorFOB;232794
;;AGUARRAS;Suma de M3;119.8
;;;Suma de Toneladas;96
;;;Suma de ValorFOB;62048
;;BASES LUBRICANTES;Suma de M3;7333
;;;Suma de Toneladas;4168
;;;Suma de ValorFOB;2589719
;;CONCENTRADO AROMATICO;Suma de M3;916.1
;;;Suma de Toneladas;793.3
;;;Suma de ValorFOB;238515.23
;;CORTES DE GAS OIL;Suma de M3;1990.2
;;;Suma de Toneladas;1720.1
;;;Suma de ValorFOB;531748.18
;;GAS OIL;Suma de M3;15514.41
;;;Suma de Toneladas;7474.67
;;;Suma de ValorFOB;4359165
;;KEROSENE;Suma de M3;1174
;;;Suma de Toneladas;153470.999
;;;Suma de ValorFOB;276321.16
;;LUBRICANTE INDUSTRIAL, EXCLUIDO GRASAS;Suma de M3;20
;;;Suma de Toneladas;18
;;;Suma de ValorFOB;63733
;;METIL TERBUTIL ETER (MTBE);Suma de M3;0
;;;Suma de Toneladas;1175.41
;;;Suma de ValorFOB;476309.45
;;NAFTA COMUN >83 RON;Suma de M3;8053
;;;Suma de Toneladas;6362
;;;Suma de ValorFOB;1936276
;;NAFTA SUPER >93 RON;Suma de M3;671.5
;;;Suma de Toneladas;507.3
;;;Suma de ValorFOB;187298.4
;;OTRAS NAFTAS O CORTES DE ELLAS;Suma de M3;803.8
;;;Suma de Toneladas;612.5
;;;Suma de ValorFOB;178846.01
;;OTROS PRODUCTOS PETROQUIMICOS;Suma de M3;418.9
;;;Suma de Toneladas;303.2
;;;Suma de ValorFOB;233733
;;PETROLEO;Suma de M3;1350
;;;Suma de Toneladas;1155
;;;Suma de ValorFOB;264944
;12;AEROKEROSENE;Suma de M3;2486.5
;;;Suma de Toneladas;1982.5
;;;Suma de ValorFOB;668926
;;AERONAFTAS;Suma de M3;2910
;;;Suma de Toneladas;256
;;;Suma de ValorFOB;970136
;;AGUARRAS;Suma de M3;92.1
;;;Suma de Toneladas;73
;;;Suma de ValorFOB;54308
;;BASES LUBRICANTES;Suma de M3;104
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;69098
;;BUTANO NO PETROQUIMICO;Suma de M3;0
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;0
;;CONCENTRADO AROMATICO;Suma de M3;1100.78
;;;Suma de Toneladas;954.6
;;;Suma de ValorFOB;284518.79
;;CORTES DE GAS OIL;Suma de M3;3567.7
;;;Suma de Toneladas;3114.4
;;;Suma de ValorFOB;1056864.41
;;GAS OIL;Suma de M3;47646
;;;Suma de Toneladas;40403.5
;;;Suma de ValorFOB;13569073.13
;;GRASAS;Suma de M3;0
;;;Suma de Toneladas;17
;;;Suma de ValorFOB;17175
;;LUBRICANTE INDUSTRIAL, EXCLUIDO GRASAS;Suma de M3;51
;;;Suma de Toneladas;45
;;;Suma de ValorFOB;66668
;;METIL TERBUTIL ETER (MTBE);Suma de M3;0
;;;Suma de Toneladas;797.3
;;;Suma de ValorFOB;318930.8
;;NAFTA SUPER >93 RON;Suma de M3;357
;;;Suma de Toneladas;269.8
;;;Suma de ValorFOB;88900
;;NAFTA ULTRA >97 RON;Suma de M3;95
;;;Suma de Toneladas;72.4
;;;Suma de ValorFOB;24031.8
