"anio","variable","unidad","codigo_variable","valor","fuente"
1988,"Precio de importación de gas natural de Argentina desde Bolivia (IDEE)","USD/MMBTU","Pm_gas_arg_bol_idee",3.87343326092505,"IDEE"
1989,"Precio de importación de gas natural de Argentina desde Bolivia (IDEE)","USD/MMBTU","Pm_gas_arg_bol_idee",NA,"IDEE"
1990,"Precio de importación de gas natural de Argentina desde Bolivia (IDEE)","USD/MMBTU","Pm_gas_arg_bol_idee",NA,"IDEE"
1991,"Precio de importación de gas natural de Argentina desde Bolivia (IDEE)","USD/MMBTU","Pm_gas_arg_bol_idee",NA,"IDEE"
1992,"Precio de importación de gas natural de Argentina desde Bolivia (IDEE)","USD/MMBTU","Pm_gas_arg_bol_idee",NA,"IDEE"
1993,"Precio de importación de gas natural de Argentina desde Bolivia (IDEE)","USD/MMBTU","Pm_gas_arg_bol_idee",NA,"IDEE"
1994,"Precio de importación de gas natural de Argentina desde Bolivia (IDEE)","USD/MMBTU","Pm_gas_arg_bol_idee",NA,"IDEE"
1995,"Precio de importación de gas natural de Argentina desde Bolivia (IDEE)","USD/MMBTU","Pm_gas_arg_bol_idee",NA,"IDEE"
1996,"Precio de importación de gas natural de Argentina desde Bolivia (IDEE)","USD/MMBTU","Pm_gas_arg_bol_idee",NA,"IDEE"
1997,"Precio de importación de gas natural de Argentina desde Bolivia (IDEE)","USD/MMBTU","Pm_gas_arg_bol_idee",NA,"IDEE"
1998,"Precio de importación de gas natural de Argentina desde Bolivia (IDEE)","USD/MMBTU","Pm_gas_arg_bol_idee",NA,"IDEE"
1999,"Precio de importación de gas natural de Argentina desde Bolivia (IDEE)","USD/MMBTU","Pm_gas_arg_bol_idee",NA,"IDEE"
2000,"Precio de importación de gas natural de Argentina desde Bolivia (IDEE)","USD/MMBTU","Pm_gas_arg_bol_idee",NA,"IDEE"
2001,"Precio de importación de gas natural de Argentina desde Bolivia (IDEE)","USD/MMBTU","Pm_gas_arg_bol_idee",NA,"IDEE"
2002,"Precio de importación de gas natural de Argentina desde Bolivia (IDEE)","USD/MMBTU","Pm_gas_arg_bol_idee",NA,"IDEE"
2003,"Precio de importación de gas natural de Argentina desde Bolivia (IDEE)","USD/MMBTU","Pm_gas_arg_bol_idee",NA,"IDEE"
2004,"Precio de importación de gas natural de Argentina desde Bolivia (IDEE)","USD/MMBTU","Pm_gas_arg_bol_idee",NA,"IDEE"
2005,"Precio de importación de gas natural de Argentina desde Bolivia (IDEE)","USD/MMBTU","Pm_gas_arg_bol_idee",NA,"IDEE"
2006,"Precio de importación de gas natural de Argentina desde Bolivia (IDEE)","USD/MMBTU","Pm_gas_arg_bol_idee",NA,"IDEE"
2007,"Precio de importación de gas natural de Argentina desde Bolivia (IDEE)","USD/MMBTU","Pm_gas_arg_bol_idee",NA,"IDEE"
2008,"Precio de importación de gas natural de Argentina desde Bolivia (IDEE)","USD/MMBTU","Pm_gas_arg_bol_idee",NA,"IDEE"
2009,"Precio de importación de gas natural de Argentina desde Bolivia (IDEE)","USD/MMBTU","Pm_gas_arg_bol_idee",NA,"IDEE"
2010,"Precio de importación de gas natural de Argentina desde Bolivia (IDEE)","USD/MMBTU","Pm_gas_arg_bol_idee",NA,"IDEE"
2011,"Precio de importación de gas natural de Argentina desde Bolivia (IDEE)","USD/MMBTU","Pm_gas_arg_bol_idee",NA,"IDEE"
2012,"Precio de importación de gas natural de Argentina desde Bolivia (IDEE)","USD/MMBTU","Pm_gas_arg_bol_idee",NA,"IDEE"
2013,"Precio de importación de gas natural de Argentina desde Bolivia (IDEE)","USD/MMBTU","Pm_gas_arg_bol_idee",NA,"IDEE"
2014,"Precio de importación de gas natural de Argentina desde Bolivia (IDEE)","USD/MMBTU","Pm_gas_arg_bol_idee",NA,"IDEE"
2015,"Precio de importación de gas natural de Argentina desde Bolivia (IDEE)","USD/MMBTU","Pm_gas_arg_bol_idee",NA,"IDEE"
2016,"Precio de importación de gas natural de Argentina desde Bolivia (IDEE)","USD/MMBTU","Pm_gas_arg_bol_idee",NA,"IDEE"
2017,"Precio de importación de gas natural de Argentina desde Bolivia (IDEE)","USD/MMBTU","Pm_gas_arg_bol_idee",NA,"IDEE"
2018,"Precio de importación de gas natural de Argentina desde Bolivia (IDEE)","USD/MMBTU","Pm_gas_arg_bol_idee",NA,"IDEE"
2019,"Precio de importación de gas natural de Argentina desde Bolivia (IDEE)","USD/MMBTU","Pm_gas_arg_bol_idee",NA,"IDEE"
1922,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_comtrade",NA,"UN-Comtrade"
1923,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_comtrade",NA,"UN-Comtrade"
1924,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_comtrade",NA,"UN-Comtrade"
1925,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_comtrade",NA,"UN-Comtrade"
1926,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_comtrade",NA,"UN-Comtrade"
1927,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_comtrade",NA,"UN-Comtrade"
1928,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_comtrade",NA,"UN-Comtrade"
1929,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_comtrade",NA,"UN-Comtrade"
1930,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_comtrade",NA,"UN-Comtrade"
1931,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_comtrade",NA,"UN-Comtrade"
1932,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_comtrade",NA,"UN-Comtrade"
1933,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_comtrade",NA,"UN-Comtrade"
1934,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_comtrade",NA,"UN-Comtrade"
1935,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_comtrade",NA,"UN-Comtrade"
1936,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_comtrade",NA,"UN-Comtrade"
1937,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_comtrade",NA,"UN-Comtrade"
1938,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_comtrade",NA,"UN-Comtrade"
1939,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_comtrade",NA,"UN-Comtrade"
1940,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_comtrade",NA,"UN-Comtrade"
1941,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_comtrade",NA,"UN-Comtrade"
1942,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_comtrade",NA,"UN-Comtrade"
1943,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_comtrade",NA,"UN-Comtrade"
1944,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_comtrade",NA,"UN-Comtrade"
1945,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_comtrade",NA,"UN-Comtrade"
1946,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_comtrade",NA,"UN-Comtrade"
1947,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_comtrade",NA,"UN-Comtrade"
1948,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_comtrade",NA,"UN-Comtrade"
1949,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_comtrade",NA,"UN-Comtrade"
1950,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_comtrade",NA,"UN-Comtrade"
1951,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_comtrade",NA,"UN-Comtrade"
1952,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_comtrade",NA,"UN-Comtrade"
1953,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_comtrade",NA,"UN-Comtrade"
1954,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_comtrade",NA,"UN-Comtrade"
1955,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_comtrade",NA,"UN-Comtrade"
1956,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_comtrade",NA,"UN-Comtrade"
1957,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_comtrade",NA,"UN-Comtrade"
1958,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_comtrade",NA,"UN-Comtrade"
1959,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_comtrade",NA,"UN-Comtrade"
1960,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_comtrade",NA,"UN-Comtrade"
1961,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_comtrade",NA,"UN-Comtrade"
1962,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_comtrade",0.831886641072731,"UN-Comtrade"
1963,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_comtrade",0.90890180142247,"UN-Comtrade"
1964,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_comtrade",1.05137100161271,"UN-Comtrade"
1965,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_comtrade",2.03761589109279,"UN-Comtrade"
1966,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_comtrade",1.9575382803043,"UN-Comtrade"
1967,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_comtrade",1.43603860597108,"UN-Comtrade"
1968,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_comtrade",1.44532735707379,"UN-Comtrade"
1969,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_comtrade",2.1209250074223,"UN-Comtrade"
1970,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_comtrade",NA,"UN-Comtrade"
1971,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_comtrade",1.29993711536583,"UN-Comtrade"
1972,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_comtrade",1.37314006886208,"UN-Comtrade"
1973,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_comtrade",NA,"UN-Comtrade"
1974,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_comtrade",4.37278835081969,"UN-Comtrade"
1975,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_comtrade",8.02110020398739,"UN-Comtrade"
1976,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_comtrade",3.58604291543077,"UN-Comtrade"
1977,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_comtrade",4.25291369158878,"UN-Comtrade"
1978,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_comtrade",4.14819521996805,"UN-Comtrade"
1979,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_comtrade",NA,"UN-Comtrade"
1980,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_comtrade",NA,"UN-Comtrade"
1981,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_comtrade",NA,"UN-Comtrade"
1982,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_comtrade",NA,"UN-Comtrade"
1983,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_comtrade",NA,"UN-Comtrade"
1984,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_comtrade",4.24842062288943,"UN-Comtrade"
1985,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_comtrade",4.94068992834074,"UN-Comtrade"
1986,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_comtrade",3.68481383028433,"UN-Comtrade"
1987,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_comtrade",2.70973896792028,"UN-Comtrade"
1988,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_comtrade",2.2844284773979,"UN-Comtrade"
1989,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_comtrade",2.07950680344012,"UN-Comtrade"
1990,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_comtrade",3.40831733625598,"UN-Comtrade"
1991,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_comtrade",3.46421604251414,"UN-Comtrade"
1992,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_comtrade",3.66502055544332,"UN-Comtrade"
1993,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_comtrade",3.2564069125253,"UN-Comtrade"
1994,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_comtrade",2.98455136430929,"UN-Comtrade"
1995,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_comtrade",3.42905361406924,"UN-Comtrade"
1996,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_comtrade",4.15534378972598,"UN-Comtrade"
1997,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_comtrade",2.07826835661891,"UN-Comtrade"
1998,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_comtrade",1.6716848569601,"UN-Comtrade"
1999,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_comtrade",1.73845804590603,"UN-Comtrade"
2000,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_comtrade",2.45963131875322,"UN-Comtrade"
2001,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_comtrade",2.62610739053801,"UN-Comtrade"
2002,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_comtrade",2.5044759595835,"UN-Comtrade"
2003,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_comtrade",3.07051802415388,"UN-Comtrade"
2004,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_comtrade",3.41535940950156,"UN-Comtrade"
2005,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_comtrade",4.34184417337014,"UN-Comtrade"
2006,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_comtrade",5.01921894660782,"UN-Comtrade"
2007,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_comtrade",7.56872587948836,"UN-Comtrade"
2008,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_comtrade",13.6790458264193,"UN-Comtrade"
2009,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_comtrade",10.0876309048837,"UN-Comtrade"
2010,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_comtrade",12.9654507630764,"UN-Comtrade"
2011,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_comtrade",16.499455389961,"UN-Comtrade"
2012,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_comtrade",15.9733238345671,"UN-Comtrade"
2013,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_comtrade",15.9732298114788,"UN-Comtrade"
2014,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_comtrade",14.0082449030729,"UN-Comtrade"
2015,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_comtrade",7.19642235785473,"UN-Comtrade"
2016,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_comtrade",6.70556188380754,"UN-Comtrade"
2017,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_comtrade",9.09579941199756,"UN-Comtrade"
2018,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_comtrade",8.46355649531468,"UN-Comtrade"
2019,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_comtrade",5.72881468510907,"UN-Comtrade"
1922,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_regalias",NA,"Sec. Energía - Regalías"
1923,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_regalias",NA,"Sec. Energía - Regalías"
1924,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_regalias",NA,"Sec. Energía - Regalías"
1925,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_regalias",NA,"Sec. Energía - Regalías"
1926,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_regalias",NA,"Sec. Energía - Regalías"
1927,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_regalias",NA,"Sec. Energía - Regalías"
1928,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_regalias",NA,"Sec. Energía - Regalías"
1929,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_regalias",NA,"Sec. Energía - Regalías"
1930,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_regalias",NA,"Sec. Energía - Regalías"
1931,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_regalias",NA,"Sec. Energía - Regalías"
1932,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_regalias",NA,"Sec. Energía - Regalías"
1933,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_regalias",NA,"Sec. Energía - Regalías"
1934,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_regalias",NA,"Sec. Energía - Regalías"
1935,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_regalias",NA,"Sec. Energía - Regalías"
1936,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_regalias",NA,"Sec. Energía - Regalías"
1937,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_regalias",NA,"Sec. Energía - Regalías"
1938,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_regalias",NA,"Sec. Energía - Regalías"
1939,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_regalias",NA,"Sec. Energía - Regalías"
1940,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_regalias",NA,"Sec. Energía - Regalías"
1941,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_regalias",NA,"Sec. Energía - Regalías"
1942,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_regalias",NA,"Sec. Energía - Regalías"
1943,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_regalias",NA,"Sec. Energía - Regalías"
1944,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_regalias",NA,"Sec. Energía - Regalías"
1945,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_regalias",NA,"Sec. Energía - Regalías"
1946,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_regalias",NA,"Sec. Energía - Regalías"
1947,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_regalias",NA,"Sec. Energía - Regalías"
1948,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_regalias",NA,"Sec. Energía - Regalías"
1949,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_regalias",NA,"Sec. Energía - Regalías"
1950,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_regalias",NA,"Sec. Energía - Regalías"
1951,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_regalias",NA,"Sec. Energía - Regalías"
1952,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_regalias",NA,"Sec. Energía - Regalías"
1953,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_regalias",NA,"Sec. Energía - Regalías"
1954,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_regalias",NA,"Sec. Energía - Regalías"
1955,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_regalias",NA,"Sec. Energía - Regalías"
1956,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_regalias",NA,"Sec. Energía - Regalías"
1957,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_regalias",NA,"Sec. Energía - Regalías"
1958,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_regalias",NA,"Sec. Energía - Regalías"
1959,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_regalias",NA,"Sec. Energía - Regalías"
1960,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_regalias",NA,"Sec. Energía - Regalías"
1961,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_regalias",NA,"Sec. Energía - Regalías"
1962,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_regalias",NA,"Sec. Energía - Regalías"
1963,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_regalias",NA,"Sec. Energía - Regalías"
1964,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_regalias",NA,"Sec. Energía - Regalías"
1965,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_regalias",NA,"Sec. Energía - Regalías"
1966,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_regalias",NA,"Sec. Energía - Regalías"
1967,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_regalias",NA,"Sec. Energía - Regalías"
1968,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_regalias",NA,"Sec. Energía - Regalías"
1969,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_regalias",NA,"Sec. Energía - Regalías"
1970,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_regalias",NA,"Sec. Energía - Regalías"
1971,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_regalias",NA,"Sec. Energía - Regalías"
1972,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_regalias",NA,"Sec. Energía - Regalías"
1973,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_regalias",NA,"Sec. Energía - Regalías"
1974,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_regalias",NA,"Sec. Energía - Regalías"
1975,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_regalias",NA,"Sec. Energía - Regalías"
1976,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_regalias",NA,"Sec. Energía - Regalías"
1977,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_regalias",NA,"Sec. Energía - Regalías"
1978,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_regalias",NA,"Sec. Energía - Regalías"
1979,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_regalias",NA,"Sec. Energía - Regalías"
1980,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_regalias",NA,"Sec. Energía - Regalías"
1981,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_regalias",NA,"Sec. Energía - Regalías"
1982,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_regalias",NA,"Sec. Energía - Regalías"
1983,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_regalias",NA,"Sec. Energía - Regalías"
1984,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_regalias",NA,"Sec. Energía - Regalías"
1985,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_regalias",NA,"Sec. Energía - Regalías"
1986,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_regalias",NA,"Sec. Energía - Regalías"
1987,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_regalias",NA,"Sec. Energía - Regalías"
1988,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_regalias",NA,"Sec. Energía - Regalías"
1989,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_regalias",NA,"Sec. Energía - Regalías"
1990,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_regalias",NA,"Sec. Energía - Regalías"
1991,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_regalias",NA,"Sec. Energía - Regalías"
1992,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_regalias",NA,"Sec. Energía - Regalías"
1993,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_regalias",NA,"Sec. Energía - Regalías"
1994,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_regalias",NA,"Sec. Energía - Regalías"
1995,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_regalias",NA,"Sec. Energía - Regalías"
1996,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_regalias",NA,"Sec. Energía - Regalías"
1997,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_regalias",NA,"Sec. Energía - Regalías"
1998,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_regalias",NA,"Sec. Energía - Regalías"
1999,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_regalias",1.16209545365647,"Sec. Energía - Regalías"
2000,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_regalias",1.25203696929203,"Sec. Energía - Regalías"
2001,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_regalias",1.48076359562803,"Sec. Energía - Regalías"
2002,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_regalias",1.30479088853396,"Sec. Energía - Regalías"
2003,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_regalias",1.39207231120329,"Sec. Energía - Regalías"
2004,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_regalias",1.55212843901163,"Sec. Energía - Regalías"
2005,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_regalias",1.80499070801215,"Sec. Energía - Regalías"
2006,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_regalias",2.38809285538034,"Sec. Energía - Regalías"
2007,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_regalias",4.4970592887649,"Sec. Energía - Regalías"
2008,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_regalias",12.9414766980518,"Sec. Energía - Regalías"
2009,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_regalias",11.3232526402268,"Sec. Energía - Regalías"
2010,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_regalias",12.5755370997375,"Sec. Energía - Regalías"
2011,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_regalias",16.1795880115579,"Sec. Energía - Regalías"
2012,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_regalias",18.5093772160362,"Sec. Energía - Regalías"
2013,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_regalias",20.8160558566136,"Sec. Energía - Regalías"
2014,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_regalias",20.6154716078505,"Sec. Energía - Regalías"
2015,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_regalias",19.8728366405636,"Sec. Energía - Regalías"
2016,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_regalias",14.5511028772559,"Sec. Energía - Regalías"
2017,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_regalias",7.29426917539566,"Sec. Energía - Regalías"
2018,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_regalias",6.2954553623647,"Sec. Energía - Regalías"
2019,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_regalias",NA,"Sec. Energía - Regalías"
1922,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_indec",NA,"INDEC"
1923,"Precio de exportación de gas natural de Argentina","USD/MMBTU","Px_gas_indec",NA,"INDEC"
