"anio","variable","unidad","codigo_variable","valor","fuente"
2020,"Exportación de petróleo crudo","barriles","X_crudo_indec",NA,"INDEC"
1962,"Exportación de petróleo crudo","barriles","X_crudo_comtrade",1600164.59776432,"UN-Comtrade"
1963,"Exportación de petróleo crudo","barriles","X_crudo_comtrade",640739.01985856,"UN-Comtrade"
1964,"Exportación de petróleo crudo","barriles","X_crudo_comtrade",101996.187941,"UN-Comtrade"
1965,"Exportación de petróleo crudo","barriles","X_crudo_comtrade",NA,"UN-Comtrade"
1966,"Exportación de petróleo crudo","barriles","X_crudo_comtrade",19421.3608275,"UN-Comtrade"
1967,"Exportación de petróleo crudo","barriles","X_crudo_comtrade",58111.59861867,"UN-Comtrade"
1968,"Exportación de petróleo crudo","barriles","X_crudo_comtrade",1182294.78060432,"UN-Comtrade"
1969,"Exportación de petróleo crudo","barriles","X_crudo_comtrade",381429.802925,"UN-Comtrade"
1970,"Exportación de petróleo crudo","barriles","X_crudo_comtrade",NA,"UN-Comtrade"
1971,"Exportación de petróleo crudo","barriles","X_crudo_comtrade",NA,"UN-Comtrade"
1972,"Exportación de petróleo crudo","barriles","X_crudo_comtrade",NA,"UN-Comtrade"
1973,"Exportación de petróleo crudo","barriles","X_crudo_comtrade",NA,"UN-Comtrade"
1974,"Exportación de petróleo crudo","barriles","X_crudo_comtrade",220506.44815168,"UN-Comtrade"
1975,"Exportación de petróleo crudo","barriles","X_crudo_comtrade",90446.18467876,"UN-Comtrade"
1976,"Exportación de petróleo crudo","barriles","X_crudo_comtrade",NA,"UN-Comtrade"
1977,"Exportación de petróleo crudo","barriles","X_crudo_comtrade",NA,"UN-Comtrade"
1978,"Exportación de petróleo crudo","barriles","X_crudo_comtrade",NA,"UN-Comtrade"
1979,"Exportación de petróleo crudo","barriles","X_crudo_comtrade",1.20135371,"UN-Comtrade"
1980,"Exportación de petróleo crudo","barriles","X_crudo_comtrade",NA,"UN-Comtrade"
1981,"Exportación de petróleo crudo","barriles","X_crudo_comtrade",NA,"UN-Comtrade"
1982,"Exportación de petróleo crudo","barriles","X_crudo_comtrade",NA,"UN-Comtrade"
1983,"Exportación de petróleo crudo","barriles","X_crudo_comtrade",NA,"UN-Comtrade"
1984,"Exportación de petróleo crudo","barriles","X_crudo_comtrade",NA,"UN-Comtrade"
1985,"Exportación de petróleo crudo","barriles","X_crudo_comtrade",2557822.1855568,"UN-Comtrade"
1986,"Exportación de petróleo crudo","barriles","X_crudo_comtrade",828555.61461192,"UN-Comtrade"
1987,"Exportación de petróleo crudo","barriles","X_crudo_comtrade",523314.55696856,"UN-Comtrade"
1988,"Exportación de petróleo crudo","barriles","X_crudo_comtrade",1264149.1603008,"UN-Comtrade"
1989,"Exportación de petróleo crudo","barriles","X_crudo_comtrade",1987128.1000496,"UN-Comtrade"
1990,"Exportación de petróleo crudo","barriles","X_crudo_comtrade",6529986.54580544,"UN-Comtrade"
1991,"Exportación de petróleo crudo","barriles","X_crudo_comtrade",5543827.82874338,"UN-Comtrade"
1992,"Exportación de petróleo crudo","barriles","X_crudo_comtrade",16964341.7535642,"UN-Comtrade"
1993,"Exportación de petróleo crudo","barriles","X_crudo_comtrade",28450838.2634701,"UN-Comtrade"
1994,"Exportación de petróleo crudo","barriles","X_crudo_comtrade",66209162.2566298,"UN-Comtrade"
1995,"Exportación de petróleo crudo","barriles","X_crudo_comtrade",88121303.2415846,"UN-Comtrade"
1996,"Exportación de petróleo crudo","barriles","X_crudo_comtrade",103610629.199821,"UN-Comtrade"
1997,"Exportación de petróleo crudo","barriles","X_crudo_comtrade",104005003.708477,"UN-Comtrade"
1998,"Exportación de petróleo crudo","barriles","X_crudo_comtrade",107523445.730744,"UN-Comtrade"
1999,"Exportación de petróleo crudo","barriles","X_crudo_comtrade",89549617.0844461,"UN-Comtrade"
2000,"Exportación de petróleo crudo","barriles","X_crudo_comtrade",90318071.7719121,"UN-Comtrade"
2001,"Exportación de petróleo crudo","barriles","X_crudo_comtrade",94763594.5713732,"UN-Comtrade"
2002,"Exportación de petróleo crudo","barriles","X_crudo_comtrade",89291122.4545158,"UN-Comtrade"
2003,"Exportación de petróleo crudo","barriles","X_crudo_comtrade",76252674.9922475,"UN-Comtrade"
2004,"Exportación de petróleo crudo","barriles","X_crudo_comtrade",59317222.0089433,"UN-Comtrade"
2005,"Exportación de petróleo crudo","barriles","X_crudo_comtrade",48407839.5495829,"UN-Comtrade"
2006,"Exportación de petróleo crudo","barriles","X_crudo_comtrade",36465965.1796745,"UN-Comtrade"
2007,"Exportación de petróleo crudo","barriles","X_crudo_comtrade",19138022.8066687,"UN-Comtrade"
2008,"Exportación de petróleo crudo","barriles","X_crudo_comtrade",18954798.3267186,"UN-Comtrade"
2009,"Exportación de petróleo crudo","barriles","X_crudo_comtrade",40457531.6853811,"UN-Comtrade"
2010,"Exportación de petróleo crudo","barriles","X_crudo_comtrade",30858720.511431,"UN-Comtrade"
2011,"Exportación de petróleo crudo","barriles","X_crudo_comtrade",19018511.8188176,"UN-Comtrade"
2012,"Exportación de petróleo crudo","barriles","X_crudo_comtrade",22078096.955085,"UN-Comtrade"
2013,"Exportación de petróleo crudo","barriles","X_crudo_comtrade",15300263.5659753,"UN-Comtrade"
2014,"Exportación de petróleo crudo","barriles","X_crudo_comtrade",15255803.8930349,"UN-Comtrade"
2015,"Exportación de petróleo crudo","barriles","X_crudo_comtrade",13347046.2343432,"UN-Comtrade"
2016,"Exportación de petróleo crudo","barriles","X_crudo_comtrade",16961691.001197,"UN-Comtrade"
2017,"Exportación de petróleo crudo","barriles","X_crudo_comtrade",9618977.499874,"UN-Comtrade"
2018,"Exportación de petróleo crudo","barriles","X_crudo_comtrade",19522010.36712,"UN-Comtrade"
2019,"Exportación de petróleo crudo","barriles","X_crudo_comtrade",16452910.15724,"UN-Comtrade"
2020,"Exportación de petróleo crudo","barriles","X_crudo_comtrade",NA,"UN-Comtrade"
1962,"Exportación de petróleo crudo","USD","X_crudo_sesco",NA,"Sec. Energía - SESCO"
1963,"Exportación de petróleo crudo","USD","X_crudo_sesco",NA,"Sec. Energía - SESCO"
1964,"Exportación de petróleo crudo","USD","X_crudo_sesco",NA,"Sec. Energía - SESCO"
1965,"Exportación de petróleo crudo","USD","X_crudo_sesco",NA,"Sec. Energía - SESCO"
1966,"Exportación de petróleo crudo","USD","X_crudo_sesco",NA,"Sec. Energía - SESCO"
1967,"Exportación de petróleo crudo","USD","X_crudo_sesco",NA,"Sec. Energía - SESCO"
1968,"Exportación de petróleo crudo","USD","X_crudo_sesco",NA,"Sec. Energía - SESCO"
1969,"Exportación de petróleo crudo","USD","X_crudo_sesco",NA,"Sec. Energía - SESCO"
1970,"Exportación de petróleo crudo","USD","X_crudo_sesco",NA,"Sec. Energía - SESCO"
1971,"Exportación de petróleo crudo","USD","X_crudo_sesco",NA,"Sec. Energía - SESCO"
1972,"Exportación de petróleo crudo","USD","X_crudo_sesco",NA,"Sec. Energía - SESCO"
1973,"Exportación de petróleo crudo","USD","X_crudo_sesco",NA,"Sec. Energía - SESCO"
1974,"Exportación de petróleo crudo","USD","X_crudo_sesco",NA,"Sec. Energía - SESCO"
1975,"Exportación de petróleo crudo","USD","X_crudo_sesco",NA,"Sec. Energía - SESCO"
1976,"Exportación de petróleo crudo","USD","X_crudo_sesco",NA,"Sec. Energía - SESCO"
1977,"Exportación de petróleo crudo","USD","X_crudo_sesco",NA,"Sec. Energía - SESCO"
1978,"Exportación de petróleo crudo","USD","X_crudo_sesco",NA,"Sec. Energía - SESCO"
1979,"Exportación de petróleo crudo","USD","X_crudo_sesco",NA,"Sec. Energía - SESCO"
1980,"Exportación de petróleo crudo","USD","X_crudo_sesco",NA,"Sec. Energía - SESCO"
1981,"Exportación de petróleo crudo","USD","X_crudo_sesco",NA,"Sec. Energía - SESCO"
1982,"Exportación de petróleo crudo","USD","X_crudo_sesco",NA,"Sec. Energía - SESCO"
1983,"Exportación de petróleo crudo","USD","X_crudo_sesco",NA,"Sec. Energía - SESCO"
1984,"Exportación de petróleo crudo","USD","X_crudo_sesco",NA,"Sec. Energía - SESCO"
1985,"Exportación de petróleo crudo","USD","X_crudo_sesco",NA,"Sec. Energía - SESCO"
1986,"Exportación de petróleo crudo","USD","X_crudo_sesco",NA,"Sec. Energía - SESCO"
1987,"Exportación de petróleo crudo","USD","X_crudo_sesco",NA,"Sec. Energía - SESCO"
1988,"Exportación de petróleo crudo","USD","X_crudo_sesco",NA,"Sec. Energía - SESCO"
1989,"Exportación de petróleo crudo","USD","X_crudo_sesco",NA,"Sec. Energía - SESCO"
1990,"Exportación de petróleo crudo","USD","X_crudo_sesco",NA,"Sec. Energía - SESCO"
1991,"Exportación de petróleo crudo","USD","X_crudo_sesco",NA,"Sec. Energía - SESCO"
1992,"Exportación de petróleo crudo","USD","X_crudo_sesco",NA,"Sec. Energía - SESCO"
1993,"Exportación de petróleo crudo","USD","X_crudo_sesco",NA,"Sec. Energía - SESCO"
1994,"Exportación de petróleo crudo","USD","X_crudo_sesco",542899973.39,"Sec. Energía - SESCO"
1995,"Exportación de petróleo crudo","USD","X_crudo_sesco",1147425300,"Sec. Energía - SESCO"
1996,"Exportación de petróleo crudo","USD","X_crudo_sesco",2314267381,"Sec. Energía - SESCO"
1997,"Exportación de petróleo crudo","USD","X_crudo_sesco",2193561011.89766,"Sec. Energía - SESCO"
1998,"Exportación de petróleo crudo","USD","X_crudo_sesco",1391194385.51,"Sec. Energía - SESCO"
1999,"Exportación de petróleo crudo","USD","X_crudo_sesco",NA,"Sec. Energía - SESCO"
2000,"Exportación de petróleo crudo","USD","X_crudo_sesco",147516701,"Sec. Energía - SESCO"
2001,"Exportación de petróleo crudo","USD","X_crudo_sesco",2329049596,"Sec. Energía - SESCO"
2002,"Exportación de petróleo crudo","USD","X_crudo_sesco",2156072411,"Sec. Energía - SESCO"
2003,"Exportación de petróleo crudo","USD","X_crudo_sesco",2235435424,"Sec. Energía - SESCO"
2004,"Exportación de petróleo crudo","USD","X_crudo_sesco",2108952134,"Sec. Energía - SESCO"
2005,"Exportación de petróleo crudo","USD","X_crudo_sesco",2141997828,"Sec. Energía - SESCO"
2006,"Exportación de petróleo crudo","USD","X_crudo_sesco",1868457777,"Sec. Energía - SESCO"
2007,"Exportación de petróleo crudo","USD","X_crudo_sesco",1287002081,"Sec. Energía - SESCO"
2008,"Exportación de petróleo crudo","USD","X_crudo_sesco",1556723039.18,"Sec. Energía - SESCO"
2009,"Exportación de petróleo crudo","USD","X_crudo_sesco",2114558082.6,"Sec. Energía - SESCO"
2010,"Exportación de petróleo crudo","USD","X_crudo_sesco",2520394662.46,"Sec. Energía - SESCO"
2011,"Exportación de petróleo crudo","USD","X_crudo_sesco",2182223056.5,"Sec. Energía - SESCO"
2012,"Exportación de petróleo crudo","USD","X_crudo_sesco",2483812599.62,"Sec. Energía - SESCO"
2013,"Exportación de petróleo crudo","USD","X_crudo_sesco",1567226455.34,"Sec. Energía - SESCO"
2014,"Exportación de petróleo crudo","USD","X_crudo_sesco",1480184699.85,"Sec. Energía - SESCO"
2015,"Exportación de petróleo crudo","USD","X_crudo_sesco",670634913.18,"Sec. Energía - SESCO"
2016,"Exportación de petróleo crudo","USD","X_crudo_sesco",736173995.8,"Sec. Energía - SESCO"
2017,"Exportación de petróleo crudo","USD","X_crudo_sesco",585050780.67,"Sec. Energía - SESCO"
2018,"Exportación de petróleo crudo","USD","X_crudo_sesco",1510921721.89,"Sec. Energía - SESCO"
2019,"Exportación de petróleo crudo","USD","X_crudo_sesco",1439523576.018,"Sec. Energía - SESCO"
2020,"Exportación de petróleo crudo","USD","X_crudo_sesco",326563130.968,"Sec. Energía - SESCO"
1962,"Exportación de petróleo crudo","USD","X_crudo_mecon",NA,"MECON"
1963,"Exportación de petróleo crudo","USD","X_crudo_mecon",NA,"MECON"
1964,"Exportación de petróleo crudo","USD","X_crudo_mecon",NA,"MECON"
1965,"Exportación de petróleo crudo","USD","X_crudo_mecon",NA,"MECON"
1966,"Exportación de petróleo crudo","USD","X_crudo_mecon",NA,"MECON"
1967,"Exportación de petróleo crudo","USD","X_crudo_mecon",NA,"MECON"
1968,"Exportación de petróleo crudo","USD","X_crudo_mecon",NA,"MECON"
1969,"Exportación de petróleo crudo","USD","X_crudo_mecon",NA,"MECON"
1970,"Exportación de petróleo crudo","USD","X_crudo_mecon",NA,"MECON"
1971,"Exportación de petróleo crudo","USD","X_crudo_mecon",NA,"MECON"
1972,"Exportación de petróleo crudo","USD","X_crudo_mecon",NA,"MECON"
1973,"Exportación de petróleo crudo","USD","X_crudo_mecon",NA,"MECON"
1974,"Exportación de petróleo crudo","USD","X_crudo_mecon",NA,"MECON"
1975,"Exportación de petróleo crudo","USD","X_crudo_mecon",NA,"MECON"
1976,"Exportación de petróleo crudo","USD","X_crudo_mecon",NA,"MECON"
1977,"Exportación de petróleo crudo","USD","X_crudo_mecon",NA,"MECON"
1978,"Exportación de petróleo crudo","USD","X_crudo_mecon",NA,"MECON"
1979,"Exportación de petróleo crudo","USD","X_crudo_mecon",NA,"MECON"
1980,"Exportación de petróleo crudo","USD","X_crudo_mecon",NA,"MECON"
1981,"Exportación de petróleo crudo","USD","X_crudo_mecon",NA,"MECON"
1982,"Exportación de petróleo crudo","USD","X_crudo_mecon",NA,"MECON"
1983,"Exportación de petróleo crudo","USD","X_crudo_mecon",NA,"MECON"
1984,"Exportación de petróleo crudo","USD","X_crudo_mecon",NA,"MECON"
1985,"Exportación de petróleo crudo","USD","X_crudo_mecon",NA,"MECON"
1986,"Exportación de petróleo crudo","USD","X_crudo_mecon",NA,"MECON"
1987,"Exportación de petróleo crudo","USD","X_crudo_mecon",NA,"MECON"
1988,"Exportación de petróleo crudo","USD","X_crudo_mecon",NA,"MECON"
1989,"Exportación de petróleo crudo","USD","X_crudo_mecon",NA,"MECON"
1990,"Exportación de petróleo crudo","USD","X_crudo_mecon",NA,"MECON"
1991,"Exportación de petróleo crudo","USD","X_crudo_mecon",NA,"MECON"
1992,"Exportación de petróleo crudo","USD","X_crudo_mecon",NA,"MECON"
1993,"Exportación de petróleo crudo","USD","X_crudo_mecon",NA,"MECON"
1994,"Exportación de petróleo crudo","USD","X_crudo_mecon",1125573128,"MECON"
1995,"Exportación de petróleo crudo","USD","X_crudo_mecon",1591855009,"MECON"
1996,"Exportación de petróleo crudo","USD","X_crudo_mecon",2319963660,"MECON"
1997,"Exportación de petróleo crudo","USD","X_crudo_mecon",2191356522,"MECON"
1998,"Exportación de petróleo crudo","USD","X_crudo_mecon",1462650831,"MECON"
1999,"Exportación de petróleo crudo","USD","X_crudo_mecon",NA,"MECON"
2000,"Exportación de petróleo crudo","USD","X_crudo_mecon",2808667093,"MECON"
2001,"Exportación de petróleo crudo","USD","X_crudo_mecon",2363316519,"MECON"
2002,"Exportación de petróleo crudo","USD","X_crudo_mecon",2231088204,"MECON"
2003,"Exportación de petróleo crudo","USD","X_crudo_mecon",2296395886,"MECON"
2004,"Exportación de petróleo crudo","USD","X_crudo_mecon",2263087744,"MECON"
2005,"Exportación de petróleo crudo","USD","X_crudo_mecon",2508982817,"MECON"
2006,"Exportación de petróleo crudo","USD","X_crudo_mecon",2406092878,"MECON"
2007,"Exportación de petróleo crudo","USD","X_crudo_mecon",1296002682.7,"MECON"
2008,"Exportación de petróleo crudo","USD","X_crudo_mecon",1618156130.92,"MECON"
2009,"Exportación de petróleo crudo","USD","X_crudo_mecon",2466356798.3,"MECON"
2010,"Exportación de petróleo crudo","USD","X_crudo_mecon",2583533661.29,"MECON"
2011,"Exportación de petróleo crudo","USD","X_crudo_mecon",2182223595.14,"MECON"
2012,"Exportación de petróleo crudo","USD","X_crudo_mecon",2611223720.82,"MECON"
2013,"Exportación de petróleo crudo","USD","X_crudo_mecon",1736775154.27,"MECON"
2014,"Exportación de petróleo crudo","USD","X_crudo_mecon",1623403691.77,"MECON"
2015,"Exportación de petróleo crudo","USD","X_crudo_mecon",NA,"MECON"
2016,"Exportación de petróleo crudo","USD","X_crudo_mecon",NA,"MECON"
2017,"Exportación de petróleo crudo","USD","X_crudo_mecon",NA,"MECON"
2018,"Exportación de petróleo crudo","USD","X_crudo_mecon",NA,"MECON"
2019,"Exportación de petróleo crudo","USD","X_crudo_mecon",NA,"MECON"
2020,"Exportación de petróleo crudo","USD","X_crudo_mecon",NA,"MECON"
1962,"Exportación de petróleo crudo","USD","X_crudo_indec",NA,"INDEC"
1963,"Exportación de petróleo crudo","USD","X_crudo_indec",NA,"INDEC"
1964,"Exportación de petróleo crudo","USD","X_crudo_indec",NA,"INDEC"
1965,"Exportación de petróleo crudo","USD","X_crudo_indec",NA,"INDEC"
1966,"Exportación de petróleo crudo","USD","X_crudo_indec",NA,"INDEC"
1967,"Exportación de petróleo crudo","USD","X_crudo_indec",NA,"INDEC"
1968,"Exportación de petróleo crudo","USD","X_crudo_indec",NA,"INDEC"
1969,"Exportación de petróleo crudo","USD","X_crudo_indec",NA,"INDEC"
1970,"Exportación de petróleo crudo","USD","X_crudo_indec",NA,"INDEC"
1971,"Exportación de petróleo crudo","USD","X_crudo_indec",NA,"INDEC"
1972,"Exportación de petróleo crudo","USD","X_crudo_indec",NA,"INDEC"
1973,"Exportación de petróleo crudo","USD","X_crudo_indec",NA,"INDEC"
1974,"Exportación de petróleo crudo","USD","X_crudo_indec",NA,"INDEC"
1975,"Exportación de petróleo crudo","USD","X_crudo_indec",NA,"INDEC"
1976,"Exportación de petróleo crudo","USD","X_crudo_indec",NA,"INDEC"
1977,"Exportación de petróleo crudo","USD","X_crudo_indec",NA,"INDEC"
1978,"Exportación de petróleo crudo","USD","X_crudo_indec",NA,"INDEC"
1979,"Exportación de petróleo crudo","USD","X_crudo_indec",NA,"INDEC"
1980,"Exportación de petróleo crudo","USD","X_crudo_indec",NA,"INDEC"
1981,"Exportación de petróleo crudo","USD","X_crudo_indec",NA,"INDEC"
1982,"Exportación de petróleo crudo","USD","X_crudo_indec",NA,"INDEC"
1983,"Exportación de petróleo crudo","USD","X_crudo_indec",NA,"INDEC"
1984,"Exportación de petróleo crudo","USD","X_crudo_indec",NA,"INDEC"
1985,"Exportación de petróleo crudo","USD","X_crudo_indec",NA,"INDEC"
1986,"Exportación de petróleo crudo","USD","X_crudo_indec",NA,"INDEC"
1987,"Exportación de petróleo crudo","USD","X_crudo_indec",NA,"INDEC"
1988,"Exportación de petróleo crudo","USD","X_crudo_indec",NA,"INDEC"
1989,"Exportación de petróleo crudo","USD","X_crudo_indec",NA,"INDEC"
1990,"Exportación de petróleo crudo","USD","X_crudo_indec",NA,"INDEC"
1991,"Exportación de petróleo crudo","USD","X_crudo_indec",NA,"INDEC"
1992,"Exportación de petróleo crudo","USD","X_crudo_indec",NA,"INDEC"
1993,"Exportación de petróleo crudo","USD","X_crudo_indec",NA,"INDEC"
1994,"Exportación de petróleo crudo","USD","X_crudo_indec",NA,"INDEC"
1995,"Exportación de petróleo crudo","USD","X_crudo_indec",NA,"INDEC"
1996,"Exportación de petróleo crudo","USD","X_crudo_indec",NA,"INDEC"
1997,"Exportación de petróleo crudo","USD","X_crudo_indec",NA,"INDEC"
1998,"Exportación de petróleo crudo","USD","X_crudo_indec",NA,"INDEC"
1999,"Exportación de petróleo crudo","USD","X_crudo_indec",NA,"INDEC"
2000,"Exportación de petróleo crudo","USD","X_crudo_indec",NA,"INDEC"
2001,"Exportación de petróleo crudo","USD","X_crudo_indec",NA,"INDEC"
2002,"Exportación de petróleo crudo","USD","X_crudo_indec",2231087680,"INDEC"
2003,"Exportación de petróleo crudo","USD","X_crudo_indec",2296395886,"INDEC"
2004,"Exportación de petróleo crudo","USD","X_crudo_indec",2263087744,"INDEC"
2005,"Exportación de petróleo crudo","USD","X_crudo_indec",2508982814.39,"INDEC"
2006,"Exportación de petróleo crudo","USD","X_crudo_indec",2406092879.21,"INDEC"
2007,"Exportación de petróleo crudo","USD","X_crudo_indec",1296002682.7,"INDEC"
2008,"Exportación de petróleo crudo","USD","X_crudo_indec",1618156095.92,"INDEC"
2009,"Exportación de petróleo crudo","USD","X_crudo_indec",2466356798.3,"INDEC"
2010,"Exportación de petróleo crudo","USD","X_crudo_indec",2583533661.29,"INDEC"
2011,"Exportación de petróleo crudo","USD","X_crudo_indec",2182223595.14,"INDEC"
2012,"Exportación de petróleo crudo","USD","X_crudo_indec",2611223720.82,"INDEC"
2013,"Exportación de petróleo crudo","USD","X_crudo_indec",1736775154.27,"INDEC"
2014,"Exportación de petróleo crudo","USD","X_crudo_indec",1619632669.31,"INDEC"
2015,"Exportación de petróleo crudo","USD","X_crudo_indec",670929750.82,"INDEC"
2016,"Exportación de petróleo crudo","USD","X_crudo_indec",748543642.78,"INDEC"
2017,"Exportación de petróleo crudo","USD","X_crudo_indec",585041723.42,"INDEC"
2018,"Exportación de petróleo crudo","USD","X_crudo_indec",646110093.86,"INDEC"
2019,"Exportación de petróleo crudo","USD","X_crudo_indec",734650486.64,"INDEC"
2020,"Exportación de petróleo crudo","USD","X_crudo_indec",NA,"INDEC"
1962,"Exportación de petróleo crudo","USD","X_crudo_comtrade",3700997,"UN-Comtrade"
1963,"Exportación de petróleo crudo","USD","X_crudo_comtrade",1399500,"UN-Comtrade"
1964,"Exportación de petróleo crudo","USD","X_crudo_comtrade",200998,"UN-Comtrade"
1965,"Exportación de petróleo crudo","USD","X_crudo_comtrade",NA,"UN-Comtrade"
1966,"Exportación de petróleo crudo","USD","X_crudo_comtrade",107048,"UN-Comtrade"
1967,"Exportación de petróleo crudo","USD","X_crudo_comtrade",103279,"UN-Comtrade"
1968,"Exportación de petróleo crudo","USD","X_crudo_comtrade",1536857,"UN-Comtrade"
1969,"Exportación de petróleo crudo","USD","X_crudo_comtrade",895100,"UN-Comtrade"
1970,"Exportación de petróleo crudo","USD","X_crudo_comtrade",NA,"UN-Comtrade"
1971,"Exportación de petróleo crudo","USD","X_crudo_comtrade",NA,"UN-Comtrade"
1972,"Exportación de petróleo crudo","USD","X_crudo_comtrade",NA,"UN-Comtrade"
1973,"Exportación de petróleo crudo","USD","X_crudo_comtrade",NA,"UN-Comtrade"
1974,"Exportación de petróleo crudo","USD","X_crudo_comtrade",3351720,"UN-Comtrade"
1975,"Exportación de petróleo crudo","USD","X_crudo_comtrade",1259558,"UN-Comtrade"
1976,"Exportación de petróleo crudo","USD","X_crudo_comtrade",NA,"UN-Comtrade"
1977,"Exportación de petróleo crudo","USD","X_crudo_comtrade",NA,"UN-Comtrade"
1978,"Exportación de petróleo crudo","USD","X_crudo_comtrade",NA,"UN-Comtrade"
1979,"Exportación de petróleo crudo","USD","X_crudo_comtrade",39,"UN-Comtrade"
1980,"Exportación de petróleo crudo","USD","X_crudo_comtrade",NA,"UN-Comtrade"
1981,"Exportación de petróleo crudo","USD","X_crudo_comtrade",NA,"UN-Comtrade"
1982,"Exportación de petróleo crudo","USD","X_crudo_comtrade",NA,"UN-Comtrade"
1983,"Exportación de petróleo crudo","USD","X_crudo_comtrade",NA,"UN-Comtrade"
1984,"Exportación de petróleo crudo","USD","X_crudo_comtrade",NA,"UN-Comtrade"
1985,"Exportación de petróleo crudo","USD","X_crudo_comtrade",68948888,"UN-Comtrade"
1986,"Exportación de petróleo crudo","USD","X_crudo_comtrade",18805804,"UN-Comtrade"
1987,"Exportación de petróleo crudo","USD","X_crudo_comtrade",10343388,"UN-Comtrade"
1988,"Exportación de petróleo crudo","USD","X_crudo_comtrade",17428304,"UN-Comtrade"
1989,"Exportación de petróleo crudo","USD","X_crudo_comtrade",34547936,"UN-Comtrade"
1990,"Exportación de petróleo crudo","USD","X_crudo_comtrade",146791712,"UN-Comtrade"
1991,"Exportación de petróleo crudo","USD","X_crudo_comtrade",147616852,"UN-Comtrade"
1992,"Exportación de petróleo crudo","USD","X_crudo_comtrade",348814560,"UN-Comtrade"
1993,"Exportación de petróleo crudo","USD","X_crudo_comtrade",527361344,"UN-Comtrade"
1994,"Exportación de petróleo crudo","USD","X_crudo_comtrade",1125573120,"UN-Comtrade"
1995,"Exportación de petróleo crudo","USD","X_crudo_comtrade",1591854976,"UN-Comtrade"
1996,"Exportación de petróleo crudo","USD","X_crudo_comtrade",2319963648,"UN-Comtrade"
1997,"Exportación de petróleo crudo","USD","X_crudo_comtrade",2191356416,"UN-Comtrade"
1998,"Exportación de petróleo crudo","USD","X_crudo_comtrade",1462650880,"UN-Comtrade"
1999,"Exportación de petróleo crudo","USD","X_crudo_comtrade",1599392752,"UN-Comtrade"
2000,"Exportación de petróleo crudo","USD","X_crudo_comtrade",2808667093,"UN-Comtrade"
2001,"Exportación de petróleo crudo","USD","X_crudo_comtrade",2394117965,"UN-Comtrade"
2002,"Exportación de petróleo crudo","USD","X_crudo_comtrade",2223884389,"UN-Comtrade"
2003,"Exportación de petróleo crudo","USD","X_crudo_comtrade",2298635334,"UN-Comtrade"
2004,"Exportación de petróleo crudo","USD","X_crudo_comtrade",2255856362,"UN-Comtrade"
2005,"Exportación de petróleo crudo","USD","X_crudo_comtrade",2508982815,"UN-Comtrade"
2006,"Exportación de petróleo crudo","USD","X_crudo_comtrade",2406092876,"UN-Comtrade"
2007,"Exportación de petróleo crudo","USD","X_crudo_comtrade",1296002689,"UN-Comtrade"
2008,"Exportación de petróleo crudo","USD","X_crudo_comtrade",1618156132,"UN-Comtrade"
2009,"Exportación de petróleo crudo","USD","X_crudo_comtrade",2466356802,"UN-Comtrade"
2010,"Exportación de petróleo crudo","USD","X_crudo_comtrade",2583534304,"UN-Comtrade"
2011,"Exportación de petróleo crudo","USD","X_crudo_comtrade",2182223595,"UN-Comtrade"
2012,"Exportación de petróleo crudo","USD","X_crudo_comtrade",2611223721,"UN-Comtrade"
2013,"Exportación de petróleo crudo","USD","X_crudo_comtrade",1736775154,"UN-Comtrade"
2014,"Exportación de petróleo crudo","USD","X_crudo_comtrade",1619632669,"UN-Comtrade"
2015,"Exportación de petróleo crudo","USD","X_crudo_comtrade",670929750,"UN-Comtrade"
2016,"Exportación de petróleo crudo","USD","X_crudo_comtrade",748543642,"UN-Comtrade"
2017,"Exportación de petróleo crudo","USD","X_crudo_comtrade",575226736,"UN-Comtrade"
2018,"Exportación de petróleo crudo","USD","X_crudo_comtrade",1474856038,"UN-Comtrade"
2019,"Exportación de petróleo crudo","USD","X_crudo_comtrade",1119911767,"UN-Comtrade"
2020,"Exportación de petróleo crudo","USD","X_crudo_comtrade",NA,"UN-Comtrade"
1962,"Exportación de gas natural","MMBTU","X_gas_sesco",NA,"Sec. Energía - SESCO"
1963,"Exportación de gas natural","MMBTU","X_gas_sesco",NA,"Sec. Energía - SESCO"
1964,"Exportación de gas natural","MMBTU","X_gas_sesco",NA,"Sec. Energía - SESCO"
1965,"Exportación de gas natural","MMBTU","X_gas_sesco",NA,"Sec. Energía - SESCO"
1966,"Exportación de gas natural","MMBTU","X_gas_sesco",NA,"Sec. Energía - SESCO"
1967,"Exportación de gas natural","MMBTU","X_gas_sesco",NA,"Sec. Energía - SESCO"
1968,"Exportación de gas natural","MMBTU","X_gas_sesco",NA,"Sec. Energía - SESCO"
1969,"Exportación de gas natural","MMBTU","X_gas_sesco",NA,"Sec. Energía - SESCO"
1970,"Exportación de gas natural","MMBTU","X_gas_sesco",NA,"Sec. Energía - SESCO"
1971,"Exportación de gas natural","MMBTU","X_gas_sesco",NA,"Sec. Energía - SESCO"
1972,"Exportación de gas natural","MMBTU","X_gas_sesco",NA,"Sec. Energía - SESCO"
1974,"Exportación de gas natural","MMBTU","X_gas_sesco",NA,"Sec. Energía - SESCO"
1975,"Exportación de gas natural","MMBTU","X_gas_sesco",NA,"Sec. Energía - SESCO"
1976,"Exportación de gas natural","MMBTU","X_gas_sesco",NA,"Sec. Energía - SESCO"
