"anio","unidad","precio_externo_gas","us_wellhead_gas_price","us_import_gas_price","us_pipeline_import_price","us_lng_import_price","us_export_gas_price","us_export_gas_pipeline_price","us_export_lng_price","eia_henry_hub_spot","bp_lng_japan_cif","bp_lng_jkm","bp_gas_german_import_price","bp_gas_nbp","bp_gas_netherlands_ttf","bp_gas_henry_hub","bp_gas_canada","bp_oil_mix_mean_oecd","fmi_lng_asia","fmi_natural_gas_eu","fmi_henry_hub","precio_expo_bolivia_arg_ypfb","precio_expo_bolivia_bzl_ypfb","precio_impo_gas_arg_bolivia_comtrade","precio_expo_gas_bolivia_arg_comtrade","precio_expo_gas_comtrade","precio_expo_gas_regalias","precio_expo_gas_indec","precio_expo_gas_mecon","precio_impo_gas_bolivia_idee","precio_exportacion_gas_ar"
2009,"USD/MMBTU",6.05824830177867,3.57003891050584,4.07587548638132,4.01750972762646,4.46498054474708,4.34824902723735,4.22178988326848,8.17120622568094,3.94265873015873,9.05813818238213,5.27538626609442,8.531361,4.85,4.95966855273464,3.89333333333333,3.3825,10.4137931034483,5.7626635954595,9.23409549093041,3.89740630090886,6.23540856031128,5.04863813229572,2.16044748061103,6.05824830177867,10.0876309048837,11.3232526402268,14.5003900646525,11.3232544010564,NA,11.3232526402268
2010,"USD/MMBTU",7.69932989141892,4.3579766536965,4.39688715953307,4.33852140077821,4.80544747081712,4.88326848249027,4.62062256809338,9.2704280155642,4.36972222222222,10.9093905086849,7.72057768924303,8.031026,6.55614754080632,6.76939706969713,4.38884942713409,3.68590502304853,13.4706896551724,7.21663189387999,8.57451724157823,4.33238959467726,7.70428015564202,6.11867704280156,3.91571960695552,7.69932989141892,12.9654507630764,12.5755370997375,14.2805094831528,15.0593343508669,NA,12.5755370997375
2011,"USD/MMBTU",9.8134528161681,3.84241245136187,4.12451361867704,3.97859922178988,5.47665369649805,4.5136186770428,4.23151750972763,10.2529182879377,3.99630952380952,14.7293088296113,14.02,10.49128,9.04248007968128,9.25929146402652,4.00903256677375,3.47457457591137,18.5534482758621,11.9651077256264,11.0503254529147,3.95100032555238,9.86381322957198,7.80155642023346,5.44253181577941,9.8134528161681,16.499455389961,16.1795880115579,20.0301883024416,17.385135486947,NA,16.1795880115579
2012,"USD/MMBTU",11.3769232138665,2.5875486381323,2.80155642023346,2.71400778210117,4.15369649805447,3.16147859922179,2.99610894941634,12.4708171206226,2.75448412698413,16.7481680366005,15.1160358565737,10.92553,9.46448003924233,9.44810241422561,2.75537157229645,2.26845856355472,18.8189655172414,13.958864960233,12.493750317439,2.71872453462924,11.2256809338521,9.25097276264591,7.43044002394589,11.3769232138665,15.9733238345671,18.5093772160362,24.5788028522048,18.5093862620307,NA,18.5093772160362
2013,"USD/MMBTU",10.791950700095,NA,3.72568093385214,3.6284046692607,6.6147859922179,3.96887159533074,3.94941634241245,12.9961089494163,3.73126984126984,16.1693871484698,16.5567729083665,10.7263077430638,10.6384416982761,9.75410969101217,3.70729000484584,2.92601483841582,18.248275862069,13.3389410869646,11.6681912438098,3.68011662928493,11.011673151751,9.16342412451362,11.0515061014355,10.791950700095,15.9732298114788,20.8160558566136,27.7193865866312,20.8160589616449,NA,20.8160558566136
2014,"USD/MMBTU",10.5288989316833,NA,5.1556420233463,5.06809338521401,8.60894941634241,5.35992217898833,5.25291828793774,15.2334630350195,4.37269841269841,16.3293043062448,13.856374501992,9.11479557099608,8.25326985694948,8.1437219600942,4.34774155035418,3.86837219170504,16.798275862069,13.0760984933348,10.9112839247245,4.31610839017811,10.6614785992218,8.57003891050584,10.3854124053377,10.5288989316833,14.0082449030729,20.6154716078505,26.8810007253321,20.6154686680363,NA,20.6154716078505
2015,"USD/MMBTU",6.48057684773737,NA,2.90856031128405,2.76264591439689,7.1692607003891,2.9863813229572,2.86964980544747,10.6225680933852,2.623984375,10.3053595430108,7.44989919354839,6.71908537993086,6.5260981998897,6.43697026939338,2.60366680933533,2.00732212556984,8.77241379310345,8.43019538105372,7.61773772571956,2.58152823358881,6.55642023346303,5.75875486381323,6.37962572402671,6.48057684773737,7.19642235785473,19.8728366405636,29.5922254595433,NA,NA,19.8728366405636
2016,"USD/MMBTU",3.68097554060212,NA,2.17898832684825,2.12062256809339,3.9591439688716,2.71400778210117,2.55836575875486,4.58171206225681,2.51597701149425,6.93687319065343,5.72291666666667,4.93131326132752,4.69017797442244,4.53970589540942,2.46183890282923,1.55045483009185,7.0448275862069,5.72291666666667,4.53970589540942,2.46183890282923,3.65758754863813,3.16147859922179,3.57604578243348,3.68097554060212,6.70556188380754,14.5511028772559,22.5528798924331,NA,NA,14.5511028772559
2017,"USD/MMBTU",5.08705745711754,NA,2.52918287937743,2.48054474708171,4.45525291828794,3.44357976653697,3.11284046692607,4.56225680933852,2.98803088803089,8.09512962675765,7.1289,5.61824121142784,5.80479507701665,5.72106071892122,2.95670518413076,1.59997342477921,8.97413793103448,5.57542580745062,5.98944105818441,2.92813165744597,6.07003891050584,4.87354085603113,4.962399318953,5.08705745711754,9.09579941199756,7.29426917539566,11.52915501452,NA,NA,7.29426917539566
2018,"USD/MMBTU",6.44600131619558,NA,2.61673151750973,2.50972762645914,6.38132295719844,3.784046692607,3.23929961089494,5.05836575875486,3.15266129032258,10.0492239195616,9.76,6.62270985192584,8.06112183983241,7.90235689187371,3.12620324582889,1.11507538431858,11.6844827586207,7.53556748948506,8.25373582122143,3.11644381178734,6.42023346303502,5.1556420233463,6.23569560241198,6.44600131619558,8.46355649531468,6.2954553623647,9.80528457269122,NA,NA,6.2954553623647
2019,"USD/MMBTU",NA,NA,2.47081712062257,2.37354085603113,7.23735408560311,3.5408560311284,2.56809338521401,5.05836575875486,2.56092,9.94466953577337,5.4941,5.25296122034329,4.46694945374703,4.44775610232891,2.52893438640409,1.26798149608357,10.8172413793103,4.18852436319416,4.63996437964849,2.5349055734473,NA,NA,6.86199378867093,NA,5.72881468510907,NA,NA,NA,NA,NA
