"INDICATOR_CODE","INDICATOR_NAME","SOURCE_NOTE","SOURCE_ORGANIZATION",
"NY.GDP.PETR.RT.ZS","Oil rents (% of GDP)","Oil rents are the difference between the value of crude oil production at regional prices and total costs of production.","World Bank staff estimates based on sources and methods described in the World Bank's The Changing Wealth of Nations.",
