anio,unidad,excedente_bruto_explotacion,ppye,stock_seleccionado,tasa_ganancia
1974.0,Millones de pesos de 2018,,,,
1975.0,Millones de pesos de 2018,,,,
1976.0,Millones de pesos de 2018,,,,
1977.0,Millones de pesos de 2018,,,,
1978.0,Millones de pesos de 2018,,,,
1979.0,Millones de pesos de 2018,,,,
1980.0,Millones de pesos de 2018,,,,
1981.0,Millones de pesos de 2018,,,,
1982.0,Millones de pesos de 2018,,,,
1983.0,Millones de pesos de 2018,,,,
1984.0,Millones de pesos de 2018,,,,
1985.0,Millones de pesos de 2018,,,,
1986.0,Millones de pesos de 2018,,,,
1987.0,Millones de pesos de 2018,,,,
1988.0,Millones de pesos de 2018,,,,
1989.0,Millones de pesos de 2018,,,,
1990.0,Millones de pesos de 2018,,,,
1991.0,Millones de pesos de 2018,,,,
1992.0,Millones de pesos de 2018,,,,
1993.0,Millones de pesos de 2018,228771.17526618272,,,
1993.0,Millones de pesos de 2018,228771.17526618272,,,
1993.0,Millones de pesos de 2018,228746.659039295,,,
1993.0,Millones de pesos de 2018,228746.659039295,,,
1994.0,Millones de pesos de 2018,,,,
1994.0,Millones de pesos de 2018,,,,
1994.0,Millones de pesos de 2018,,,,
1994.0,Millones de pesos de 2018,,,,
1995.0,Millones de pesos de 2018,,,,
1995.0,Millones de pesos de 2018,,,,
1995.0,Millones de pesos de 2018,,,,
1995.0,Millones de pesos de 2018,,,,
1996.0,Millones de pesos de 2018,,,,
1996.0,Millones de pesos de 2018,,,,
1996.0,Millones de pesos de 2018,,,,
1996.0,Millones de pesos de 2018,,,,
1997.0,Millones de pesos de 2018,,27670.4965417154,Bolsar,
1997.0,Millones de pesos de 2018,,27670.4965417154,Bolsar,
1997.0,Millones de pesos de 2018,,27670.4965417154,Bolsar,
1997.0,Millones de pesos de 2018,,27670.4965417154,Bolsar,
1998.0,Millones de pesos de 2018,152888.81835531874,225106.510276677,Bolsar,0.679184347744559
1998.0,Millones de pesos de 2018,152888.81835531874,225106.510276677,Bolsar,0.679184347744559
1998.0,Millones de pesos de 2018,152865.21848090342,225106.510276677,Bolsar,0.6790795090422651
1998.0,Millones de pesos de 2018,152865.21848090342,225106.510276677,Bolsar,0.6790795090422651
1999.0,Millones de pesos de 2018,168120.6446996618,223668.885083639,Bolsar,0.7516496746375544
1999.0,Millones de pesos de 2018,168120.6446996618,223668.885083639,Bolsar,0.7516496746375544
1999.0,Millones de pesos de 2018,168093.71552238124,223668.885083639,Bolsar,0.7515292771255335
1999.0,Millones de pesos de 2018,168093.71552238124,223668.885083639,Bolsar,0.7515292771255335
2000.0,Millones de pesos de 2018,272420.51275883213,437628.527357039,Bolsar,0.6224925838451524
2000.0,Millones de pesos de 2018,272420.51275883213,437628.527357039,Bolsar,0.6224925838451524
2000.0,Millones de pesos de 2018,272394.24830325745,437628.527357039,Bolsar,0.6224325684349749
2000.0,Millones de pesos de 2018,272394.24830325745,437628.527357039,Bolsar,0.6224325684349749
2001.0,Millones de pesos de 2018,284938.3409374608,350212.504824702,AFIP,0.813615553448287
2001.0,Millones de pesos de 2018,284938.3409374608,494278.411960341,Bolsar,0.5764733681314876
2001.0,Millones de pesos de 2018,284938.3409374608,350212.504824702,AFIP,0.813615553448287
2001.0,Millones de pesos de 2018,284938.3409374608,494278.411960341,Bolsar,0.5764733681314876
2001.0,Millones de pesos de 2018,284913.4041304491,350212.504824702,AFIP,0.8135443486607133
2001.0,Millones de pesos de 2018,284913.4041304491,494278.411960341,Bolsar,0.5764229171985554
2001.0,Millones de pesos de 2018,284913.4041304491,350212.504824702,AFIP,0.8135443486607133
2001.0,Millones de pesos de 2018,284913.4041304491,494278.411960341,Bolsar,0.5764229171985554
2002.0,Millones de pesos de 2018,316147.37125127163,650538.789787634,AFIP,0.48597774062708354
2002.0,Millones de pesos de 2018,316147.37125127163,629366.605168555,Bolsar,0.5023262573116697
2002.0,Millones de pesos de 2018,316147.37125127163,650538.789787634,AFIP,0.48597774062708354
2002.0,Millones de pesos de 2018,316147.37125127163,629366.605168555,Bolsar,0.5023262573116697
2002.0,Millones de pesos de 2018,316133.8795349203,650538.789787634,AFIP,0.48595700133134423
2002.0,Millones de pesos de 2018,316133.8795349203,629366.605168555,Bolsar,0.5023048203363989
2002.0,Millones de pesos de 2018,316133.8795349203,650538.789787634,AFIP,0.48595700133134423
2002.0,Millones de pesos de 2018,316133.8795349203,629366.605168555,Bolsar,0.5023048203363989
2003.0,Millones de pesos de 2018,369999.3771797809,586759.422184547,AFIP,0.6305810579099812
2003.0,Millones de pesos de 2018,369999.3771797809,524125.886221326,Bolsar,0.705936086933777
2003.0,Millones de pesos de 2018,369999.3771797809,586759.422184547,AFIP,0.6305810579099812
2003.0,Millones de pesos de 2018,369999.3771797809,524125.886221326,Bolsar,0.705936086933777
2003.0,Millones de pesos de 2018,369982.3545484958,586759.422184547,AFIP,0.6305520466480542
2003.0,Millones de pesos de 2018,369982.3545484958,524125.886221326,Bolsar,0.7059036087987857
2003.0,Millones de pesos de 2018,369982.3545484958,586759.422184547,AFIP,0.6305520466480542
2003.0,Millones de pesos de 2018,369982.3545484958,524125.886221326,Bolsar,0.7059036087987857
2004.0,Millones de pesos de 2018,534416.2391328572,655280.674195516,AFIP,0.8155531822893398
2004.0,Millones de pesos de 2018,534416.2391328572,528871.13758398,Bolsar,1.0104847876066911
2004.0,Millones de pesos de 2018,534416.2391328572,655280.674195516,AFIP,0.8155531822893398
2004.0,Millones de pesos de 2018,534416.2391328572,528871.13758398,Bolsar,1.0104847876066911
2004.0,Millones de pesos de 2018,534398.5422289631,655280.674195516,AFIP,0.8155261756880604
2004.0,Millones de pesos de 2018,534398.5422289631,528871.13758398,Bolsar,1.0104513259510317
2004.0,Millones de pesos de 2018,534398.5422289631,655280.674195516,AFIP,0.8155261756880604
2004.0,Millones de pesos de 2018,534398.5422289631,528871.13758398,Bolsar,1.0104513259510317
2005.0,Millones de pesos de 2018,781819.3288789607,578514.470192001,AFIP,1.3514257104398542
2005.0,Millones de pesos de 2018,781819.3288789607,562841.522863252,Bolsar,1.3890576603192646
2005.0,Millones de pesos de 2018,781819.3288789607,578514.470192001,AFIP,1.3514257104398542
2005.0,Millones de pesos de 2018,781819.3288789607,562841.522863252,Bolsar,1.3890576603192646
2005.0,Millones de pesos de 2018,781819.3288789607,578514.470192001,AFIP,1.3514257104398542
2005.0,Millones de pesos de 2018,781819.3288789607,562841.522863252,Bolsar,1.3890576603192646
2005.0,Millones de pesos de 2018,781819.3288789607,578514.470192001,AFIP,1.3514257104398542
2005.0,Millones de pesos de 2018,781819.3288789607,562841.522863252,Bolsar,1.3890576603192646
2006.0,Millones de pesos de 2018,893358.7424086803,683331.964200574,AFIP,1.3073568766153292
2006.0,Millones de pesos de 2018,893358.7424086803,562955.975755805,Bolsar,1.586906935678741
2006.0,Millones de pesos de 2018,893358.7424086803,683331.964200574,AFIP,1.3073568766153292
2006.0,Millones de pesos de 2018,893358.7424086803,562955.975755805,Bolsar,1.586906935678741
2006.0,Millones de pesos de 2018,893358.7424086803,683331.964200574,AFIP,1.3073568766153292
2006.0,Millones de pesos de 2018,893358.7424086803,562955.975755805,Bolsar,1.586906935678741
2006.0,Millones de pesos de 2018,893358.7424086803,683331.964200574,AFIP,1.3073568766153292
2006.0,Millones de pesos de 2018,893358.7424086803,562955.975755805,Bolsar,1.586906935678741
2007.0,Millones de pesos de 2018,766054.1230076702,682801.060290762,AFIP,1.1219287250102628
2007.0,Millones de pesos de 2018,766054.1230076702,519933.548417454,Bolsar,1.4733692898628004
2007.0,Millones de pesos de 2018,766054.1230076702,682801.060290762,AFIP,1.1219287250102628
2007.0,Millones de pesos de 2018,766054.1230076702,519933.548417454,Bolsar,1.4733692898628004
2007.0,Millones de pesos de 2018,766054.1230076702,682801.060290762,AFIP,1.1219287250102628
2007.0,Millones de pesos de 2018,766054.1230076702,519933.548417454,Bolsar,1.4733692898628004
2007.0,Millones de pesos de 2018,766054.1230076702,682801.060290762,AFIP,1.1219287250102628
2007.0,Millones de pesos de 2018,766054.1230076702,519933.548417454,Bolsar,1.4733692898628004
2008.0,Millones de pesos de 2018,1063711.813968008,655653.648976613,AFIP,1.6223684801088483
2008.0,Millones de pesos de 2018,1063711.813968008,475373.931799468,Bolsar,2.237631773247349
2008.0,Millones de pesos de 2018,1063711.813968008,655653.648976613,AFIP,1.6223684801088483
2008.0,Millones de pesos de 2018,1063711.813968008,475373.931799468,Bolsar,2.237631773247349
2008.0,Millones de pesos de 2018,1063711.813968008,655653.648976613,AFIP,1.6223684801088483
2008.0,Millones de pesos de 2018,1063711.813968008,475373.931799468,Bolsar,2.237631773247349
2008.0,Millones de pesos de 2018,1063711.813968008,655653.648976613,AFIP,1.6223684801088483
2008.0,Millones de pesos de 2018,1063711.813968008,475373.931799468,Bolsar,2.237631773247349
2009.0,Millones de pesos de 2018,774166.7424906621,595227.525719508,AFIP,1.300623222279335
2009.0,Millones de pesos de 2018,774166.7424906621,444656.649770288,Bolsar,1.741043888336317
2009.0,Millones de pesos de 2018,774166.7424906621,595227.525719508,AFIP,1.300623222279335
2009.0,Millones de pesos de 2018,774166.7424906621,444656.649770288,Bolsar,1.741043888336317
2009.0,Millones de pesos de 2018,774166.7424906621,595227.525719508,AFIP,1.300623222279335
2009.0,Millones de pesos de 2018,774166.7424906621,444656.649770288,Bolsar,1.741043888336317
2009.0,Millones de pesos de 2018,774166.7424906621,595227.525719508,AFIP,1.300623222279335
2009.0,Millones de pesos de 2018,774166.7424906621,444656.649770288,Bolsar,1.741043888336317
2010.0,Millones de pesos de 2018,1026934.4457690399,499331.251595127,AFIP,2.0566196137102786
2010.0,Millones de pesos de 2018,1026934.4457690399,459505.022597353,Bolsar,2.2348709921913175
2011.0,Millones de pesos de 2018,1340021.2195730023,446774.053818867,AFIP,2.999326411457813
2011.0,Millones de pesos de 2018,1340021.2195730023,477748.515119553,Bolsar,2.804867366751882
2012.0,Millones de pesos de 2018,1637696.4641935555,464698.194048965,AFIP,3.5242152544732988
2012.0,Millones de pesos de 2018,1637696.4641935555,560380.289478467,Bolsar,2.922473354153341
2013.0,Millones de pesos de 2018,1691344.0991707465,492854.136621598,AFIP,3.4317335972150347
2013.0,Millones de pesos de 2018,1691344.0991707465,731548.39040419,Bolsar,2.312005769346655
2014.0,Millones de pesos de 2018,1639055.586672594,428163.521888698,AFIP,3.8281065594809593
2014.0,Millones de pesos de 2018,1639055.586672594,730398.85411621,Bolsar,2.244055528613702
2015.0,Millones de pesos de 2018,1005146.2759201524,861077.607693101,Bolsar,1.1673120598421127
2016.0,Millones de pesos de 2018,650639.5052637624,1017437.29268612,Bolsar,0.639488556140909
2017.0,Millones de pesos de 2018,743926.1157562892,320019.163493719,Bolsar,2.324629899143181
2018.0,Millones de pesos de 2018,1028085.5263565627,542750.893,Bolsar,1.8942125008287414
2019.0,Millones de pesos de 2018,1044644.9614675236,,,
2020.0,Millones de pesos de 2018,543236.0504777579,,,
2021.0,Millones de pesos de 2018,,,,
2022.0,Millones de pesos de 2018,,,,
2023.0,Millones de pesos de 2018,,,,
2024.0,Millones de pesos de 2018,,,,
2025.0,Millones de pesos de 2018,,,,
2026.0,Millones de pesos de 2018,,,,
