anio,variable,codigo_variable,unidad,valor,fuente
2011.0,distribucion_inventarios,distribucion_inventarios,Millones de pesos corrientes,0.0,Bolsar
2012.0,distribucion_inventarios,distribucion_inventarios,Millones de pesos corrientes,0.0,Bolsar
2013.0,distribucion_inventarios,distribucion_inventarios,Millones de pesos corrientes,6.66248,Bolsar
2014.0,distribucion_inventarios,distribucion_inventarios,Millones de pesos corrientes,3.527459,Bolsar
2015.0,distribucion_inventarios,distribucion_inventarios,Millones de pesos corrientes,12.044317,Bolsar
2016.0,distribucion_inventarios,distribucion_inventarios,Millones de pesos corrientes,19.871963,Bolsar
2017.0,distribucion_inventarios,distribucion_inventarios,Millones de pesos corrientes,43.732814,Bolsar
2018.0,distribucion_inventarios,distribucion_inventarios,Millones de pesos corrientes,125.565652,Bolsar
1998.0,distribucion_ppye,distribucion_ppye,Millones de pesos corrientes,1348.732816,Bolsar
1999.0,distribucion_ppye,distribucion_ppye,Millones de pesos corrientes,1371.859629,Bolsar
2000.0,distribucion_ppye,distribucion_ppye,Millones de pesos corrientes,1388.715085,Bolsar
2001.0,distribucion_ppye,distribucion_ppye,Millones de pesos corrientes,1415.933807,Bolsar
2002.0,distribucion_ppye,distribucion_ppye,Millones de pesos corrientes,2935.743685,Bolsar
2003.0,distribucion_ppye,distribucion_ppye,Millones de pesos corrientes,2854.573525,Bolsar
2004.0,distribucion_ppye,distribucion_ppye,Millones de pesos corrientes,2772.6444,Bolsar
2005.0,distribucion_ppye,distribucion_ppye,Millones de pesos corrientes,2705.920508,Bolsar
2006.0,distribucion_ppye,distribucion_ppye,Millones de pesos corrientes,2668.240401,Bolsar
2007.0,distribucion_ppye,distribucion_ppye,Millones de pesos corrientes,2629.9267179999997,Bolsar
2008.0,distribucion_ppye,distribucion_ppye,Millones de pesos corrientes,2622.333765,Bolsar
2009.0,distribucion_ppye,distribucion_ppye,Millones de pesos corrientes,2646.815616,Bolsar
2010.0,distribucion_ppye,distribucion_ppye,Millones de pesos corrientes,2660.237458,Bolsar
2011.0,distribucion_ppye,distribucion_ppye,Millones de pesos corrientes,2694.596028,Bolsar
2012.0,distribucion_ppye,distribucion_ppye,Millones de pesos corrientes,2698.119975,Bolsar
2013.0,distribucion_ppye,distribucion_ppye,Millones de pesos corrientes,2775.794814,Bolsar
2014.0,distribucion_ppye,distribucion_ppye,Millones de pesos corrientes,2960.3192050000002,Bolsar
2015.0,distribucion_ppye,distribucion_ppye,Millones de pesos corrientes,3153.139311,Bolsar
2016.0,distribucion_ppye,distribucion_ppye,Millones de pesos corrientes,3642.762312,Bolsar
2017.0,distribucion_ppye,distribucion_ppye,Millones de pesos corrientes,16998.479948,Bolsar
2018.0,distribucion_ppye,distribucion_ppye,Millones de pesos corrientes,32385.911247,Bolsar
1998.0,distribucion_ppye_neta,distribucion_ppye_neta,Millones de pesos corrientes,1336.437899,Bolsar
1999.0,distribucion_ppye_neta,distribucion_ppye_neta,Millones de pesos corrientes,1292.164402,Bolsar
2000.0,distribucion_ppye_neta,distribucion_ppye_neta,Millones de pesos corrientes,1317.5115329999999,Bolsar
2001.0,distribucion_ppye_neta,distribucion_ppye_neta,Millones de pesos corrientes,1314.105995,Bolsar
2002.0,distribucion_ppye_neta,distribucion_ppye_neta,Millones de pesos corrientes,2847.602016,Bolsar
2003.0,distribucion_ppye_neta,distribucion_ppye_neta,Millones de pesos corrientes,2792.85273,Bolsar
2004.0,distribucion_ppye_neta,distribucion_ppye_neta,Millones de pesos corrientes,2693.089784,Bolsar
2005.0,distribucion_ppye_neta,distribucion_ppye_neta,Millones de pesos corrientes,2580.219766,Bolsar
2006.0,distribucion_ppye_neta,distribucion_ppye_neta,Millones de pesos corrientes,2518.717815,Bolsar
2007.0,distribucion_ppye_neta,distribucion_ppye_neta,Millones de pesos corrientes,2494.05088,Bolsar
2008.0,distribucion_ppye_neta,distribucion_ppye_neta,Millones de pesos corrientes,2507.989026,Bolsar
2009.0,distribucion_ppye_neta,distribucion_ppye_neta,Millones de pesos corrientes,2488.5214849999998,Bolsar
2010.0,distribucion_ppye_neta,distribucion_ppye_neta,Millones de pesos corrientes,2536.306775,Bolsar
2011.0,distribucion_ppye_neta,distribucion_ppye_neta,Millones de pesos corrientes,2537.984941,Bolsar
2012.0,distribucion_ppye_neta,distribucion_ppye_neta,Millones de pesos corrientes,2543.639245,Bolsar
2013.0,distribucion_ppye_neta,distribucion_ppye_neta,Millones de pesos corrientes,2628.946689,Bolsar
2014.0,distribucion_ppye_neta,distribucion_ppye_neta,Millones de pesos corrientes,2671.28025,Bolsar
2015.0,distribucion_ppye_neta,distribucion_ppye_neta,Millones de pesos corrientes,2885.2426029999997,Bolsar
2016.0,distribucion_ppye_neta,distribucion_ppye_neta,Millones de pesos corrientes,3083.896343,Bolsar
2017.0,distribucion_ppye_neta,distribucion_ppye_neta,Millones de pesos corrientes,16643.286938,Bolsar
2018.0,distribucion_ppye_neta,distribucion_ppye_neta,Millones de pesos corrientes,28930.916748,Bolsar
1998.0,distribucion_tg_ant,distribucion_tg_ant,Millones de pesos corrientes,0.1406118304937258,Bolsar
1999.0,distribucion_tg_ant,distribucion_tg_ant,Millones de pesos corrientes,0.1866867064100963,Bolsar
2000.0,distribucion_tg_ant,distribucion_tg_ant,Millones de pesos corrientes,0.1921853282413018,Bolsar
2001.0,distribucion_tg_ant,distribucion_tg_ant,Millones de pesos corrientes,-0.12552203740549261,Bolsar
2002.0,distribucion_tg_ant,distribucion_tg_ant,Millones de pesos corrientes,-0.505019324238404,Bolsar
2003.0,distribucion_tg_ant,distribucion_tg_ant,Millones de pesos corrientes,0.0564212556889869,Bolsar
2004.0,distribucion_tg_ant,distribucion_tg_ant,Millones de pesos corrientes,-0.047126727813143296,Bolsar
2005.0,distribucion_tg_ant,distribucion_tg_ant,Millones de pesos corrientes,0.0498533973884758,Bolsar
2006.0,distribucion_tg_ant,distribucion_tg_ant,Millones de pesos corrientes,0.3265421012147772,Bolsar
2007.0,distribucion_tg_ant,distribucion_tg_ant,Millones de pesos corrientes,0.0402626362836539,Bolsar
2008.0,distribucion_tg_ant,distribucion_tg_ant,Millones de pesos corrientes,0.0483296538286515,Bolsar
2009.0,distribucion_tg_ant,distribucion_tg_ant,Millones de pesos corrientes,-0.025732735454944405,Bolsar
2010.0,distribucion_tg_ant,distribucion_tg_ant,Millones de pesos corrientes,-0.0479828761382423,Bolsar
2011.0,distribucion_tg_ant,distribucion_tg_ant,Millones de pesos corrientes,-0.046908865233121204,Bolsar
2012.0,distribucion_tg_ant,distribucion_tg_ant,Millones de pesos corrientes,-0.2211306888906821,Bolsar
2013.0,distribucion_tg_ant,distribucion_tg_ant,Millones de pesos corrientes,0.29932513142589756,Bolsar
2014.0,distribucion_tg_ant,distribucion_tg_ant,Millones de pesos corrientes,-0.48704820543275,Bolsar
2015.0,distribucion_tg_ant,distribucion_tg_ant,Millones de pesos corrientes,-0.090573114749369,Bolsar
2016.0,distribucion_tg_ant,distribucion_tg_ant,Millones de pesos corrientes,-0.632799583857613,Bolsar
2017.0,distribucion_tg_ant,distribucion_tg_ant,Millones de pesos corrientes,1.0533794442235114,Bolsar
2018.0,distribucion_tg_ant,distribucion_tg_ant,Millones de pesos corrientes,0.49897229414322763,Bolsar
1998.0,distribucion_tg_desp,distribucion_tg_desp,Millones de pesos corrientes,0.09407158982523381,Bolsar
1999.0,distribucion_tg_desp,distribucion_tg_desp,Millones de pesos corrientes,0.1469984856304418,Bolsar
2000.0,distribucion_tg_desp,distribucion_tg_desp,Millones de pesos corrientes,0.1568779178913144,Bolsar
2001.0,distribucion_tg_desp,distribucion_tg_desp,Millones de pesos corrientes,-0.1362798965619582,Bolsar
2002.0,distribucion_tg_desp,distribucion_tg_desp,Millones de pesos corrientes,-0.505019324238404,Bolsar
2003.0,distribucion_tg_desp,distribucion_tg_desp,Millones de pesos corrientes,0.0343261687846543,Bolsar
2004.0,distribucion_tg_desp,distribucion_tg_desp,Millones de pesos corrientes,-0.0659208855871175,Bolsar
2005.0,distribucion_tg_desp,distribucion_tg_desp,Millones de pesos corrientes,0.0263813358032532,Bolsar
2006.0,distribucion_tg_desp,distribucion_tg_desp,Millones de pesos corrientes,0.3003667676766486,Bolsar
2007.0,distribucion_tg_desp,distribucion_tg_desp,Millones de pesos corrientes,0.0133027902847351,Bolsar
2008.0,distribucion_tg_desp,distribucion_tg_desp,Millones de pesos corrientes,0.0241273843619517,Bolsar
2009.0,distribucion_tg_desp,distribucion_tg_desp,Millones de pesos corrientes,-0.041392901420216205,Bolsar
2010.0,distribucion_tg_desp,distribucion_tg_desp,Millones de pesos corrientes,-0.0587366885291445,Bolsar
2011.0,distribucion_tg_desp,distribucion_tg_desp,Millones de pesos corrientes,-0.0535498095305645,Bolsar
2012.0,distribucion_tg_desp,distribucion_tg_desp,Millones de pesos corrientes,-0.1922492040822348,Bolsar
2013.0,distribucion_tg_desp,distribucion_tg_desp,Millones de pesos corrientes,0.2899907390539978,Bolsar
2014.0,distribucion_tg_desp,distribucion_tg_desp,Millones de pesos corrientes,-0.434748817040354,Bolsar
2015.0,distribucion_tg_desp,distribucion_tg_desp,Millones de pesos corrientes,-0.1476580022722229,Bolsar
2016.0,distribucion_tg_desp,distribucion_tg_desp,Millones de pesos corrientes,-0.524217323617922,Bolsar
2017.0,distribucion_tg_desp,distribucion_tg_desp,Millones de pesos corrientes,0.7057831388876145,Bolsar
2018.0,distribucion_tg_desp,distribucion_tg_desp,Millones de pesos corrientes,0.36145491694502363,Bolsar
2001.0,extraccion_petroleo_gas_KTA,extraccion_petroleo_gas_KTA,Millones de pesos corrientes,17566.848046875,AFIP (combinada)
2002.0,extraccion_petroleo_gas_KTA,extraccion_petroleo_gas_KTA,Millones de pesos corrientes,37664.7325,AFIP (combinada)
2003.0,extraccion_petroleo_gas_KTA,extraccion_petroleo_gas_KTA,Millones de pesos corrientes,39727.5901875,AFIP (combinada)
2004.0,extraccion_petroleo_gas_KTA,extraccion_petroleo_gas_KTA,Millones de pesos corrientes,51903.3345,AFIP (combinada)
2005.0,extraccion_petroleo_gas_KTA,extraccion_petroleo_gas_KTA,Millones de pesos corrientes,44072.7529375,AFIP (combinada)
2006.0,extraccion_petroleo_gas_KTA,extraccion_petroleo_gas_KTA,Millones de pesos corrientes,68254.552125,AFIP (combinada)
2007.0,extraccion_petroleo_gas_KTA,extraccion_petroleo_gas_KTA,Millones de pesos corrientes,72465.0678125,AFIP (combinada)
2008.0,extraccion_petroleo_gas_KTA,extraccion_petroleo_gas_KTA,Millones de pesos corrientes,84348.456,AFIP (combinada)
2009.0,extraccion_petroleo_gas_KTA,extraccion_petroleo_gas_KTA,Millones de pesos corrientes,86686.249,AFIP (combinada)
2010.0,extraccion_petroleo_gas_KTA,extraccion_petroleo_gas_KTA,Millones de pesos corrientes,93361.956,AFIP (combinada)
2011.0,extraccion_petroleo_gas_KTA,extraccion_petroleo_gas_KTA,Millones de pesos corrientes,101971.634,AFIP (combinada)
2012.0,extraccion_petroleo_gas_KTA,extraccion_petroleo_gas_KTA,Millones de pesos corrientes,129240.0,AFIP (combinada)
2013.0,extraccion_petroleo_gas_KTA,extraccion_petroleo_gas_KTA,Millones de pesos corrientes,174570.0,AFIP (combinada)
2014.0,extraccion_petroleo_gas_KTA,extraccion_petroleo_gas_KTA,Millones de pesos corrientes,229609.93587659,AFIP (combinada)
2015.0,extraccion_petroleo_gas_KTA,extraccion_petroleo_gas_KTA,Millones de pesos corrientes,328948.83548769,AFIP (combinada)
2016.0,extraccion_petroleo_gas_KTA,extraccion_petroleo_gas_KTA,Millones de pesos corrientes,402145.17119308,AFIP (combinada)
2017.0,extraccion_petroleo_gas_KTA,extraccion_petroleo_gas_KTA,Millones de pesos corrientes,446745.56017049996,AFIP (combinada)
2018.0,extraccion_petroleo_gas_KTA,extraccion_petroleo_gas_KTA,Millones de pesos corrientes,1452279.18462635,AFIP (combinada)
2019.0,extraccion_petroleo_gas_KTA,extraccion_petroleo_gas_KTA,Millones de pesos corrientes,2350034.28671851,AFIP (combinada)
2020.0,extraccion_petroleo_gas_KTA,extraccion_petroleo_gas_KTA,Millones de pesos corrientes,132185.12476031,AFIP (combinada)
2021.0,extraccion_petroleo_gas_KTA,extraccion_petroleo_gas_KTA,Millones de pesos corrientes,4153558.4490047903,AFIP (combinada)
2022.0,extraccion_petroleo_gas_KTA,extraccion_petroleo_gas_KTA,Millones de pesos corrientes,7652819.663783812,AFIP (combinada)
2001.0,extraccion_petroleo_gas_activo,extraccion_petroleo_gas_activo,Millones de pesos corrientes,21770.038,AFIP (combinada)
2002.0,extraccion_petroleo_gas_activo,extraccion_petroleo_gas_activo,Millones de pesos corrientes,48704.94,AFIP (combinada)
2003.0,extraccion_petroleo_gas_activo,extraccion_petroleo_gas_activo,Millones de pesos corrientes,53086.66,AFIP (combinada)
2004.0,extraccion_petroleo_gas_activo,extraccion_petroleo_gas_activo,Millones de pesos corrientes,65116.5,AFIP (combinada)
2005.0,extraccion_petroleo_gas_activo,extraccion_petroleo_gas_activo,Millones de pesos corrientes,56166.956,AFIP (combinada)
2006.0,extraccion_petroleo_gas_activo,extraccion_petroleo_gas_activo,Millones de pesos corrientes,84210.872,AFIP (combinada)
2007.0,extraccion_petroleo_gas_activo,extraccion_petroleo_gas_activo,Millones de pesos corrientes,90791.336,AFIP (combinada)
2008.0,extraccion_petroleo_gas_activo,extraccion_petroleo_gas_activo,Millones de pesos corrientes,99920.834,AFIP (combinada)
2009.0,extraccion_petroleo_gas_activo,extraccion_petroleo_gas_activo,Millones de pesos corrientes,104271.891,AFIP (combinada)
2010.0,extraccion_petroleo_gas_activo,extraccion_petroleo_gas_activo,Millones de pesos corrientes,124108.597,AFIP (combinada)
2011.0,extraccion_petroleo_gas_activo,extraccion_petroleo_gas_activo,Millones de pesos corrientes,147316.311,AFIP (combinada)
2012.0,extraccion_petroleo_gas_activo,extraccion_petroleo_gas_activo,Millones de pesos corrientes,189014.0,AFIP (combinada)
2013.0,extraccion_petroleo_gas_activo,extraccion_petroleo_gas_activo,Millones de pesos corrientes,233267.0,AFIP (combinada)
2014.0,extraccion_petroleo_gas_activo,extraccion_petroleo_gas_activo,Millones de pesos corrientes,373222.69990481,AFIP (combinada)
2015.0,extraccion_petroleo_gas_activo,extraccion_petroleo_gas_activo,Millones de pesos corrientes,647373.89688271,AFIP (combinada)
2016.0,extraccion_petroleo_gas_activo,extraccion_petroleo_gas_activo,Millones de pesos corrientes,827971.2383615,AFIP (combinada)
2017.0,extraccion_petroleo_gas_activo,extraccion_petroleo_gas_activo,Millones de pesos corrientes,954601.1029196599,AFIP (combinada)
2018.0,extraccion_petroleo_gas_activo,extraccion_petroleo_gas_activo,Millones de pesos corrientes,2168904.84910892,AFIP (combinada)
2019.0,extraccion_petroleo_gas_activo,extraccion_petroleo_gas_activo,Millones de pesos corrientes,3450374.88303369,AFIP (combinada)
2020.0,extraccion_petroleo_gas_activo,extraccion_petroleo_gas_activo,Millones de pesos corrientes,274389.18646559,AFIP (combinada)
2021.0,extraccion_petroleo_gas_activo,extraccion_petroleo_gas_activo,Millones de pesos corrientes,6060125.68840281,AFIP (combinada)
2022.0,extraccion_petroleo_gas_activo,extraccion_petroleo_gas_activo,Millones de pesos corrientes,11469190.23076575,AFIP (combinada)
2001.0,extraccion_petroleo_gas_ppye,extraccion_petroleo_gas_ppye,Millones de pesos corrientes,13461.606,AFIP (combinada)
2002.0,extraccion_petroleo_gas_ppye,extraccion_petroleo_gas_ppye,Millones de pesos corrientes,31474.256,AFIP (combinada)
2003.0,extraccion_petroleo_gas_ppye,extraccion_petroleo_gas_ppye,Millones de pesos corrientes,32204.716,AFIP (combinada)
2004.0,extraccion_petroleo_gas_ppye,extraccion_petroleo_gas_ppye,Millones de pesos corrientes,37553.692,AFIP (combinada)
2005.0,extraccion_petroleo_gas_ppye,extraccion_petroleo_gas_ppye,Millones de pesos corrientes,36350.896,AFIP (combinada)
2006.0,extraccion_petroleo_gas_ppye,extraccion_petroleo_gas_ppye,Millones de pesos corrientes,47616.292,AFIP (combinada)
2007.0,extraccion_petroleo_gas_ppye,extraccion_petroleo_gas_ppye,Millones de pesos corrientes,53803.856,AFIP (combinada)
2008.0,extraccion_petroleo_gas_ppye,extraccion_petroleo_gas_ppye,Millones de pesos corrientes,63362.18,AFIP (combinada)
2009.0,extraccion_petroleo_gas_ppye,extraccion_petroleo_gas_ppye,Millones de pesos corrientes,66063.712,AFIP (combinada)
2010.0,extraccion_petroleo_gas_ppye,extraccion_petroleo_gas_ppye,Millones de pesos corrientes,69746.957,AFIP (combinada)
2011.0,extraccion_petroleo_gas_ppye,extraccion_petroleo_gas_ppye,Millones de pesos corrientes,77290.515,AFIP (combinada)
2012.0,extraccion_petroleo_gas_ppye,extraccion_petroleo_gas_ppye,Millones de pesos corrientes,99397.0,AFIP (combinada)
2013.0,extraccion_petroleo_gas_ppye,extraccion_petroleo_gas_ppye,Millones de pesos corrientes,132729.0,AFIP (combinada)
2014.0,extraccion_petroleo_gas_ppye,extraccion_petroleo_gas_ppye,Millones de pesos corrientes,203282.35649623998,AFIP (combinada)
2015.0,extraccion_petroleo_gas_ppye,extraccion_petroleo_gas_ppye,Millones de pesos corrientes,282910.45692957,AFIP (combinada)
2016.0,extraccion_petroleo_gas_ppye,extraccion_petroleo_gas_ppye,Millones de pesos corrientes,354668.24730675,AFIP (combinada)
2017.0,extraccion_petroleo_gas_ppye,extraccion_petroleo_gas_ppye,Millones de pesos corrientes,395302.56126446,AFIP (combinada)
2018.0,extraccion_petroleo_gas_ppye,extraccion_petroleo_gas_ppye,Millones de pesos corrientes,1334186.19274905,AFIP (combinada)
2019.0,extraccion_petroleo_gas_ppye,extraccion_petroleo_gas_ppye,Millones de pesos corrientes,2161958.39586793,AFIP (combinada)
2020.0,extraccion_petroleo_gas_ppye,extraccion_petroleo_gas_ppye,Millones de pesos corrientes,127047.69249924,AFIP (combinada)
2021.0,extraccion_petroleo_gas_ppye,extraccion_petroleo_gas_ppye,Millones de pesos corrientes,3826847.0004072003,AFIP (combinada)
2022.0,extraccion_petroleo_gas_ppye,extraccion_petroleo_gas_ppye,Millones de pesos corrientes,6993361.755755531,AFIP (combinada)
1936.0,ganancia,ganancia,Millones de pesos corrientes,3.786328978470311e-10,MECON/CCNN
1937.0,ganancia,ganancia,Millones de pesos corrientes,4.762966790353284e-10,MECON/CCNN
1938.0,ganancia,ganancia,Millones de pesos corrientes,4.3567039700990435e-10,MECON/CCNN
1939.0,ganancia,ganancia,Millones de pesos corrientes,4.4854050076021614e-10,MECON/CCNN
1940.0,ganancia,ganancia,Millones de pesos corrientes,4.802105844660954e-10,MECON/CCNN
1941.0,ganancia,ganancia,Millones de pesos corrientes,5.183118343746071e-10,MECON/CCNN
1942.0,ganancia,ganancia,Millones de pesos corrientes,6.504362433917652e-10,MECON/CCNN
1943.0,ganancia,ganancia,Millones de pesos corrientes,7.040766639585892e-10,MECON/CCNN
1944.0,ganancia,ganancia,Millones de pesos corrientes,7.995747491325972e-10,MECON/CCNN
1945.0,ganancia,ganancia,Millones de pesos corrientes,8.565262867122378e-10,MECON/CCNN
1946.0,ganancia,ganancia,Millones de pesos corrientes,1.208136902959182e-09,MECON/CCNN
1947.0,ganancia,ganancia,Millones de pesos corrientes,1.4696495630235874e-09,MECON/CCNN
1948.0,ganancia,ganancia,Millones de pesos corrientes,1.368818436200153e-09,MECON/CCNN
1949.0,ganancia,ganancia,Millones de pesos corrientes,1.2774813905674744e-09,MECON/CCNN
1950.0,ganancia,ganancia,Millones de pesos corrientes,1.4244047366349738e-09,MECON/CCNN
1951.0,ganancia,ganancia,Millones de pesos corrientes,2.7475530165310067e-09,MECON/CCNN
1952.0,ganancia,ganancia,Millones de pesos corrientes,3.676282692454776e-09,MECON/CCNN
1953.0,ganancia,ganancia,Millones de pesos corrientes,3.715177036320357e-09,MECON/CCNN
1954.0,ganancia,ganancia,Millones de pesos corrientes,3.4465646547142102e-09,MECON/CCNN
1955.0,ganancia,ganancia,Millones de pesos corrientes,4.350591830239242e-09,MECON/CCNN
1956.0,ganancia,ganancia,Millones de pesos corrientes,7.319257135680972e-09,MECON/CCNN
1957.0,ganancia,ganancia,Millones de pesos corrientes,8.953947661079963e-09,MECON/CCNN
1958.0,ganancia,ganancia,Millones de pesos corrientes,1.1995217924948905e-08,MECON/CCNN
1959.0,ganancia,ganancia,Millones de pesos corrientes,3.314026916118618e-08,MECON/CCNN
1960.0,ganancia,ganancia,Millones de pesos corrientes,4.031790477499984e-08,MECON/CCNN
1961.0,ganancia,ganancia,Millones de pesos corrientes,4.384016200941099e-08,MECON/CCNN
1962.0,ganancia,ganancia,Millones de pesos corrientes,6.301956002413408e-08,MECON/CCNN
1963.0,ganancia,ganancia,Millones de pesos corrientes,8.640456254412041e-08,MECON/CCNN
1964.0,ganancia,ganancia,Millones de pesos corrientes,1.1924268032961216e-07,MECON/CCNN
1965.0,ganancia,ganancia,Millones de pesos corrientes,1.5631579392597327e-07,MECON/CCNN
1966.0,ganancia,ganancia,Millones de pesos corrientes,1.8725427020437223e-07,MECON/CCNN
1967.0,ganancia,ganancia,Millones de pesos corrientes,2.566260303564471e-07,MECON/CCNN
1968.0,ganancia,ganancia,Millones de pesos corrientes,3.1855927422946697e-07,MECON/CCNN
1969.0,ganancia,ganancia,Millones de pesos corrientes,4.1107353940893106e-07,MECON/CCNN
1970.0,ganancia,ganancia,Millones de pesos corrientes,4.6138809894228023e-07,MECON/CCNN
1971.0,ganancia,ganancia,Millones de pesos corrientes,6.515827296509775e-07,MECON/CCNN
1972.0,ganancia,ganancia,Millones de pesos corrientes,1.1631139313779334e-06,MECON/CCNN
1973.0,ganancia,ganancia,Millones de pesos corrientes,1.943901501706483e-06,MECON/CCNN
1974.0,ganancia,ganancia,Millones de pesos corrientes,2.39863956439965e-06,MECON/CCNN
1975.0,ganancia,ganancia,Millones de pesos corrientes,7.215404297176235e-06,MECON/CCNN
1976.0,ganancia,ganancia,Millones de pesos corrientes,5.37197808369143e-05,MECON/CCNN
1977.0,ganancia,ganancia,Millones de pesos corrientes,0.0001517401466186602,MECON/CCNN
1978.0,ganancia,ganancia,Millones de pesos corrientes,0.0003525875823177378,MECON/CCNN
1979.0,ganancia,ganancia,Millones de pesos corrientes,0.0008628139646630215,MECON/CCNN
1980.0,ganancia,ganancia,Millones de pesos corrientes,0.0015881452215630724,MECON/CCNN
1981.0,ganancia,ganancia,Millones de pesos corrientes,0.003442131914904832,MECON/CCNN
1982.0,ganancia,ganancia,Millones de pesos corrientes,0.01150652428924604,MECON/CCNN
1983.0,ganancia,ganancia,Millones de pesos corrientes,0.0512460856736307,MECON/CCNN
1984.0,ganancia,ganancia,Millones de pesos corrientes,0.26706891553390644,MECON/CCNN
1985.0,ganancia,ganancia,Millones de pesos corrientes,1.7430654440400233,MECON/CCNN
1986.0,ganancia,ganancia,Millones de pesos corrientes,3.235411972156777,MECON/CCNN
1987.0,ganancia,ganancia,Millones de pesos corrientes,8.357196723618083,MECON/CCNN
1988.0,ganancia,ganancia,Millones de pesos corrientes,46.071063654557754,MECON/CCNN
1989.0,ganancia,ganancia,Millones de pesos corrientes,1388.7452135167593,MECON/CCNN
1990.0,ganancia,ganancia,Millones de pesos corrientes,24558.226171179984,MECON/CCNN
1991.0,ganancia,ganancia,Millones de pesos corrientes,73945.82342824858,MECON/CCNN
1992.0,ganancia,ganancia,Millones de pesos corrientes,89655.65438867919,MECON/CCNN
1993.0,ganancia,ganancia,Millones de pesos corrientes,83574.15696121698,MECON/CCNN
1994.0,ganancia,ganancia,Millones de pesos corrientes,107718.71631340426,MECON/CCNN
1995.0,ganancia,ganancia,Millones de pesos corrientes,109071.94090160236,MECON/CCNN
1996.0,ganancia,ganancia,Millones de pesos corrientes,129489.54168807207,MECON/CCNN
1997.0,ganancia,ganancia,Millones de pesos corrientes,148172.65427724278,MECON/CCNN
1998.0,ganancia,ganancia,Millones de pesos corrientes,151208.5450987202,MECON/CCNN
1999.0,ganancia,ganancia,Millones de pesos corrientes,139835.6544664368,MECON/CCNN
2000.0,ganancia,ganancia,Millones de pesos corrientes,145267.55396975827,MECON/CCNN
2001.0,ganancia,ganancia,Millones de pesos corrientes,138936.06039790408,MECON/CCNN
2002.0,ganancia,ganancia,Millones de pesos corrientes,169352.32933835263,MECON/CCNN
2003.0,ganancia,ganancia,Millones de pesos corrientes,214940.30578599614,MECON/CCNN
2004.0,ganancia,ganancia,Millones de pesos corrientes,250850.01627215097,MECON/CCNN
2005.0,ganancia,ganancia,Millones de pesos corrientes,299193.89297715307,MECON/CCNN
2006.0,ganancia,ganancia,Millones de pesos corrientes,364129.73985060607,MECON/CCNN
2007.0,ganancia,ganancia,Millones de pesos corrientes,453534.30364649964,MECON/CCNN
2008.0,ganancia,ganancia,Millones de pesos corrientes,581823.8166398524,MECON/CCNN
2009.0,ganancia,ganancia,Millones de pesos corrientes,545754.943017186,MECON/CCNN
2010.0,ganancia,ganancia,Millones de pesos corrientes,773503.3230459177,MECON/CCNN
2011.0,ganancia,ganancia,Millones de pesos corrientes,1003955.5681438238,MECON/CCNN
2012.0,ganancia,ganancia,Millones de pesos corrientes,1138597.7514097118,MECON/CCNN
2013.0,ganancia,ganancia,Millones de pesos corrientes,1394018.9155138135,MECON/CCNN
2014.0,ganancia,ganancia,Millones de pesos corrientes,2010866.0469197435,MECON/CCNN
2015.0,ganancia,ganancia,Millones de pesos corrientes,2561525.1904003215,MECON/CCNN
2016.0,ganancia,ganancia,Millones de pesos corrientes,3612431.171132827,MECON/CCNN
2017.0,ganancia,ganancia,Millones de pesos corrientes,4641044.791806787,MECON/CCNN
2018.0,ganancia,ganancia,Millones de pesos corrientes,6732350.582808398,MECON/CCNN
2019.0,ganancia,ganancia,Millones de pesos corrientes,10024582.205944346,MECON/CCNN
1997.0,integrada_KTA,integrada_KTA,Millones de pesos corrientes,1387.0,Bolsar
1998.0,integrada_KTA,integrada_KTA,Millones de pesos corrientes,8525.79285714286,Bolsar
1999.0,integrada_KTA,integrada_KTA,Millones de pesos corrientes,7811.86883408072,Bolsar
2000.0,integrada_KTA,integrada_KTA,Millones de pesos corrientes,13760.39630635148,Bolsar
2001.0,integrada_KTA,integrada_KTA,Millones de pesos corrientes,15898.717083106701,Bolsar
2002.0,integrada_KTA,integrada_KTA,Millones de pesos corrientes,26207.978911127822,Bolsar
2003.0,integrada_KTA,integrada_KTA,Millones de pesos corrientes,30726.3195419899,Bolsar
2004.0,integrada_KTA,integrada_KTA,Millones de pesos corrientes,30762.3479932712,Bolsar
2005.0,integrada_KTA,integrada_KTA,Millones de pesos corrientes,33052.4538599321,Bolsar
2006.0,integrada_KTA,integrada_KTA,Millones de pesos corrientes,31285.6708325739,Bolsar
2007.0,integrada_KTA,integrada_KTA,Millones de pesos corrientes,33944.933031873996,Bolsar
2008.0,integrada_KTA,integrada_KTA,Millones de pesos corrientes,37022.15622771,Bolsar
2009.0,integrada_KTA,integrada_KTA,Millones de pesos corrientes,37363.9063287131,Bolsar
2010.0,integrada_KTA,integrada_KTA,Millones de pesos corrientes,39022.34113554,Bolsar
2011.0,integrada_KTA,integrada_KTA,Millones de pesos corrientes,44025.9163776272,Bolsar
2012.0,integrada_KTA,integrada_KTA,Millones de pesos corrientes,56698.70880165063,Bolsar
2013.0,integrada_KTA,integrada_KTA,Millones de pesos corrientes,87109.27852723803,Bolsar
2014.0,integrada_KTA,integrada_KTA,Millones de pesos corrientes,123084.590257106,Bolsar
2015.0,integrada_KTA,integrada_KTA,Millones de pesos corrientes,225334.3680137198,Bolsar
2016.0,integrada_KTA,integrada_KTA,Millones de pesos corrientes,321061.5850552856,Bolsar
