"","fecha","empresa","sector","moneda","gcia_ant","KTA","tg_ant","tg_desp","activo","activo_no_corr","costos","ctas_cobrar_corr","ctas_cobrar_nocorr","disponibilidades","equity","gcia_desp","gcia_op_discont","gcia_operativa","impuesto_gcia","inventarios","long_term_debt","obras_en_curso","ON_nopesos_corr","ON_nopesos_nocorr","ON_pesos_corr","ON_pesos_nocorr","pasivo","pasivo total","ppye","prestamos_corr","prestamos_financieros_pesos_corr","prestamos_financieros_pesos_nocorr","prestamos_nocorr","regalias_otros","solvencia_ratio","sueldos_y_cargas","terrenos","ventas","rotacion","ppye_neta"
"185",2017-12-31,"camuzzi_pamp","distribución","MM_pesos",1233.826815,1176.27985028462,1.04892285173588,0.701326546399983,5424.705324,1416.1259,4406.881283,0,0,1514.905881,0,824.956285,0,0,-408.87053,43.732814,0,172.306029,0,0,0,0,0,0,1306.505948,0,0,0,0,0,0,971.214771,11.290981,5793.655255,100.768299131174,1122.908938
"186",2017-12-31,"chevron","integrada","MM_usd",9221,183297,0.0503063334369902,0.0505682035166969,253806,0,132501,0,0,0,149320,9269,0,0,48,5585,33571,0,0,0,0,0,104487,0,177712,0,0,0,0,0,1.42907730148248,0,0,141722,23.7244404655327,177712
"187",2017-12-31,"metrogas","distribución","MM_pesos",69.168,15520.378,0.00445659248763142,0.00445659248763142,0,15945.358,9173.03,0,0,0,0,774.827,0,0,0,0,0,155.962,0,0,0,0,0,0,15691.974,0,0,0,0,0,0,965.93,15.634,12181.739,Inf,15520.378
"188",2017-12-31,"petrobras_glob","integrada","MM_usd",1997,137229.589106689,0.0145522551878184,0.00123151283261959,0,204235,60147,0,0,0,0,169,0,0,-1828,8489,0,42521,0,0,0,0,0,0,176650,0,0,0,0,0,0,9045,6665,88827,7.08528684179526,127464
"189",2017-12-31,"tecpetrol","produccion","MM_pesos",-833.092,5905.78910153609,-0.141063621757728,-0.114886086911489,0,16193.566,4575.772,0,0,0,0,-786.94,NA,0,154.599,255.961,0,9787.997,0,0,0,0,0,0,15376.138,0,0,0,0,682.042,0,1102.77,0,4956.251,17.8768327987467,5588.141
"190",2017-12-31,"TGN","transporte","MM_pesos",1183.49,21004.277,0.056345191029427,0.056345191029427,0,23422.379,1698.458,0,0,0,0,841.856,0,0,0,0,0,677.206,0,0,0,0,0,0,21696.171,0,0,0,0,0,0,547.259,14.688,3875.276,Inf,21004.277
"191",2017-12-31,"TGS","transporte","MM_pesos",4148.296,5274.823,0.78643321301966,0.78643321301966,0,6513.588,6523.317,0,0,0,0,2793.266,0,0,0,0,0,1194.612,0,0,0,0,0,0,6480.361,0,0,0,0,0,0,1104.77,10.926,12246.664,Inf,5274.823
"192",2017-12-31,"YPF","integrada","MM_pesos",8703,339703.308693558,0.0256194148754991,0.0373031397566729,0,383420,211812,45911,185,0,0,12672,0,0,3969,27291,0,59529,15075,114686,5753,29640,0,353185,382630,39336,2794,728,151727,17638,0.432,11295,12144,252813,7.76123996922062,310957
"193",2018-12-31,"camuzzi_pamp","distribución","MM_pesos",3884.08684,7750.21717774528,0.501158451553221,0.363641074355017,19666.874804,12556.380441,11918.304696,0,0,391.581781,0,2818.297301,0,0,-1065.789539,125.565652,0,834.183993,0,0,0,0,0,0,8530.657247,0,0,0,0,0,0,1439.299049,86.985506,18399.355713,94.9169180119417,7609.487748
"194",2018-12-31,"chevron","integrada","MM_usd",20575,174911,0.11763125246554,0.0849574926676996,253863,0,145764,0,0,0,155640,14860,0,0,-5715,5704,28733,0,0,0,0,0,98221,0,169207,0,0,0,0,0,1.58458985349365,0,0,166339,25.554698457223,169207
"195",2018-12-31,"metrogas","distribución","MM_pesos",-46.612,21321.429,-0.00218615740999349,-0.00218615740999349,0,28233.94,25016.775,0,0,0,0,-0.66,0,0,0,0,0,2359.957,0,0,0,0,0,0,23855.254,0,0,0,0,0,0,1658.858,173.868,32719.837,Inf,21321.429
"196",2018-12-31,"petrobras_glob","integrada","MM_usd",12098,133525.286847538,0.0906045610208181,0.0555250632673454,0,185006,61517,0,0,0,0,7414,0,0,-4684,8987,0,28926,0,0,0,0,0,0,157383,0,0,0,0,0,0,8839,5210,95584,6.84510960275954,123247
"197",2018-12-31,"tecpetrol","produccion","MM_pesos",1660.711,54139.3036905869,0.030674775750556,0.0690566879353869,0,67583.445,20499.875,0,0,0,0,3792.088,NA,0,2077.97,847.572,0,9237.447,0,0,0,0,0,0,62487.893,0,0,0,0,0,0,998.56,0,29029.576,24.186588278046,53250.446
"198",2018-12-31,"TGN","transporte","MM_pesos",2564.542,33094.378,0.077491772167466,0.077491772167466,0,39327.977,6008.603,0,0,0,0,3721.943,0,0,0,0,0,2155.706,0,0,0,0,0,0,35558.844,0,0,0,0,0,0,992.195,308.76,11862.051,Inf,33094.378
"199",2018-12-31,"TGS","transporte","MM_pesos",11429.007,32586.828,0.350724746821016,0.350724746821016,0,38779.711,16188.31,0,0,0,0,11415.863,0,0,0,0,0,5991.343,0,0,0,0,0,0,38685.519,0,0,0,0,0,0,1912.95,107.348,34062.67,Inf,32586.828
"200",2018-12-31,"YPF","integrada","MM_pesos",90144,647094.392852574,0.139305796798238,0.0596605385959441,0,785601,359570,84225,3373,0,0,38606,0,0,-51538,53324,0,124381,17417,219510,6999,26118,0,631659,740103,64826,789,40,270252,31813,0.574,26847,25933,435820,6.74311754557047,589789
