indice_tiempo,produccion_gas_natural,total,residencial,comercial,entes_oficiales,industria,centrales_electricas,sdb,gnc,metrogas,gas_natural_fenosa,distrib_gas_del_centro_ecogas,distrib_gas_cuyana_ecogas,litoral_gas,gasnea,redengas,gasnor,camuzzi_gas_pampeana,camuzzi_gas_del_sur
2007-07-01,4485.0389069500025,3608.376,1632.299,177.519,69.245,718.684,682.857,102.666,225.106,677.733,505.968,229.692,235.852,325.35,27.554,10.203,364.631,526.285,705.108
2007-08-01,4445.889927810002,3560.013,1542.691,179.522,71.68,800.215,621.983,96.477,247.445,668.854,505.76,224.187,244.094,320.156,27.043,6.001,349.526,554.769,659.623
2007-09-01,4319.43679549,3286.038,818.462,107.594,44.88,1000.346,1019.979,59.401,235.376,756.776,331.672,164.885,191.603,310.646,18.647,7.234,332.693,620.671,551.211
2007-10-01,4212.069068485003,3197.871,521.985,82.213,27.254,1162.205,1119.53,42.005,242.679,750.196,298.955,180.042,171.259,362.59,16.144,7.554,329.354,611.852,469.925
2007-11-01,3996.41683028,3073.134,410.691,73.405,20.988,1145.284,1155.727,33.003,234.036,748.919,280.342,186.631,166.259,354.629,14.657,5.216,314.945,597.348,404.188
2007-12-01,4251.0477590750015,3205.606,267.788,59.025,13.553,1181.425,1412.237,26.026,245.552,816.524,251.973,206.124,177.693,349.912,13.322,4.387,330.318,601.864,453.489
2008-01-01,4157.115139977999,3103.092,241.816,57.231,10.376,1117.393,1422.101,30.175,224.0,765.654,229.233,202.729,181.133,336.803,13.254,3.876,340.962,569.148,460.3
2008-02-01,3957.374978371999,3028.268,229.447,55.115,10.98,1128.218,1361.108,30.745,212.655,729.532,221.559,181.726,185.158,296.217,13.56,3.796,329.071,615.976,451.673
2008-03-01,4248.096538852,3194.621,301.611,68.565,12.474,1186.61,1365.489,34.482,225.39,776.242,253.718,189.925,189.876,317.593,14.387,4.633,331.692,628.092,488.463
2008-04-01,4088.4564564420016,3130.265,545.619,83.169,24.795,1126.484,1081.828,46.085,222.285,661.328,303.749,167.161,185.292,343.719,16.149,4.865,302.373,590.128,555.501
2008-05-01,4128.7189459679985,3248.325,970.045,116.215,42.792,990.14,827.224,69.327,232.582,626.666,407.25,181.115,212.588,319.451,20.796,6.549,312.6,588.788,572.522
2008-06-01,4232.948246521,3456.095,1488.45,162.178,63.528,816.999,601.996,96.91,226.034,604.679,485.602,218.543,239.791,308.515,25.408,10.171,339.724,586.783,636.879
2008-07-01,4401.375705034036,3630.953,1265.442,145.56,61.174,906.779,926.686,88.657,236.655,748.82,430.126,204.648,241.057,324.728,22.838,8.159,339.23,612.606,698.741
2008-08-01,4470.120476579,3563.991,1312.94,153.446,64.667,991.208,715.034,90.677,236.019,711.468,455.01,199.485,237.788,301.599,24.35,8.333,316.37,706.47,603.118
2008-09-01,4257.384474233998,3354.827,979.739,128.134,48.542,1102.975,801.72,66.143,227.574,714.773,396.401,176.535,206.719,340.534,20.072,6.558,315.226,658.646,519.363
2008-10-01,4252.486360523001,3199.277,575.702,90.509,28.625,1186.122,1040.486,44.632,233.201,752.695,337.923,178.986,177.896,353.832,15.707,5.004,311.844,617.342,448.048
2008-11-01,4026.5288219269983,3045.562,321.209,69.831,22.792,1062.006,1319.596,29.859,220.269,716.432,272.911,189.663,182.252,345.215,13.3,4.13,309.435,606.124,406.1
2008-12-01,4079.132487873,3178.315,288.601,76.857,12.046,1020.14,1518.659,30.215,231.797,786.632,283.147,201.716,183.299,339.947,13.945,3.938,317.978,623.786,423.927
2009-01-01,4067.9133354,3130.421,247.171,79.707,10.829,1036.086,1510.674,32.818,213.136,786.157,264.223,186.209,194.333,342.033,12.517,3.595,310.493,613.649,417.212
2009-02-01,3719.3315126999996,2932.27,233.852,72.216,11.795,985.827,1400.183,32.836,195.561,708.493,255.243,160.549,184.678,342.835,11.782,3.468,311.082,563.656,390.484
2009-03-01,4196.197348100001,3264.43,293.588,67.811,14.929,1063.334,1571.297,35.631,217.84,811.84,304.862,151.889,172.08,394.807,14.353,4.248,325.768,620.203,464.38
2009-04-01,4064.7973844000003,3220.655,412.801,77.607,20.129,1074.945,1382.085,39.398,213.69,744.918,269.215,146.328,180.151,395.036,14.939,4.263,306.707,635.964,523.134
2009-05-01,4196.6074216,3441.835,846.431,121.045,39.858,1051.4,1096.418,62.154,224.529,756.441,343.707,176.32,202.483,347.309,18.868,6.353,333.899,678.413,578.042
2009-06-01,4167.7501066,3474.495,1379.089,155.808,63.64,941.904,620.595,94.266,219.193,673.043,431.652,200.333,230.834,336.794,27.262,9.981,360.218,625.662,578.716
2009-07-01,4284.2840331,3616.826,1570.257,172.236,65.418,871.072,612.023,106.86,218.96,674.29,454.725,222.858,250.211,343.045,29.415,10.728,343.119,647.447,640.988
2009-08-01,4017.1155306999995,3282.415,1093.382,147.466,58.391,906.356,766.659,82.19,227.971,679.506,367.011,179.886,189.608,318.559,24.058,10.068,337.597,583.138,592.984
2009-09-01,3994.4270371000002,3260.072,1016.43,129.552,48.797,1029.724,741.664,69.453,224.452,707.93,391.621,174.109,191.052,327.201,21.429,6.511,279.563,664.263,496.393
2009-10-01,4116.822337300001,2998.994,635.492,98.07,32.856,1056.426,898.842,49.22,228.088,697.091,339.921,155.137,169.116,347.008,17.168,6.534,277.467,555.421,434.131
2009-11-01,3729.9215706,2736.319,405.835,84.536,21.17,1064.889,908.681,34.151,217.057,582.384,267.84,151.091,172.395,339.816,15.058,5.578,301.668,523.898,376.591
2009-12-01,3864.0818208999985,2670.255,335.218,72.314,14.468,1058.052,927.184,30.627,232.392,637.527,273.015,143.677,169.202,325.507,14.583,4.939,284.318,520.555,296.932
2010-01-01,3884.0516469000004,2879.41,267.988,62.621,10.895,1062.4,1231.299,34.727,209.48,746.717,270.437,164.784,164.24,338.242,13.348,4.823,302.022,596.879,277.918
2010-02-01,3621.9457373,2756.058,259.977,61.928,11.836,1028.576,1162.315,36.341,195.085,687.516,270.94,147.793,160.04,338.563,14.094,4.204,265.103,572.381,295.424
2010-03-01,3943.1644223999997,2978.803,334.491,62.369,23.01,1097.121,1201.363,40.91,219.539,717.896,319.513,158.62,178.395,319.839,21.115,8.734,285.024,557.394,412.273
2010-04-01,3814.6619478,2944.276,575.382,88.912,26.989,1029.878,959.378,46.645,217.092,651.935,331.042,172.381,190.805,354.976,17.466,4.47,282.092,520.472,418.637
2010-05-01,4107.18554,3328.121,961.938,125.917,44.605,1085.608,812.229,71.17,226.654,624.67,366.795,219.469,222.547,412.322,23.183,6.156,306.196,646.157,500.626
2010-06-01,4002.7757842000005,3345.324,1375.567,152.004,62.805,886.958,547.969,99.221,220.8,579.014,438.603,254.038,235.421,336.461,26.545,10.59,296.215,605.232,563.205
2010-07-01,4160.354847199999,3522.913,1666.581,180.154,68.203,731.545,531.36,112.295,232.775,623.539,512.844,262.891,272.829,321.295,29.571,10.357,296.567,587.905,605.115
2010-08-01,4152.3150673,3512.623,1465.642,160.529,69.28,826.894,664.682,102.37,223.226,697.947,458.97,255.759,254.311,385.451,29.202,9.468,279.84,529.63,612.045
2010-09-01,3938.797734300001,3227.583,935.464,118.223,45.963,1025.177,803.737,70.921,228.098,664.232,367.151,214.605,198.457,391.266,22.285,7.755,270.369,552.315,539.148
2010-10-01,3963.1875826000005,3093.126,613.636,93.362,31.048,1103.832,969.335,49.334,232.579,648.857,351.402,201.644,181.253,435.364,19.357,5.874,239.869,569.93,439.576
2010-11-01,3712.0198022,3023.962,396.665,78.015,19.769,1091.94,1180.624,33.748,223.201,733.113,357.581,205.58,160.448,379.17,17.18,5.024,253.199,524.098,388.569
2010-12-01,3807.1236335999993,3195.377,329.018,63.975,14.132,1067.852,1455.097,29.667,235.636,790.979,336.337,225.549,168.377,394.333,15.959,5.259,311.807,559.065,387.712
2011-01-01,3816.9560116999996,3181.654,260.721,66.234,11.207,1091.555,1493.837,41.352,216.748,760.607,264.071,230.524,174.9,398.596,15.016,4.052,310.839,601.642,421.407
2011-02-01,3456.9997534000004,2932.602,270.931,61.217,10.506,1038.203,1306.84,42.092,202.813,698.6,245.101,182.029,171.956,350.327,16.279,5.871,287.685,544.52,430.234
2011-03-01,3768.1227552000005,3189.522,360.901,70.841,15.621,1155.888,1311.069,49.748,225.454,702.578,341.631,205.504,186.257,421.15,19.771,6.054,291.118,492.741,522.718
2011-04-01,3612.7237586,3108.269,523.91,81.829,24.648,1104.075,1097.147,53.649,223.011,629.756,367.523,179.391,188.616,427.388,19.503,5.272,253.645,495.837,541.338
2011-05-01,3874.4786738,3392.709,1053.511,122.537,46.145,1121.84,730.809,86.215,231.652,617.407,407.366,208.924,225.236,361.202,26.439,7.988,307.652,602.039,628.456
2011-06-01,3817.5209032,3525.18,1500.041,155.542,64.755,868.912,590.074,116.338,229.518,616.451,470.718,263.371,261.706,341.301,30.638,10.935,320.681,600.902,608.477
2011-07-01,3921.5124733999996,3665.128,1699.05,175.732,72.02,801.587,547.485,128.721,240.533,684.032,494.171,287.028,285.22,358.383,33.915,11.497,304.624,601.19,605.068
2011-08-01,3959.7704837999995,3787.543,1627.358,169.082,69.958,889.276,667.395,122.699,241.775,737.133,525.311,274.661,265.462,373.376,31.878,11.426,300.722,651.209,616.365
2011-09-01,3818.0387925,3479.682,919.234,121.748,48.508,1103.173,971.446,80.597,234.976,721.382,436.671,224.6,193.804,434.857,23.039,7.092,271.467,637.406,529.364
2011-10-01,3921.3205535,3489.087,663.403,94.454,31.458,1186.351,1210.296,62.337,240.788,741.649,407.438,221.698,184.692,406.622,20.78,6.212,288.793,669.4,541.803
2011-11-01,3742.3946463,3264.681,360.47,68.938,16.86,1068.633,1471.968,46.43,231.382,778.361,329.996,217.641,189.332,407.3,17.659,5.616,305.183,570.283,443.31
2011-12-01,3817.7148111000006,3319.365,312.559,66.847,13.888,1082.214,1553.058,48.361,242.438,780.535,359.547,234.073,191.808,407.193,18.563,7.351,317.853,575.728,426.714
2012-01-01,3814.0730472,3390.724,255.463,73.055,10.66,1046.301,1735.595,48.185,221.465,801.931,318.272,247.104,198.183,427.721,20.182,8.721,338.463,600.636,429.511
2012-02-01,3466.2463227000003,3156.413,279.65,70.614,14.106,989.315,1541.205,50.493,211.03,722.874,316.848,219.545,182.947,376.888,18.745,7.986,310.584,559.952,440.044
2012-03-01,3752.6056746,3266.085,383.994,76.53,17.404,1054.899,1449.731,48.251,235.276,724.864,367.555,215.313,178.743,431.515,19.019,6.788,314.152,527.145,480.991
2012-04-01,3673.3051546,3236.365,658.017,92.966,28.531,1020.875,1145.871,64.484,225.621,628.962,360.931,206.734,180.2,435.175,21.65,6.619,271.547,566.482,558.065
2012-05-01,3796.3779821,3635.42,1014.939,128.464,48.217,1027.104,1089.996,92.745,233.955,664.206,437.336,252.926,227.773,426.869,25.444,8.817,314.446,628.269,649.334
2012-06-01,3648.9464034000002,3656.928,1593.263,162.058,63.838,814.485,665.809,122.567,234.908,646.502,500.159,249.08,259.588,357.289,32.204,11.278,328.555,613.349,658.924
2012-07-01,3764.9509104,3929.257,1893.755,197.866,81.005,744.102,627.441,140.454,244.634,763.21,551.056,253.708,283.905,381.253,38.15,12.934,338.276,661.534,645.231
2012-08-01,3764.320747800001,3909.3,1492.791,165.283,70.206,864.704,956.523,118.369,241.424,777.115,558.035,253.409,270.549,452.165,33.658,10.648,328.548,643.639,581.534
2012-09-01,3637.9065500999995,3568.887,1021.294,122.899,43.871,965.746,1098.79,85.197,231.09,733.927,474.907,211.746,205.175,443.188,24.035,7.142,309.115,621.477,538.175
2012-10-01,3712.0631576,3376.547,693.609,99.485,32.488,1073.906,1171.64,68.045,237.374,664.88,396.463,224.491,187.92,458.947,21.719,6.694,299.106,652.589,463.738
2012-11-01,3515.9205089999996,3254.056,399.473,78.95,19.004,1031.537,1443.946,51.189,229.957,724.107,368.989,245.117,158.778,447.18,20.81,8.988,323.468,548.601,408.018
2012-12-01,3576.9776797,3172.315,345.573,74.793,14.856,1028.282,1423.812,46.752,238.247,749.786,351.618,217.463,159.654,419.974,17.656,6.702,328.832,550.488,370.142
2013-01-01,3553.7503825999997,3403.438,275.471,67.595,10.165,1061.954,1718.916,50.642,218.695,784.579,327.618,215.168,189.38,492.57,19.121,7.313,326.973,661.361,379.355
2013-02-01,3227.568136900001,3113.606,280.52,58.138,10.9,970.621,1538.652,53.169,201.606,685.585,295.52,218.49,174.044,413.464,19.577,8.619,310.574,601.607,386.126
2013-03-01,3459.7382878999997,3341.298,470.709,77.058,17.446,1115.484,1373.569,56.159,230.873,733.252,367.55,208.311,191.043,434.781,18.953,6.047,305.917,628.231,447.213
2013-04-01,3375.4293226999994,3372.132,550.48,85.461,23.468,1114.318,1315.524,63.077,219.804,638.839,357.697,203.098,193.104,483.993,20.626,6.775,301.02,649.851,517.129
2013-05-01,3547.8549007999995,3786.155,1163.97,131.865,47.119,1084.288,1017.533,108.502,232.878,670.109,426.042,240.484,234.849,411.225,32.679,14.006,340.02,710.385,706.356
2013-06-01,3451.2753040999996,3706.143,1513.07,166.831,61.573,882.745,726.437,126.914,228.573,602.646,469.679,259.018,256.669,354.785,34.646,13.11,329.143,675.97,710.477
2013-07-01,3548.431131299999,4037.899,1805.888,187.912,76.272,825.815,760.665,142.658,238.689,705.354,501.371,299.54,290.488,430.372,32.829,12.434,336.241,675.362,753.908
2013-08-01,3573.3942142999995,4034.705,1661.116,177.237,75.171,936.45,803.625,134.572,246.534,692.93,511.982,262.078,277.279,420.662,35.875,12.631,341.311,709.358,770.599
2013-09-01,3461.4569502,3690.17,1315.163,147.389,55.402,988.462,850.742,104.242,228.77,708.132,420.481,225.046,232.494,448.013,27.628,8.801,288.706,704.153,626.716
2013-10-01,3551.8188968999993,3573.383,694.88,100.457,35.206,1125.036,1307.561,68.686,241.557,725.365,342.925,234.756,201.01,543.921,20.583,6.813,288.539,689.905,519.566
2013-11-01,3440.6905823999996,3375.665,440.54,80.484,20.128,1153.778,1398.127,50.645,231.963,638.086,328.906,267.296,211.078,497.625,17.527,5.632,275.716,637.632,496.167
2013-12-01,3516.8806668999996,3480.177,319.236,63.207,13.054,1132.408,1660.322,52.817,239.133,617.592,337.926,283.326,220.357,527.653,20.092,8.744,329.553,623.745,511.189
2014-01-01,3540.1918753999994,3403.833,298.699,62.344,12.406,1079.28,1671.902,57.291,221.911,642.785,335.764,213.351,183.754,524.432,20.75,9.672,338.651,650.535,484.139
2014-02-01,3191.6594644000006,3134.498,310.882,66.18,13.082,1010.489,1472.796,56.104,204.965,556.318,306.272,195.514,177.083,479.638,19.117,8.22,325.482,620.942,445.912
2014-03-01,3477.9373797999992,3477.265,433.218,73.085,17.537,1178.265,1484.992,58.004,232.164,633.318,363.058,194.473,188.548,489.849,19.684,6.833,332.925,698.244,550.333
2014-04-01,3256.0370791,3478.581,707.599,97.434,28.354,1117.067,1222.473,77.211,228.443,605.854,343.417,206.141,209.323,470.985,21.494,6.9,314.949,660.166,639.352
2014-05-01,3543.9826722999996,3817.344,1168.812,136.437,51.041,1103.203,1012.815,104.879,240.157,682.823,428.207,255.703,235.634,414.499,28.745,8.969,316.298,706.775,739.691
2014-06-01,3434.5015341,3879.703,1633.967,170.908,65.692,915.93,726.212,132.056,234.938,652.079,471.786,268.683,270.646,349.068,35.058,11.35,358.798,671.05,791.185
2014-07-01,3574.3746239,4014.208,1741.661,182.775,76.296,882.477,746.789,142.225,241.985,655.051,520.164,271.797,286.659,414.065,36.518,11.819,341.55,680.686,795.899
2014-08-01,3558.8767690000004,3966.325,1375.829,160.252,64.991,973.295,1029.707,113.563,248.688,708.924,471.447,213.18,257.482,491.373,30.048,9.41,342.716,711.764,729.981
2014-09-01,3455.6314371000003,3630.923,951.267,126.468,47.215,1063.149,1112.234,86.27,244.32,607.039,434.363,179.775,210.108,505.763,24.318,7.117,336.511,649.885,676.044
2014-10-01,3482.3186286,3506.801,685.256,97.929,32.616,1075.483,1292.361,69.794,253.362,575.973,391.107,198.328,185.735,497.935,27.295,7.933,371.597,641.073,609.825
2014-11-01,3419.4357710999993,3162.58,439.472,82.347,19.441,1033.528,1287.914,54.015,245.863,543.238,334.634,178.951,174.271,484.273,18.069,6.019,331.186,585.996,505.943
2014-12-01,3549.0779382,3277.47,361.025,69.759,13.012,1045.483,1482.712,49.758,255.721,602.014,330.286,200.886,181.999,508.221,18.338,6.95,358.405,586.475,483.896
2015-01-01,3595.407080199999,3316.064,309.457,64.838,12.06,1083.605,1549.196,55.813,241.095,600.891,315.593,215.395,186.426,497.615,18.602,7.203,358.586,608.436,507.317
2015-02-01,3229.3737407000003,3036.618,300.684,59.748,10.396,949.384,1436.126,57.806,222.474,566.166,266.962,199.031,181.252,440.654,18.98,6.86,339.285,526.08,491.348
2015-03-01,3612.2110882000006,3484.729,369.376,71.814,13.963,1119.969,1603.016,60.549,246.042,637.512,330.031,223.315,192.471,478.862,22.111,8.796,400.003,608.353,583.275
2015-04-01,3515.6458600999995,3597.771,530.249,84.554,23.084,1137.331,1503.675,77.241,241.637,622.839,364.295,233.223,197.714,464.576,25.226,11.656,402.626,670.206,605.41
2015-05-01,3669.9015583,3939.284,965.635,120.971,41.897,1113.978,1349.595,99.693,247.515,620.197,406.263,278.806,225.497,461.267,28.054,11.62,389.752,792.151,725.677
2015-06-01,3540.0997093999995,3882.938,1483.394,164.061,63.182,908.062,890.816,126.81,246.613,602.04,455.831,257.631,263.93,421.876,31.816,10.016,367.45,692.264,780.084
2015-07-01,3637.0845770999995,4390.187,1725.64,182.939,71.16,962.642,1044.854,144.267,258.685,674.017,564.443,284.817,299.711,649.124,38.283,12.09,371.987,734.491,761.224
2015-08-01,3715.7326113,4049.601,1411.922,163.378,64.214,1001.233,1030.214,125.755,252.885,653.11,490.325,273.597,268.501,531.7,29.483,9.68,369.356,700.969,722.88
2015-09-01,3539.3153248999997,3789.9,1204.299,137.705,52.041,1036.244,1004.196,103.989,251.426,632.855,450.832,226.132,222.092,506.023,29.381,8.292,343.21,689.932,681.151
2015-10-01,3706.5884712,3671.803,1036.568,127.396,44.325,1181.94,925.975,92.574,263.025,624.723,402.229,221.257,237.652,460.191,25.124,7.282,342.716,721.859,628.77
2015-11-01,3556.9072647000003,3170.012,508.985,83.124,20.131,1099.744,1154.84,54.225,248.963,568.487,368.964,191.623,185.516,464.495,18.41,5.336,338.151,557.863,471.167
2015-12-01,3587.2653246000013,3241.65,382.792,73.478,14.178,1038.308,1423.681,48.699,260.514,586.745,330.46,194.119,169.745,526.788,17.281,5.787,360.299,565.73,484.696
2016-01-01,3711.4115440000005,3461.245,295.225,63.907,10.633,1058.429,1737.072,56.31,239.669,594.005,299.497,220.509,175.174,584.385,19.015,8.492,388.577,631.388,540.203
2016-02-01,3483.4962686000003,3282.019,288.724,61.755,10.748,1026.774,1607.197,56.935,229.886,488.172,272.428,218.113,169.44,526.915,18.868,9.043,356.653,674.824,547.563
2016-03-01,3782.0230197,3342.153,392.135,71.362,13.857,1077.307,1479.947,56.997,250.548,638.339,293.558,213.298,184.754,445.553,21.168,6.634,349.899,626.133,562.817
2016-04-01,3687.5998853000033,3556.989,818.209,109.696,30.37,1030.114,1253.668,81.235,233.697,626.594,288.42,233.595,208.291,495.504,24.28,7.914,340.008,637.969,694.414
2016-05-01,3852.5174742000004,4207.887,1511.654,140.587,60.006,1059.591,1070.636,124.914,240.499,605.168,471.169,261.775,268.01,488.736,36.224,10.802,393.867,800.994,871.142
2016-06-01,3721.520078799997,4204.548,1765.679,185.275,67.46,804.877,997.584,149.636,234.037,650.599,507.872,275.813,291.603,481.461,40.497,14.386,414.282,684.719,843.316
2016-07-01,3894.3957467000023,4322.743,1761.023,173.666,74.937,975.668,944.708,151.764,240.977,686.55,492.627,290.321,284.167,434.769,40.236,13.876,398.769,798.313,883.115
2016-08-01,3870.624751400001,4169.81,1373.559,158.417,63.676,975.148,1244.587,116.911,237.512,713.63,459.917,244.074,233.398,507.785,30.915,8.8,359.403,780.088,831.8
2016-09-01,3719.8242270999986,3843.678,1072.649,137.493,67.198,977.256,1249.985,109.213,229.884,677.743,456.797,233.972,212.746,501.661,28.3,7.971,322.855,682.497,719.136
2016-10-01,3863.0572179999963,3670.415,775.82,112.298,41.983,1043.888,1386.19,77.213,233.023,641.755,376.046,211.153,174.068,574.408,21.243,6.227,313.451,763.708,588.356
2016-11-01,3637.0183453000004,3219.169,451.676,85.518,23.455,1035.42,1337.408,61.276,224.416,546.634,346.797,185.14,145.452,529.392,17.408,5.062,319.986,612.605,510.693
2016-12-01,3764.3173019999986,3404.857,328.656,68.111,14.381,1019.76,1693.507,47.977,232.465,575.903,314.225,193.138,159.871,538.807,17.733,6.274,381.665,672.658,544.583
2017-01-01,3815.974107399997,3450.444,301.787,60.508,10.906,1002.12,1810.354,51.536,213.233,623.973,288.797,204.041,174.001,558.347,17.514,6.458,382.568,683.681,511.064
2017-02-01,3273.8682474,3008.355,270.033,53.029,12.763,933.321,1489.417,53.292,196.5,574.176,262.414,179.421,161.055,462.134,16.365,5.645,332.568,570.377,444.2
2017-03-01,3788.793731000005,3411.54,396.281,67.595,17.994,1120.878,1529.226,58.023,221.543,640.647,350.762,198.513,182.795,477.907,21.906,6.337,340.001,643.417,549.255
2017-04-01,3698.5918271999994,3547.867,635.518,90.812,29.435,1105.853,1401.912,73.8,210.537,611.765,319.154,207.772,205.351,459.39,19.74,5.867,313.171,744.817,660.84
2017-05-01,3785.3830863000057,4162.504,1064.383,127.93,46.915,1073.977,1527.051,106.83,215.418,741.295,452.375,255.705,232.962,580.45,25.075,8.757,367.165,764.503,734.217
2017-06-01,3668.7386191999963,4203.728,1474.892,165.392,66.866,990.719,1164.421,129.961,211.477,657.473,429.31,259.038,263.571,537.257,33.31,10.503,408.165,776.95,828.151
2017-07-01,3825.1698464999968,4503.298,1581.849,172.278,69.225,981.816,1333.324,147.453,217.353,699.898,465.389,278.263,276.686,595.112,33.659,11.326,445.041,820.581,877.343
2017-08-01,3838.4593435000006,4370.757,1313.901,155.354,70.811,998.344,1488.656,124.849,218.842,794.793,462.613,261.546,256.008,586.317,29.951,8.827,396.037,767.491,807.174
2017-09-01,3702.5211063000047,3915.021,1023.364,125.546,50.556,1030.883,1371.706,102.362,210.604,686.616,408.812,239.753,219.413,558.408,23.626,9.014,338.337,729.025,702.017
2017-10-01,3869.446687699999,3541.891,703.733,100.793,36.766,1129.982,1273.331,82.966,214.32,627.975,410.292,208.109,186.18,576.793,21.312,5.923,288.001,685.659,531.647
2017-11-01,3575.788363600001,3160.029,487.643,81.363,20.991,1087.381,1213.448,61.496,207.707,576.102,361.489,188.553,159.029,534.91,17.827,4.885,321.333,582.768,413.133
2017-12-01,3813.923597700004,3436.316,352.614,70.414,12.34,1060.581,1675.096,51.351,213.92,642.705,333.116,215.252,168.507,524.638,16.015,4.822,380.382,656.851,494.028
2018-01-01,3845.351160300001,3408.361,305.332,59.524,10.821,1058.688,1718.017,55.902,200.077,712.53,287.668,190.975,172.135,528.244,16.188,4.629,411.027,608.985,475.978
2018-02-01,3495.4661134999997,3193.707,283.79,53.192,9.573,1043.885,1567.427,53.536,182.304,613.142,272.351,183.786,167.369,489.555,15.487,4.211,384.595,609.499,453.712
2018-03-01,3901.8812616,3585.955,403.664,70.98,15.729,1227.813,1602.682,59.035,206.053,657.102,327.479,206.292,176.851,523.524,18.734,4.628,387.069,682.832,601.444
2018-04-01,3877.4332394999997,3639.028,497.89,77.69,22.199,1207.278,1572.198,67.036,194.737,639.447,302.989,187.504,176.353,529.386,17.879,4.493,390.105,696.202,694.669
2018-05-01,3945.4433749000004,4109.629,955.995,114.617,43.402,1138.599,1552.163,104.459,200.394,672.623,412.944,224.268,214.743,672.183,24.695,6.611,368.181,724.997,788.384
2018-06-01,3966.8592974999992,4435.246,1600.534,168.919,62.869,1036.847,1229.598,142.204,194.275,719.217,480.341,290.494,274.433,556.565,34.323,10.57,416.863,751.315,901.126
2018-07-01,4096.3513256,4676.792,1746.056,182.303,77.048,985.835,1331.1,151.545,202.905,819.123,545.175,308.011,293.678,606.932,38.906,12.007,440.615,745.52,866.825
2018-08-01,4147.9534748999995,4573.121,1483.222,159.77,72.901,1038.361,1477.972,134.438,206.458,792.585,541.373,284.902,262.785,662.562,34.574,10.452,405.674,747.398,830.815
2018-09-01,3953.9770483000016,3733.557,834.746,111.472,44.869,1076.303,1382.223,87.994,195.95,608.197,349.342,186.041,184.024,570.336,20.736,5.593,337.802,701.358,770.129
2018-10-01,4103.2846617999985,3539.81,658.256,102.795,35.381,1168.919,1277.84,89.196,207.423,672.524,359.861,176.046,188.416,485.987,19.207,4.967,246.818,696.611,689.372
2018-11-01,3696.8541750999993,3091.799,452.978,78.749,23.014,1083.849,1201.779,52.216,199.214,596.65,325.396,147.87,180.954,423.375,17.115,4.529,249.207,579.306,567.396
2018-12-01,3990.3267274,3097.683,345.912,76.805,13.78,1126.853,1276.402,47.176,210.755,610.581,330.068,153.587,173.806,412.925,16.193,4.179,275.993,603.081,517.271
2019-01-01,4000.160172199998,3243.938,306.361,82.932,11.18,1106.312,1479.878,63.461,193.813,634.216,310.145,165.041,179.75,462.579,17.206,4.772,290.075,649.416,530.739
2019-02-01,3770.5419065999986,3131.658,278.388,80.342,10.635,1093.022,1425.758,59.56,183.953,592.42,314.097,155.788,166.262,429.305,16.859,4.825,263.883,638.441,549.778
2019-03-01,4014.083362699992,3155.832,405.201,99.218,15.609,1145.637,1231.479,52.438,206.249,610.24,289.304,160.238,185.045,423.973,18.545,4.8,232.607,613.119,617.961
2019-04-01,3948.813895099998,3111.991,499.207,95.504,21.843,1131.005,1098.796,66.781,198.856,560.418,253.853,156.91,177.272,450.276,18.238,4.913,192.897,612.058,685.155
2019-05-01,4245.744988399994,3761.735,957.851,130.692,45.922,1096.542,1229.611,92.62,208.497,665.785,331.786,202.08,214.195,529.696,23.783,6.66,287.469,681.605,818.676
2019-06-01,4199.8291937999975,4087.507,1276.524,152.187,58.361,1000.384,1279.441,117.893,202.717,691.514,373.239,244.482,255.841,563.831,25.82,8.173,344.425,720.326,859.857
2019-07-01,4476.923858099997,4679.384,1575.674,184.355,75.379,959.95,1536.585,132.157,215.284,842.384,555.366,298.997,294.755,610.594,32.449,10.425,377.83,744.286,912.298
2019-08-01,4477.049750000008,4329.759,1405.368,170.036,73.809,974.87,1367.689,121.87,216.117,833.546,517.394,242.118,246.47,519.695,32.373,9.676,304.993,689.844,933.649
2019-09-01,4137.976603700001,3766.276,1035.295,137.902,56.624,1079.027,1152.457,97.503,207.468,775.964,411.948,202.666,210.619,424.627,26.99,6.925,236.744,728.325,741.469
2019-10-01,4336.8476105,3543.063,731.601,110.451,38.258,1223.256,1146.569,76.865,216.062,700.468,393.914,163.461,197.283,394.224,21.919,6.239,227.893,758.827,678.836
2019-11-01,3809.476974199998,3084.266,389.828,105.857,20.099,1228.982,1078.249,50.594,210.657,517.187,322.812,134.018,164.991,398.062,15.594,4.318,238.698,697.916,590.671
2019-12-01,3932.7872712,3276.59,336.319,110.774,13.37,1247.948,1299.3,48.817,220.062,681.68,282.75,164.244,183.95,395.087,15.464,4.485,238.653,755.024,555.254
2020-01-01,4037.1344396,3364.613,294.386,73.152,10.951,1282.02,1444.09,52.661,207.354,667.748,266.539,165.754,194.123,412.917,17.532,3.995,276.295,793.343,566.367
2020-02-01,3703.7013452,3182.388,291.102,73.06,10.906,1280.732,1274.346,53.215,199.027,595.211,255.125,156.001,169.806,476.392,17.814,3.896,256.63,764.249,487.263
2020-03-01,3925.1904484999995,3306.96,333.327,73.895,12.569,1266.063,1425.067,52.409,143.63,658.595,276.364,168.924,177.09,467.764,16.3,3.708,239.076,762.453,536.684
