anio,sector,unidad,variable,valor,fuente
2006,integrada,Millones de pesos 2018,activo_no_corr,568435.2553530365,Bolsar
2006,integrada,Millones de pesos 2018,inventarios,37096.82239554656,Bolsar
2006,integrada,Millones de pesos 2018,ppye,479316.7767935223,Bolsar
2006,integrada,Millones de pesos 2018,ppye_neta,409830.194960162,Bolsar
2006,produccion,Millones de pesos 2018,KTA,135074.1140249314,Bolsar
2006,produccion,Millones de pesos 2018,activo,0.0,Bolsar
2006,produccion,Millones de pesos 2018,activo_no_corr,101265.37023958105,Bolsar
2006,produccion,Millones de pesos 2018,inventarios,2326.150149222024,Bolsar
2006,produccion,Millones de pesos 2018,ppye,562955.9757558049,Bolsar
2006,produccion,Millones de pesos 2018,ppye_neta,132588.99426827006,Bolsar
2006,transporte,Millones de pesos 2018,KTA,91054.45911210559,Bolsar
2006,transporte,Millones de pesos 2018,activo,0.0,Bolsar
2006,transporte,Millones de pesos 2018,activo_no_corr,99119.65272013823,Bolsar
2006,transporte,Millones de pesos 2018,inventarios,0.0,Bolsar
2006,transporte,Millones de pesos 2018,ppye,92921.71367535378,Bolsar
2006,transporte,Millones de pesos 2018,ppye_neta,91054.45911210559,Bolsar
2007,distribucion,Millones de pesos 2018,KTA,31650.902219407973,Bolsar
2007,distribucion,Millones de pesos 2018,activo,14876.083428940427,Bolsar
2007,distribucion,Millones de pesos 2018,activo_no_corr,35536.80216017894,Bolsar
2007,distribucion,Millones de pesos 2018,inventarios,0.0,Bolsar
2007,distribucion,Millones de pesos 2018,ppye,33375.24268776206,Bolsar
2007,distribucion,Millones de pesos 2018,ppye_neta,31650.902219407973,Bolsar
2007,integrada,Millones de pesos 2018,KTA,430780.20775430044,Bolsar
2007,integrada,Millones de pesos 2018,activo,271032.2889242324,Bolsar
2007,integrada,Millones de pesos 2018,activo_no_corr,532838.5407623611,Bolsar
2007,integrada,Millones de pesos 2018,inventarios,45292.6084735958,Bolsar
2007,integrada,Millones de pesos 2018,ppye,457405.8523994995,Bolsar
2007,integrada,Millones de pesos 2018,ppye_neta,382531.5486745862,Bolsar
2007,produccion,Millones de pesos 2018,KTA,149029.70806126116,Bolsar
2007,produccion,Millones de pesos 2018,activo,0.0,Bolsar
2007,produccion,Millones de pesos 2018,activo_no_corr,108503.74190727928,Bolsar
2007,produccion,Millones de pesos 2018,inventarios,2541.157725063834,Bolsar
2007,produccion,Millones de pesos 2018,ppye,519933.5484174539,Bolsar
2007,produccion,Millones de pesos 2018,ppye_neta,146286.73690958525,Bolsar
2007,transporte,Millones de pesos 2018,KTA,78893.39137158716,Bolsar
2007,transporte,Millones de pesos 2018,activo,0.0,Bolsar
2007,transporte,Millones de pesos 2018,activo_no_corr,85701.81333377314,Bolsar
2007,transporte,Millones de pesos 2018,inventarios,0.0,Bolsar
2007,transporte,Millones de pesos 2018,ppye,80796.67079115455,Bolsar
2007,transporte,Millones de pesos 2018,ppye_neta,78893.39137158716,Bolsar
2008,distribucion,Millones de pesos 2018,KTA,25951.95046146144,Bolsar
2008,distribucion,Millones de pesos 2018,activo,12000.386802698416,Bolsar
2008,distribucion,Millones de pesos 2018,activo_no_corr,29231.981842802175,Bolsar
2008,distribucion,Millones de pesos 2018,inventarios,0.0,Bolsar
2008,distribucion,Millones de pesos 2018,ppye,27135.156995179637,Bolsar
2008,distribucion,Millones de pesos 2018,ppye_neta,25951.95046146144,Bolsar
2008,integrada,Millones de pesos 2018,KTA,383094.64452896535,Bolsar
2008,integrada,Millones de pesos 2018,activo,238939.03916372484,Bolsar
2008,integrada,Millones de pesos 2018,activo_no_corr,483134.7164936258,Bolsar
2008,integrada,Millones de pesos 2018,inventarios,51583.34893383432,Bolsar
2008,integrada,Millones de pesos 2018,ppye,400704.83532874624,Bolsar
2008,integrada,Millones de pesos 2018,ppye_neta,328519.1899601548,Bolsar
2008,produccion,Millones de pesos 2018,KTA,133257.53842893333,Bolsar
2008,produccion,Millones de pesos 2018,activo,0.0,Bolsar
2008,produccion,Millones de pesos 2018,activo_no_corr,101076.45985670885,Bolsar
2008,produccion,Millones de pesos 2018,inventarios,2814.5779157478305,Bolsar
2008,produccion,Millones de pesos 2018,ppye,475373.9317994681,Bolsar
2008,produccion,Millones de pesos 2018,ppye_neta,130225.96716796487,Bolsar
2008,transporte,Millones de pesos 2018,KTA,62686.13447155473,Bolsar
2008,transporte,Millones de pesos 2018,activo,0.0,Bolsar
2008,transporte,Millones de pesos 2018,activo_no_corr,68275.2756971673,Bolsar
2008,transporte,Millones de pesos 2018,inventarios,0.0,Bolsar
2008,transporte,Millones de pesos 2018,ppye,65060.71728599552,Bolsar
2008,transporte,Millones de pesos 2018,ppye_neta,62686.13447155473,Bolsar
2009,distribucion,Millones de pesos 2018,KTA,22421.333003758336,Bolsar
2009,distribucion,Millones de pesos 2018,activo,9795.166978179395,Bolsar
2009,distribucion,Millones de pesos 2018,activo_no_corr,26000.508093704822,Bolsar
2009,distribucion,Millones de pesos 2018,inventarios,0.0,Bolsar
2009,distribucion,Millones de pesos 2018,ppye,23847.54750304427,Bolsar
2009,distribucion,Millones de pesos 2018,ppye_neta,22421.333003758336,Bolsar
2009,integrada,Millones de pesos 2018,KTA,336645.1088194282,Bolsar
2009,integrada,Millones de pesos 2018,activo,207975.5520880117,Bolsar
2009,integrada,Millones de pesos 2018,activo_no_corr,238816.44429427883,Bolsar
2009,integrada,Millones de pesos 2018,inventarios,36733.36766723666,Bolsar
2009,integrada,Millones de pesos 2018,ppye,352836.74545417086,Bolsar
2009,integrada,Millones de pesos 2018,ppye_neta,297299.7137394672,Bolsar
2009,produccion,Millones de pesos 2018,KTA,125146.67501954544,Bolsar
2009,produccion,Millones de pesos 2018,activo,0.0,Bolsar
2009,produccion,Millones de pesos 2018,activo_no_corr,108803.56829765755,Bolsar
2009,produccion,Millones de pesos 2018,inventarios,2396.6337501802673,Bolsar
2009,produccion,Millones de pesos 2018,ppye,444656.6497702878,Bolsar
2009,produccion,Millones de pesos 2018,ppye_neta,122552.67770658646,Bolsar
2009,transporte,Millones de pesos 2018,KTA,54239.34463799419,Bolsar
2009,transporte,Millones de pesos 2018,activo,0.0,Bolsar
2009,transporte,Millones de pesos 2018,activo_no_corr,59170.18432155586,Bolsar
2009,transporte,Millones de pesos 2018,inventarios,0.0,Bolsar
2009,transporte,Millones de pesos 2018,ppye,55769.15380231978,Bolsar
2009,transporte,Millones de pesos 2018,ppye_neta,54239.34463799419,Bolsar
2010,distribucion,Millones de pesos 2018,KTA,18157.88517325494,Bolsar
2010,distribucion,Millones de pesos 2018,activo,7981.5730760031565,Bolsar
2010,distribucion,Millones de pesos 2018,activo_no_corr,20973.366654402314,Bolsar
2010,distribucion,Millones de pesos 2018,inventarios,0.0,Bolsar
2010,distribucion,Millones de pesos 2018,ppye,19045.127652570976,Bolsar
2010,distribucion,Millones de pesos 2018,ppye_neta,18157.88517325494,Bolsar
2010,integrada,Millones de pesos 2018,KTA,279368.09399987437,Bolsar
2010,integrada,Millones de pesos 2018,activo,162935.85331691953,Bolsar
2010,integrada,Millones de pesos 2018,activo_no_corr,349167.6891767125,Bolsar
2010,integrada,Millones de pesos 2018,inventarios,35201.7044140469,Bolsar
2010,integrada,Millones de pesos 2018,ppye,303234.3689569596,Bolsar
2010,integrada,Millones de pesos 2018,ppye_neta,241772.78010306647,Bolsar
2010,produccion,Millones de pesos 2018,KTA,186612.92675594272,Bolsar
2010,produccion,Millones de pesos 2018,activo,0.0,Bolsar
2010,produccion,Millones de pesos 2018,activo_no_corr,102046.99912910808,Bolsar
2010,produccion,Millones de pesos 2018,inventarios,1753.9999148752268,Bolsar
2010,produccion,Millones de pesos 2018,ppye,459505.02259735327,Bolsar
2010,produccion,Millones de pesos 2018,ppye_neta,184699.7706280244,Bolsar
2010,transporte,Millones de pesos 2018,KTA,41836.1553981875,Bolsar
2010,transporte,Millones de pesos 2018,activo,0.0,Bolsar
2010,transporte,Millones de pesos 2018,activo_no_corr,47272.968081267965,Bolsar
2010,transporte,Millones de pesos 2018,inventarios,0.0,Bolsar
2010,transporte,Millones de pesos 2018,ppye,43461.41887849421,Bolsar
2010,transporte,Millones de pesos 2018,ppye_neta,41836.1553981875,Bolsar
2011,distribucion,Millones de pesos 2018,KTA,14670.69821726259,Bolsar
2011,distribucion,Millones de pesos 2018,activo,6598.557049620065,Bolsar
2011,distribucion,Millones de pesos 2018,activo_no_corr,17251.060537788082,Bolsar
2011,distribucion,Millones de pesos 2018,inventarios,0.0,Bolsar
2011,distribucion,Millones de pesos 2018,ppye,15575.980970417608,Bolsar
2011,distribucion,Millones de pesos 2018,ppye_neta,14670.69821726259,Bolsar
2011,integrada,Millones de pesos 2018,KTA,254489.66322870206,Bolsar
2011,integrada,Millones de pesos 2018,activo,128152.60414766645,Bolsar
2011,integrada,Millones de pesos 2018,activo_no_corr,368578.91286728263,Bolsar
2011,integrada,Millones de pesos 2018,inventarios,40324.42789959952,Bolsar
2011,integrada,Millones de pesos 2018,ppye,282224.75168721995,Bolsar
2011,integrada,Millones de pesos 2018,ppye_neta,211529.83293548517,Bolsar
2011,produccion,Millones de pesos 2018,KTA,225083.95888644035,Bolsar
2011,produccion,Millones de pesos 2018,activo,0.0,Bolsar
2011,produccion,Millones de pesos 2018,activo_no_corr,97469.96892818908,Bolsar
2011,produccion,Millones de pesos 2018,inventarios,2080.9624489472226,Bolsar
2011,produccion,Millones de pesos 2018,ppye,477748.5151195528,Bolsar
2011,produccion,Millones de pesos 2018,ppye_neta,222801.71286728262,Bolsar
2011,transporte,Millones de pesos 2018,KTA,33033.59676572426,Bolsar
2011,transporte,Millones de pesos 2018,activo,0.0,Bolsar
2011,transporte,Millones de pesos 2018,activo_no_corr,37736.837801102345,Bolsar
2011,transporte,Millones de pesos 2018,inventarios,0.0,Bolsar
2011,transporte,Millones de pesos 2018,ppye,34396.52312166224,Bolsar
2011,transporte,Millones de pesos 2018,ppye_neta,33033.59676572426,Bolsar
2012,distribucion,Millones de pesos 2018,KTA,11891.95411796708,Bolsar
2012,distribucion,Millones de pesos 2018,activo,5192.850983139569,Bolsar
2012,distribucion,Millones de pesos 2018,activo_no_corr,13724.581539125003,Bolsar
2012,distribucion,Millones de pesos 2018,inventarios,0.0,Bolsar
2012,distribucion,Millones de pesos 2018,ppye,12614.178292201372,Bolsar
2012,distribucion,Millones de pesos 2018,ppye_neta,11891.95411796708,Bolsar
2012,integrada,Millones de pesos 2018,KTA,265076.2858540522,Bolsar
2012,integrada,Millones de pesos 2018,activo,88112.98996187864,Bolsar
2012,integrada,Millones de pesos 2018,activo_no_corr,347945.0928488808,Bolsar
2012,integrada,Millones de pesos 2018,inventarios,37144.251352847976,Bolsar
2012,integrada,Millones de pesos 2018,ppye,305994.7634103528,Bolsar
2012,integrada,Millones de pesos 2018,ppye_neta,224511.1690958421,Bolsar
2012,produccion,Millones de pesos 2018,KTA,274455.015071693,Bolsar
2012,produccion,Millones de pesos 2018,activo,0.0,Bolsar
2012,produccion,Millones de pesos 2018,activo_no_corr,138357.07671946925,Bolsar
2012,produccion,Millones de pesos 2018,inventarios,3057.563295753628,Bolsar
2012,produccion,Millones de pesos 2018,ppye,560380.2894784666,Bolsar
2012,produccion,Millones de pesos 2018,ppye_neta,271080.56969064625,Bolsar
2012,transporte,Millones de pesos 2018,KTA,26531.215394625375,Bolsar
2012,transporte,Millones de pesos 2018,activo,0.0,Bolsar
2012,transporte,Millones de pesos 2018,activo_no_corr,29517.454247504364,Bolsar
2012,transporte,Millones de pesos 2018,inventarios,0.0,Bolsar
2012,transporte,Millones de pesos 2018,ppye,27343.494018010886,Bolsar
2012,transporte,Millones de pesos 2018,ppye_neta,26531.215394625375,Bolsar
2013,distribucion,Millones de pesos 2018,KTA,9795.977919043737,Bolsar
2013,distribucion,Millones de pesos 2018,activo,4676.742117635842,Bolsar
2013,distribucion,Millones de pesos 2018,activo_no_corr,10430.13937483219,Bolsar
2013,distribucion,Millones de pesos 2018,inventarios,24.739362371137172,Bolsar
2013,distribucion,Millones de pesos 2018,ppye,10307.181976001324,Bolsar
2013,distribucion,Millones de pesos 2018,ppye_neta,9761.90019235664,Bolsar
2013,integrada,Millones de pesos 2018,KTA,323457.3323107401,Bolsar
2013,integrada,Millones de pesos 2018,activo,77465.53502399461,Bolsar
2013,integrada,Millones de pesos 2018,activo_no_corr,428310.6638104068,Bolsar
2013,integrada,Millones de pesos 2018,inventarios,41554.82707571296,Bolsar
2013,integrada,Millones de pesos 2018,ppye,371858.33282728965,Bolsar
2013,integrada,Millones de pesos 2018,ppye_neta,279354.19091770507,Bolsar
2013,produccion,Millones de pesos 2018,KTA,391502.45911067876,Bolsar
2013,produccion,Millones de pesos 2018,activo,0.0,Bolsar
2013,produccion,Millones de pesos 2018,activo_no_corr,161098.75548921514,Bolsar
2013,produccion,Millones de pesos 2018,inventarios,2513.8609534677576,Bolsar
2013,produccion,Millones de pesos 2018,ppye,731548.3904041897,Bolsar
2013,produccion,Millones de pesos 2018,ppye_neta,388723.8519567587,Bolsar
2013,transporte,Millones de pesos 2018,KTA,20629.422506393472,Bolsar
2013,transporte,Millones de pesos 2018,activo,0.0,Bolsar
2013,transporte,Millones de pesos 2018,activo_no_corr,24502.899772351673,Bolsar
2013,transporte,Millones de pesos 2018,inventarios,0.0,Bolsar
2013,transporte,Millones de pesos 2018,ppye,21393.02726549971,Bolsar
2013,transporte,Millones de pesos 2018,ppye_neta,20629.422506393472,Bolsar
2014,distribucion,Millones de pesos 2018,KTA,6963.8251914817565,Bolsar
2014,distribucion,Millones de pesos 2018,activo,3564.1974370646967,Bolsar
2014,distribucion,Millones de pesos 2018,activo_no_corr,7834.59318475066,Bolsar
2014,distribucion,Millones de pesos 2018,inventarios,9.179812272787537,Bolsar
2014,distribucion,Millones de pesos 2018,ppye,7703.895231504504,Bolsar
2014,distribucion,Millones de pesos 2018,ppye_neta,6951.704108539592,Bolsar
2014,integrada,Millones de pesos 2018,KTA,320313.6966958956,Bolsar
2014,integrada,Millones de pesos 2018,activo,63581.511067526255,Bolsar
2014,integrada,Millones de pesos 2018,activo_no_corr,473642.18069838657,Bolsar
2014,integrada,Millones de pesos 2018,inventarios,38910.88545684564,Bolsar
2014,integrada,Millones de pesos 2018,ppye,413019.58327214135,Bolsar
2014,integrada,Millones de pesos 2018,ppye_neta,279282.93241424294,Bolsar
2014,produccion,Millones de pesos 2018,KTA,341028.00905791536,Bolsar
2014,produccion,Millones de pesos 2018,activo,0.0,Bolsar
2014,produccion,Millones de pesos 2018,activo_no_corr,172736.01746144902,Bolsar
2014,produccion,Millones de pesos 2018,inventarios,2394.195734369849,Bolsar
2014,produccion,Millones de pesos 2018,ppye,730398.8541162106,Bolsar
2014,produccion,Millones de pesos 2018,ppye_neta,338380.5312531613,Bolsar
2014,transporte,Millones de pesos 2018,KTA,14087.36962943216,Bolsar
2014,transporte,Millones de pesos 2018,activo,0.0,Bolsar
2014,transporte,Millones de pesos 2018,activo_no_corr,17566.528991858388,Bolsar
2014,transporte,Millones de pesos 2018,inventarios,0.0,Bolsar
2014,transporte,Millones de pesos 2018,ppye,15246.129136227153,Bolsar
2014,transporte,Millones de pesos 2018,ppye_neta,14087.36962943216,Bolsar
2015,distribucion,Millones de pesos 2018,KTA,5965.462539843205,Bolsar
2015,distribucion,Millones de pesos 2018,activo,3826.0997702600985,Bolsar
2015,distribucion,Millones de pesos 2018,activo_no_corr,6739.728365948931,Bolsar
2015,distribucion,Millones de pesos 2018,inventarios,24.76450377773745,Bolsar
2015,distribucion,Millones de pesos 2018,ppye,6483.217801307617,Bolsar
2015,distribucion,Millones de pesos 2018,ppye_neta,5932.391296383393,Bolsar
2015,integrada,Millones de pesos 2018,KTA,463313.4288918039,Bolsar
2015,integrada,Millones de pesos 2018,activo,59826.785231642985,Bolsar
2015,integrada,Millones de pesos 2018,activo_no_corr,626773.834048275,Bolsar
2015,integrada,Millones de pesos 2018,inventarios,43976.19282174727,Bolsar
2015,integrada,Millones de pesos 2018,ppye,592769.80015609,Bolsar
2015,integrada,Millones de pesos 2018,ppye_neta,415098.82587518456,Bolsar
2015,produccion,Millones de pesos 2018,KTA,329683.61670187337,Bolsar
2015,produccion,Millones de pesos 2018,activo,0.0,Bolsar
2015,produccion,Millones de pesos 2018,activo_no_corr,239684.55116003912,Bolsar
2015,produccion,Millones de pesos 2018,inventarios,322.4584974771742,Bolsar
2015,produccion,Millones de pesos 2018,ppye,861077.607693101,Bolsar
2015,produccion,Millones de pesos 2018,ppye_neta,329283.21070754406,Bolsar
2015,transporte,Millones de pesos 2018,KTA,11140.873338839105,Bolsar
2015,transporte,Millones de pesos 2018,activo,0.0,Bolsar
2015,transporte,Millones de pesos 2018,activo_no_corr,15566.737476109789,Bolsar
2015,transporte,Millones de pesos 2018,inventarios,0.0,Bolsar
2015,transporte,Millones de pesos 2018,ppye,12467.7050664341,Bolsar
2015,transporte,Millones de pesos 2018,ppye_neta,11140.873338839105,Bolsar
2016,distribucion,Millones de pesos 2018,KTA,4599.656128097407,Bolsar
2016,distribucion,Millones de pesos 2018,activo,4961.998765439827,Bolsar
2016,distribucion,Millones de pesos 2018,activo_no_corr,5789.22390372329,Bolsar
2016,distribucion,Millones de pesos 2018,inventarios,29.40590015020204,Bolsar
2016,distribucion,Millones de pesos 2018,ppye,5390.444055154044,Bolsar
2016,distribucion,Millones de pesos 2018,ppye_neta,4563.451931539486,Bolsar
2016,integrada,Millones de pesos 2018,KTA,475096.743698714,Bolsar
2016,integrada,Millones de pesos 2018,activo,53560.21224156681,Bolsar
2016,integrada,Millones de pesos 2018,activo_no_corr,522719.2599270625,Bolsar
2016,integrada,Millones de pesos 2018,inventarios,36551.755838622514,Bolsar
2016,integrada,Millones de pesos 2018,ppye,531085.8696801725,Bolsar
2016,integrada,Millones de pesos 2018,ppye_neta,435267.91518187354,Bolsar
2016,produccion,Millones de pesos 2018,KTA,517571.31720165396,Bolsar
2016,produccion,Millones de pesos 2018,activo,0.0,Bolsar
2016,produccion,Millones de pesos 2018,activo_no_corr,210172.92754017012,Bolsar
2016,produccion,Millones de pesos 2018,inventarios,344.82743854752954,Bolsar
2016,produccion,Millones de pesos 2018,ppye,1017437.292686123,Bolsar
2016,produccion,Millones de pesos 2018,ppye_neta,517136.04248280614,Bolsar
2016,transporte,Millones de pesos 2018,KTA,9334.0141734381,Bolsar
2016,transporte,Millones de pesos 2018,activo,0.0,Bolsar
2016,transporte,Millones de pesos 2018,activo_no_corr,13744.55226429939,Bolsar
2016,transporte,Millones de pesos 2018,inventarios,0.0,Bolsar
2016,transporte,Millones de pesos 2018,ppye,10866.317168232048,Bolsar
2016,transporte,Millones de pesos 2018,ppye_neta,9334.0141734381,Bolsar
2017,distribucion,Millones de pesos 2018,KTA,20019.586721990396,Bolsar
2017,distribucion,Millones de pesos 2018,activo,6504.317190233957,Bolsar
2017,distribucion,Millones de pesos 2018,activo_no_corr,20816.724860452552,Bolsar
2017,distribucion,Millones de pesos 2018,inventarios,52.436413941054155,Bolsar
2017,distribucion,Millones de pesos 2018,ppye,20381.476730997387,Bolsar
2017,distribucion,Millones de pesos 2018,ppye_neta,19955.5940585188,Bolsar
2017,integrada,Millones de pesos 2018,KTA,407310.24790220696,Bolsar
2017,integrada,Millones de pesos 2018,activo,0.0,Bolsar
2017,integrada,Millones de pesos 2018,activo_no_corr,459727.33044983074,Bolsar
2017,integrada,Millones de pesos 2018,inventarios,32722.389482307473,Bolsar
2017,integrada,Millones de pesos 2018,ppye,458780.1065411787,Bolsar
2017,integrada,Millones de pesos 2018,ppye_neta,372842.91767432063,Bolsar
2017,produccion,Millones de pesos 2018,KTA,7081.145109407154,Bolsar
2017,produccion,Millones de pesos 2018,activo,0.0,Bolsar
2017,produccion,Millones de pesos 2018,activo_no_corr,215157.19391504998,Bolsar
2017,produccion,Millones de pesos 2018,inventarios,306.9017454208678,Bolsar
2017,produccion,Millones de pesos 2018,ppye,320019.16349371936,Bolsar
2017,produccion,Millones de pesos 2018,ppye_neta,6700.279443188273,Bolsar
2017,transporte,Millones de pesos 2018,KTA,31509.103566908732,Bolsar
2017,transporte,Millones de pesos 2018,activo,0.0,Bolsar
2017,transporte,Millones de pesos 2018,activo_no_corr,35893.75148230199,Bolsar
2017,transporte,Millones de pesos 2018,inventarios,0.0,Bolsar
2017,transporte,Millones de pesos 2018,ppye,33784.15794088527,Bolsar
2017,transporte,Millones de pesos 2018,ppye_neta,31509.103566908732,Bolsar
2018,distribucion,Millones de pesos 2018,KTA,29071.64617774528,Bolsar
2018,distribucion,Millones de pesos 2018,activo,19666.874804,Bolsar
2018,distribucion,Millones de pesos 2018,activo_no_corr,40790.320440999996,Bolsar
2018,distribucion,Millones de pesos 2018,inventarios,125.565652,Bolsar
2018,distribucion,Millones de pesos 2018,ppye,32385.911247,Bolsar
2018,distribucion,Millones de pesos 2018,ppye_neta,28930.916748,Bolsar
2018,integrada,Millones de pesos 2018,KTA,647094.392852574,Bolsar
2018,integrada,Millones de pesos 2018,activo,0.0,Bolsar
2018,integrada,Millones de pesos 2018,activo_no_corr,785601.0,Bolsar
2018,integrada,Millones de pesos 2018,inventarios,53324.0,Bolsar
2018,integrada,Millones de pesos 2018,ppye,740103.0,Bolsar
2018,integrada,Millones de pesos 2018,ppye_neta,589789.0,Bolsar
2018,produccion,Millones de pesos 2018,KTA,54139.3036905869,Bolsar
2018,produccion,Millones de pesos 2018,activo,0.0,Bolsar
2018,produccion,Millones de pesos 2018,activo_no_corr,475318.445,Bolsar
2018,produccion,Millones de pesos 2018,inventarios,847.572,Bolsar
2018,produccion,Millones de pesos 2018,ppye,542750.893,Bolsar
2018,produccion,Millones de pesos 2018,ppye_neta,53250.446,Bolsar
2018,transporte,Millones de pesos 2018,KTA,65681.206,Bolsar
2018,transporte,Millones de pesos 2018,activo,0.0,Bolsar
2018,transporte,Millones de pesos 2018,activo_no_corr,78107.688,Bolsar
2018,transporte,Millones de pesos 2018,inventarios,0.0,Bolsar
2018,transporte,Millones de pesos 2018,ppye,74244.363,Bolsar
2018,transporte,Millones de pesos 2018,ppye_neta,65681.206,Bolsar
