AÑO;MES;BRENT;CAÑADON SECO;ESCALANTE;HIDRA;MAGALLANES;MARÍA INÉS;MEDANITO;MENDOZA NORTE;NOROESTE;SAN SEBASTIÁN;TOTAL TIPO DE CRUDO;WTI
;9;709.87;651.49;686.68;610.41;0.00;0.00;0.00;0.00;0.00;0.00;671.67;594.76
;10;702.63;627.06;672.85;531.52;0.00;0.00;0.00;0.00;0.00;0.00;655.06;565.58
;11;685.97;636.53;658.32;599.13;0.00;0.00;0.00;0.00;0.00;0.00;646.21;545.51
;12;688.67;648.08;664.29;587.57;0.00;0.00;0.00;0.00;0.00;0.00;641.91;555.20
2013;1;710.50;672.21;672.15;664.25;0.00;0.00;0.00;0.00;0.00;0.00;671.72;596.46
;2;729.93;0.00;648.08;0.00;0.00;0.00;0.00;0.00;0.00;0.00;648.08;599.54
;3;682.25;663.34;661.53;0.00;0.00;0.00;0.00;0.00;0.00;0.00;661.64;584.70
;4;643.13;0.00;648.08;0.00;0.00;0.00;0.00;0.00;0.00;0.00;648.08;579.10
;5;645.08;623.75;620.96;527.39;0.00;0.00;0.00;0.00;0.00;0.00;619.92;596.27
;6;647.35;611.83;616.67;530.21;0.00;0.00;0.00;0.00;0.00;0.00;614.20;602.56
;7;678.86;0.00;648.23;0.00;0.00;0.00;0.00;0.00;0.00;0.00;643.18;658.54
;8;699.93;649.30;649.30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;649.30;670.12
;9;701.94;696.92;686.46;0.00;0.00;0.00;0.00;0.00;0.00;0.00;686.85;668.23
;10;686.09;665.20;665.20;0.00;0.00;0.00;0.00;0.00;0.00;0.00;665.20;632.44
;11;677.98;675.25;675.25;0.00;0.00;0.00;0.00;0.00;0.00;0.00;675.25;590.23
;12;696.66;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;615.71
2014;1;680.05;647.14;636.80;0.00;0.00;0.00;0.00;0.00;0.00;0.00;637.14;596.65
;2;684.96;659.81;656.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;656.20;633.07
;3;676.03;644.97;643.02;0.00;0.00;0.00;0.00;0.00;0.00;0.00;643.13;632.19
;4;677.79;656.26;656.26;543.07;0.00;0.00;0.00;0.00;0.00;0.00;653.56;641.75
;5;688.98;651.41;648.19;0.00;0.00;0.00;0.00;0.00;0.00;0.00;648.26;640.24
;6;703.20;666.04;666.04;0.00;0.00;0.00;0.00;0.00;0.00;0.00;666.04;661.37
;7;671.56;0.00;0.00;564.04;0.00;0.00;0.00;0.00;0.00;0.00;564.04;644.01
;8;639.11;630.23;613.73;537.18;0.00;0.00;0.00;0.00;0.00;0.00;612.02;604.01
;9;610.68;614.06;597.87;516.82;0.00;0.00;0.00;0.00;0.00;0.00;594.03;585.14
;10;549.92;580.78;541.26;0.00;0.00;0.00;0.00;0.00;0.00;0.00;542.60;530.48
;11;499.66;475.21;475.21;420.44;0.00;0.00;0.00;0.00;0.00;0.00;473.08;476.83
;12;392.11;337.83;337.83;265.43;0.00;0.00;0.00;0.00;0.00;0.00;335.44;372.92
2015;1;300.40;254.59;248.99;194.98;0.00;0.00;0.00;0.00;0.00;0.00;247.18;298.07
;2;365.44;286.43;286.43;0.00;0.00;0.00;0.00;0.00;0.00;0.00;286.43;319.71
;3;351.54;313.68;311.15;251.92;0.00;0.00;0.00;0.00;0.00;0.00;310.39;300.97
;4;374.37;320.54;320.54;259.49;0.00;0.00;0.00;0.00;0.00;0.00;313.86;343.46
;5;403.05;319.87;327.22;0.00;0.00;0.00;0.00;0.00;0.00;0.00;326.96;373.61
;6;386.70;372.59;372.59;211.26;0.00;0.00;0.00;0.00;0.00;0.00;367.00;376.32
;7;355.75;319.11;319.11;242.13;0.00;0.00;0.00;0.00;0.00;0.00;313.78;320.34
;8;292.60;0.00;0.00;219.41;0.00;0.00;0.00;0.00;0.00;0.00;219.41;269.77
;9;299.52;259.87;259.87;0.00;0.00;0.00;0.00;0.00;0.00;0.00;259.87;286.06
;10;304.62;265.34;266.89;0.00;0.00;0.00;0.00;0.00;0.00;0.00;266.82;291.15
;11;278.45;0.00;229.74;0.00;0.00;0.00;0.00;0.00;0.00;0.00;229.74;269.90
;12;239.08;228.78;216.99;0.00;0.00;0.00;0.00;0.00;0.00;0.00;217.52;234.80
2016;1;193.10;172.03;174.20;0.00;0.00;0.00;273.34;0.00;0.00;0.00;193.96;199.32
;2;202.41;170.91;170.88;0.00;0.00;0.00;0.00;0.00;0.00;0.00;170.88;192.59
;3;240.33;0.00;196.34;0.00;0.00;0.00;0.00;0.00;0.00;0.00;196.34;239.08
;4;261.53;0.00;232.29;0.00;0.00;0.00;0.00;0.00;0.00;0.00;231.63;258.64
;5;293.99;0.00;264.43;221.35;0.00;0.00;0.00;0.00;0.00;0.00;257.06;294.36
;6;303.48;0.00;278.32;233.04;0.00;0.00;0.00;0.00;0.00;0.00;275.48;307.26
;7;282.73;0.00;0.00;231.91;0.00;0.00;0.00;0.00;0.00;0.00;231.91;281.78
;8;288.32;0.00;252.80;231.91;0.00;0.00;0.00;0.00;0.00;0.00;249.95;281.78
;9;292.92;0.00;264.67;230.35;0.00;0.00;0.00;0.00;0.00;0.00;260.82;284.49
;10;311.47;0.00;278.61;273.33;0.00;0.00;0.00;0.00;0.00;0.00;277.02;314.11
;11;281.34;0.00;272.88;224.73;0.00;0.00;0.00;0.00;0.00;0.00;269.35;287.82
;12;335.31;0.00;289.79;0.00;0.00;0.00;0.00;0.00;0.00;0.00;289.79;328.08
2017;1;343.30;0.00;322.64;0.00;0.00;0.00;0.00;0.00;0.00;0.00;317.98;331.28
;2;345.12;0.00;321.63;0.00;0.00;0.00;238.61;0.00;238.60;0.00;282.89;329.77
;3;324.49;0.00;317.89;0.00;0.00;0.00;0.00;0.00;0.00;0.00;317.89;312.48
;4;329.02;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;322.16
;5;316.57;0.00;310.25;0.00;0.00;0.00;0.00;0.00;0.00;0.00;310.25;305.31
;6;291.66;0.00;0.00;0.00;0.00;0.00;0.00;0.00;301.91;0.00;301.91;284.30
;7;304.93;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;293.54
;8;325.18;0.00;305.80;0.00;0.00;0.00;0.00;0.00;0.00;0.00;305.80;302.29
;9;353.17;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;313.74
;10;361.73;0.00;356.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;356.50;324.49
;11;394.43;0.00;377.62;0.00;0.00;0.00;0.00;0.00;0.00;0.00;377.62;356.38
;12;404.87;0.00;401.91;371.14;0.00;0.00;0.00;0.00;0.00;0.00;392.53;364.49
2018;1;433.63;0.00;426.46;382.42;0.00;0.00;0.00;0.00;0.00;0.00;421.03;400.41
;2;413.23;0.00;386.54;370.43;0.00;0.00;0.00;0.00;0.00;0.00;380.91;390.97
;3;420.22;0.00;385.61;369.51;0.00;0.00;0.00;0.00;0.00;0.00;385.61;394.81
;4;452.13;0.00;445.36;384.36;0.00;0.00;0.00;0.00;0.00;0.00;445.36;416.18
;5;486.03;0.00;478.75;430.70;0.00;0.00;0.00;0.00;0.00;0.00;478.75;440.73
;6;478.47;0.00;463.65;440.89;0.00;0.00;0.00;0.00;0.00;0.00;463.40;423.43
;7;472.30;0.00;441.35;441.59;0.00;0.00;0.00;0.00;0.00;0.00;441.36;444.94
;8;464.50;0.00;455.33;428.43;0.00;0.00;0.00;0.00;0.00;0.00;455.32;426.76
;9;497.76;0.00;437.71;420.57;0.00;0.00;0.00;0.00;0.00;0.00;436.64;440.77
;10;507.14;0.00;436.82;382.72;0.00;0.00;0.00;0.00;0.00;0.00;432.84;445.05
;11;414.75;0.00;359.68;374.35;0.00;0.00;0.00;0.00;0.00;0.00;360.63;356.65
;12;367.36;0.00;273.23;246.31;0.00;0.00;0.00;0.00;0.00;0.00;273.23;311.02
2019;1;378.90;0.00;352.82;0.00;0.00;0.00;0.00;0.00;0.00;294.07;352.82;325.01
;2;404.56;339.01;344.03;321.37;321.37;321.66;0.00;0.00;0.00;317.58;342.89;345.82
;3;421.65;356.75;360.51;322.52;322.52;322.89;0.00;0.00;0.00;329.86;355.33;365.92
;4;450.53;377.91;375.02;339.58;339.58;358.07;0.00;0.00;0.00;345.69;370.59;401.74
;5;441.66;388.48;379.69;0.00;0.00;347.63;0.00;0.00;0.00;351.08;377.68;379.93
;6;396.69;377.84;348.53;300.67;300.67;315.74;332.09;0.00;0.00;287.81;335.83;344.09
;7;403.93;362.31;358.76;313.68;313.68;315.78;0.00;0.00;0.00;317.31;354.51;362.21
;8;374.28;340.92;339.81;303.28;303.28;304.34;0.00;0.00;0.00;298.42;332.36;344.80
;9;391.75;366.38;356.62;310.65;310.65;312.40;0.00;0.00;0.00;309.13;351.74;358.31
;10;375.10;367.65;359.06;299.51;288.96;289.17;0.00;0.00;0.00;304.84;348.96;339.68
;11;394.15;360.47;364.52;310.80;310.80;310.85;0.00;0.00;0.00;326.75;355.48;359.22
;12;407.98;390.63;369.42;319.03;319.04;317.83;0.00;0.00;0.00;342.52;363.07;374.40
2020;1;402.48;372.38;356.28;0.00;0.00;258.28;0.00;0.00;0.00;299.44;347.36;364.62
;2;348.92;0.00;315.80;258.22;258.22;259.76;0.00;0.00;0.00;246.41;299.63;317.80
;3;212.40;188.55;169.13;143.38;143.38;147.75;0.00;0.00;0.00;206.16;167.42;190.10
;4;166.28;132.91;118.56;109.07;109.07;87.74;0.00;0.00;0.00;207.21;118.17;106.88
;5;205.63;154.38;147.97;2.81;2.81;87.74;117.62;0.00;0.00;211.18;137.97;183.73
;6;255.25;231.30;186.10;124.85;100.64;100.64;185.26;0.00;0.00;270.65;188.39;240.97
;7;271.77;160.85;177.45;143.24;109.32;192.83;231.30;0.00;0.00;240.11;193.05;256.15
;8;283.01;0.00;252.88;242.65;242.65;242.66;254.64;0.00;0.00;172.67;248.02;266.50
;9;263.61;257.48;254.98;207.30;218.57;218.57;257.46;0.00;0.00;174.67;244.69;249.40
;10;261.44;246.24;251.80;217.98;217.98;217.30;257.46;0.00;0.00;175.11;240.22;249.27
;11;274.88;295.93;275.61;234.00;234.00;240.36;251.68;0.00;0.00;195.44;266.30;261.32
;12;315.31;312.85;304.84;271.35;271.36;276.15;257.27;0.00;0.00;242.60;295.96;295.56
2021;1;344.72;352.95;336.87;286.01;286.01;314.16;295.48;0.00;0.00;260.99;317.34;327.49
;2;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
;3;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
;4;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
;5;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
;6;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
;7;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
;8;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
;9;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
;10;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
;11;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
;12;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
