AÑO;MES;CUENCA AUSTRAL OFF-SHORE;CUENCA AUSTRAL ON-SHORE;CUENCA CUYANA;CUENCA GOLFO SAN JORGE;CUENCA NEUQUINA;CUENCA NOROESTE;TOTAL CUENCA
;8; 2,914.06 ; 1,799.14 ; 2,888.77 ; 2,181.89 ; 2,549.44 ; 2,457.64 ; 2,559.52 
;9; 2,238.61 ; 2,120.53 ; 2,990.64 ; 2,336.06 ; 2,304.50 ; 2,372.02 ; 2,287.23 
;10; 2,197.69 ; 2,058.99 ; 2,596.94 ; 2,317.87 ; 2,412.84 ; 2,669.78 ; 2,357.28 
;11; 2,058.45 ; 1,974.26 ; 2,585.25 ; 2,401.86 ; 2,499.81 ; 2,701.92 ; 2,373.15 
;12; 2,419.16 ; 2,235.11 ; 2,771.26 ; 2,597.43 ; 2,958.29 ; 2,936.91 ; 2,741.65 
2018;1; 2,873.77 ; 3,126.36 ; 2,956.05 ; 3,104.83 ; 3,225.61 ; 3,240.69 ; 3,133.17 
;2; 2,946.66 ; 3,074.21 ; 2,999.84 ; 2,316.91 ; 3,367.76 ; 3,343.44 ; 3,029.13 
;3; 2,978.10 ; 2,731.04 ; 3,134.14 ; 3,183.41 ; 3,433.00 ; 3,458.33 ; 3,291.07 
;4; 3,429.32 ; 3,497.08 ; 3,873.50 ; 3,052.14 ; 3,930.37 ; 3,940.66 ; 3,611.82 
;5; 3,911.58 ; 3,693.33 ; 4,680.06 ; 4,714.04 ; 4,566.08 ; 5,008.89 ; 4,429.54 
;6; 4,191.88 ; 3,976.63 ; 4,607.59 ; 4,827.02 ; 4,774.95 ; 4,966.00 ; 4,625.19 
;7; 4,416.02 ; 3,932.19 ; 4,726.83 ; 5,285.68 ; 5,187.28 ; 5,279.18 ; 4,971.87 
;8; 5,262.61 ; 5,052.77 ; 6,728.93 ; 6,553.96 ; 6,164.42 ; 6,222.69 ; 5,930.40 
;9; 4,975.86 ; 6,037.82 ; 6,259.21 ; 6,081.64 ; 5,782.59 ; 5,845.12 ; 5,656.60 
;10; 4,681.20 ; 5,156.82 ; 5,299.61 ; 5,373.47 ; 5,167.57 ; 5,898.75 ; 5,116.32 
;11; 4,685.73 ; 5,122.82 ; 5,634.71 ; 5,371.86 ; 5,240.36 ; 5,994.30 ; 5,198.36 
;12; 4,573.09 ; 4,864.33 ; 5,462.00 ; 5,485.46 ; 4,982.53 ; 5,967.30 ; 4,962.47 
2019;1; 4,437.42 ; 5,254.54 ; 5,642.09 ; 5,411.01 ; 4,838.60 ; 5,942.81 ; 4,865.35 
;2; 4,562.84 ; 4,516.23 ; 6,018.53 ; 5,552.10 ; 4,770.95 ; 6,527.90 ; 4,842.83 
;3; 4,659.04 ; 5,268.76 ; 6,240.48 ; 5,483.39 ; 4,996.92 ; 6,741.59 ; 5,054.76 
;4; 4,838.50 ; 4,431.21 ; 6,638.54 ; 5,499.50 ; 5,389.78 ; 7,658.31 ; 5,327.29 
;5; 5,225.74 ; 5,253.26 ; 7,136.84 ; 6,483.57 ; 5,735.01 ; 7,660.34 ; 5,722.38 
;6; 5,805.79 ; 4,926.40 ; 6,643.15 ; 6,470.34 ; 6,416.80 ; 7,440.07 ; 6,225.42 
;7; 6,393.26 ; 7,440.82 ; 9,657.34 ; 8,003.79 ; 7,466.29 ; 9,490.07 ; 7,340.39 
;8; 6,426.17 ; 6,387.59 ; 8,952.05 ; 7,540.27 ; 7,158.65 ; 9,197.73 ; 7,057.01 
;9; 5,719.15 ; 6,272.61 ; 9,261.10 ; 7,008.42 ; 6,553.62 ; 9,166.24 ; 6,487.22 
;10; 4,947.81 ; 5,501.80 ; 5,738.10 ; 6,168.52 ; 5,574.22 ; 8,858.37 ; 5,605.09 
;11; 4,888.16 ; 4,897.46 ; 5,384.49 ; 6,055.25 ; 5,578.61 ; 8,706.86 ; 5,542.95 
;12; 4,676.86 ; 5,064.38 ; 5,353.96 ; 6,403.19 ; 5,283.11 ; 8,706.56 ; 5,321.67 
2020;1; 4,879.37 ; 5,085.34 ; 5,478.95 ; 5,855.26 ; 5,196.22 ; 8,662.39 ; 5,263.35 
;2; 5,013.09 ; 4,836.95 ; 5,513.49 ; 6,183.23 ; 5,975.16 ; 8,200.55 ; 5,791.40 
;3; 4,990.79 ; 4,824.87 ; 5,803.48 ; 6,511.26 ; 5,904.00 ; 8,037.10 ; 5,753.88 
;4; 4,734.33 ; 4,508.61 ; 5,926.43 ; 5,311.79 ; 4,728.13 ; 7,711.07 ; 4,896.22 
;5; 5,076.54 ; 5,170.40 ; 6,024.17 ; 6,572.67 ; 5,215.69 ; 5,731.76 ; 5,270.83 
;6; 5,936.53 ; 5,906.29 ; 5,664.99 ; 7,054.16 ; 6,593.87 ; 6,695.25 ; 6,442.12 
;7; 5,996.61 ; 6,571.12 ; 6,064.94 ; 7,896.02 ; 6,812.15 ; 6,930.56 ; 6,668.43 
;8; 6,118.70 ; 6,399.23 ; 6,183.95 ; 7,919.15 ; 6,920.39 ; 6,944.23 ; 6,762.47 
;9; 5,896.18 ; 6,308.42 ; 6,553.98 ; 6,882.00 ; 6,772.86 ; 6,818.04 ; 6,568.86 
;10; 5,295.64 ; 5,778.77 ; 4,388.55 ; 5,758.28 ; 5,706.91 ; 6,056.69 ; 5,636.19 
;11; 5,289.88 ; 5,664.90 ; 4,199.14 ; 5,986.14 ; 5,682.82 ; 6,273.07 ; 5,627.25 
;12; 5,983.58 ; 5,904.49 ; 4,313.69 ; 6,361.06 ; 6,711.96 ; 6,469.01 ; 6,493.83 
2021;1; 6,890.03 ; 7,149.35 ; 4,461.38 ; 7,555.44 ; 7,777.43 ; 6,755.70 ; 7,477.29 
