AÑO;MES;CUENCA AUSTRAL OFF-SHORE;CUENCA AUSTRAL ON-SHORE;CUENCA CUYANA;CUENCA GOLFO SAN JORGE;CUENCA NEUQUINA;CUENCA NOROESTE;TOTAL CUENCA
;3; 175,967.60 ; 385,406.00 ; 565.00 ; 77,735.00 ; 1,828,115.00 ; 349,500.00 ; 2,817,288.60 
;4; 166,465.00 ; 359,816.00 ; 534.00 ; 74,247.00 ; 1,738,101.00 ; 402,178.00 ; 2,741,341.00 
;5; 195,186.00 ; 432,306.00 ; 597.00 ; 84,610.00 ; 2,117,915.45 ; 464,695.00 ; 3,295,309.45 
;6; 228,933.00 ; 423,036.00 ; 563.00 ; 68,726.00 ; 2,200,142.00 ; 462,455.00 ; 3,383,855.00 
;7; 245,626.00 ; 438,581.28 ; 632.00 ; 100,351.00 ; 2,327,078.26 ; 489,042.00 ; 3,601,310.54 
;8; 255,716.83 ; 419,349.00 ; 590.00 ; 87,865.00 ; 2,135,285.00 ; 511,904.00 ; 3,410,709.83 
;9; 221,047.00 ; 396,348.00 ; 543.00 ; 73,425.10 ; 1,752,733.00 ; 550,685.00 ; 2,994,781.10 
;10; 274,857.00 ; 374,291.00 ; 766.00 ; 74,899.00 ; 1,541,457.00 ; 567,104.00 ; 2,833,374.00 
;11; 254,945.00 ; 303,683.00 ; 528.40 ; 79,982.00 ; 1,392,274.00 ; 503,964.00 ; 2,535,376.40 
;12; 274,159.00 ; 347,464.00 ; 549.00 ; 72,768.00 ; 1,435,932.19 ; 511,720.00 ; 2,642,592.19 
2000;1; 119,617.16 ; 495,912.10 ; 1,336.62 ; 69,751.52 ; 1,578,784.18 ; 503,020.56 ; 2,768,422.14 
;2; 108,263.82 ; 524,904.93 ; 1,278.67 ; 71,607.52 ; 1,589,858.22 ; 490,733.00 ; 2,786,646.16 
;3; 111,246.43 ; 437,893.79 ; 1,138.60 ; 86,501.40 ; 1,876,690.41 ; 437,619.92 ; 2,951,090.55 
;4; 114,466.87 ; 446,674.56 ; 4,501.35 ; 103,621.82 ; 1,708,079.35 ; 438,537.21 ; 2,815,881.16 
;5; 125,585.21 ; 555,327.49 ; 5,504.55 ; 123,864.00 ; 2,213,724.40 ; 641,023.86 ; 3,665,029.51 
;6; 122,905.81 ; 564,039.95 ; 5,194.84 ; 123,845.89 ; 2,196,485.42 ; 618,929.40 ; 3,631,401.31 
;7; 115,402.17 ; 565,037.53 ; 3,952.95 ; 117,102.44 ; 2,329,950.41 ; 638,681.11 ; 3,770,126.61 
;8; 121,922.56 ; 590,629.20 ; 4,409.73 ; 122,649.10 ; 2,228,233.45 ; 653,622.98 ; 3,721,467.02 
;9; 115,046.66 ; 555,459.45 ; 4,686.18 ; 115,951.99 ; 1,940,187.47 ; 584,408.99 ; 3,315,740.74 
;10; 116,094.29 ; 520,476.19 ; 4,849.92 ; 121,534.51 ; 1,488,418.85 ; 592,799.47 ; 2,844,173.23 
;11; 103,902.08 ; 482,084.21 ; 4,859.03 ; 120,061.99 ; 1,267,992.84 ; 549,392.72 ; 2,528,292.87 
;12; 113,584.20 ; 459,043.93 ; 5,060.71 ; 117,641.40 ; 1,612,200.68 ; 585,857.31 ; 2,893,388.23 
2001;1; 110,988.99 ; 480,910.20 ; 5,122.21 ; 113,174.45 ; 1,401,342.61 ; 551,982.56 ; 2,663,521.01 
;2; 102,542.30 ; 401,863.79 ; 4,099.80 ; 97,405.18 ; 1,376,985.04 ; 536,244.71 ; 2,519,140.83 
;3; 116,209.62 ; 502,877.13 ; 4,208.66 ; 100,237.54 ; 1,833,749.99 ; 594,084.34 ; 3,151,367.28 
;4; 109,556.06 ; 501,670.67 ; 4,846.43 ; 108,981.16 ; 1,833,133.35 ; 619,181.78 ; 3,177,369.44 
;5; 118,742.86 ; 589,498.35 ; 4,949.26 ; 122,856.00 ; 2,336,077.89 ; 673,589.94 ; 3,845,714.31 
;6; 139,137.08 ; 587,899.82 ; 4,894.11 ; 143,447.16 ; 2,047,926.32 ; 673,819.78 ; 3,597,124.28 
;7; 131,196.60 ; 610,075.51 ; 4,905.84 ; 143,447.16 ; 2,409,897.70 ; 710,276.90 ; 4,009,799.71 
;8; 141,896.18 ; 589,473.95 ; 5,613.92 ; 153,556.39 ; 1,904,272.25 ; 673,525.22 ; 3,468,337.90 
;9; 140,222.13 ; 536,421.51 ; 5,295.88 ; 156,566.02 ; 2,010,842.91 ; 664,232.94 ; 3,513,581.39 
;10; 139,234.05 ; 514,958.52 ; 5,437.88 ; 153,503.68 ; 1,206,607.76 ; 593,754.50 ; 2,613,496.38 
;11; 114,714.62 ; 417,392.11 ; 5,274.56 ; 138,316.25 ; 1,559,235.22 ; 627,122.38 ; 2,862,055.14 
;12; 263,099.27 ; 337,868.44 ; 5,013.55 ; 136,322.59 ; 1,653,594.88 ; 612,154.83 ; 3,008,053.55 
2002;1; 256,827.95 ; 348,756.11 ; 4,798.09 ; 130,120.32 ; 1,512,766.84 ; 601,921.91 ; 2,855,191.23 
;2; 236,576.97 ; 329,251.17 ; 3,866.62 ; 141,547.95 ; 1,394,421.70 ; 502,008.38 ; 2,607,672.80 
;3; 295,289.36 ; 359,314.21 ; 4,982.89 ; 154,227.52 ; 1,598,066.26 ; 581,914.51 ; 2,993,794.74 
;4; 292,675.66 ; 389,976.58 ; 4,534.66 ; 146,569.01 ; 1,743,489.08 ; 580,444.85 ; 3,157,689.84 
;5; 326,385.67 ; 420,674.53 ; 4,581.66 ; 161,622.88 ; 1,960,720.48 ; 649,397.45 ; 3,523,382.67 
;6; 311,258.67 ; 432,092.33 ; 4,279.85 ; 163,019.47 ; 2,324,005.99 ; 649,028.91 ; 3,883,685.21 
;7; 309,120.07 ; 436,215.59 ; 4,408.00 ; 172,715.57 ; 2,544,105.07 ; 716,182.41 ; 4,182,746.72 
;8; 320,189.27 ; 431,089.78 ; 4,573.75 ; 177,967.12 ; 2,128,484.01 ; 699,679.81 ; 3,761,983.74 
;9; 300,782.81 ; 387,983.58 ; 4,727.89 ; 166,212.68 ; 1,852,005.58 ; 652,820.84 ; 3,364,533.37 
;10; 280,018.25 ; 347,507.40 ; 4,491.46 ; 139,685.34 ; 1,379,001.22 ; 595,018.80 ; 2,745,722.46 
;11; 267,462.10 ; 295,439.32 ; 4,567.24 ; 126,802.31 ; 1,235,802.01 ; 603,116.57 ; 2,533,189.55 
;12; 248,921.35 ; 294,986.14 ; 4,567.24 ; 142,479.80 ; 1,441,713.54 ; 607,297.53 ; 2,739,965.59 
2003;1; 297,068.73 ; 316,753.17 ; 4,806.06 ; 146,840.04 ; 1,406,795.97 ; 629,946.05 ; 2,802,210.01 
;2; 263,852.95 ; 277,027.23 ; 4,806.06 ; 139,617.10 ; 1,545,459.69 ; 557,538.21 ; 2,788,301.24 
;3; 267,442.23 ; 333,658.20 ; 5,330.74 ; 136,797.60 ; 1,753,433.34 ; 667,169.35 ; 3,163,831.46 
;4; 259,694.89 ; 349,863.22 ; 5,360.99 ; 142,856.70 ; 1,880,667.43 ; 666,011.41 ; 3,304,454.63 
;5; 343,023.86 ; 387,479.24 ; 4,923.72 ; 189,272.11 ; 2,325,798.71 ; 671,759.37 ; 3,922,256.99 
;6; 354,268.04 ; 382,059.21 ; 5,833.82 ; 178,042.77 ; 2,501,340.15 ; 692,621.19 ; 4,114,165.18 
;7; 336,430.29 ; 376,861.99 ; 5,441.75 ; 192,204.95 ; 2,639,298.96 ; 730,923.92 ; 4,281,161.86 
;8; 367,736.52 ; 403,398.86 ; 5,076.90 ; 196,205.89 ; 2,681,977.23 ; 731,510.94 ; 4,385,906.33 
;9; 336,141.61 ; 386,722.74 ; 5,206.61 ; 185,532.76 ; 2,483,465.28 ; 690,658.32 ; 4,087,727.32 
;10; 343,739.18 ; 393,707.35 ; 5,426.36 ; 160,804.26 ; 2,195,419.20 ; 703,876.49 ; 3,802,972.84 
;11; 246,139.51 ; 301,460.48 ; 4,462.67 ; 134,906.05 ; 2,061,955.14 ; 648,042.13 ; 3,396,965.97 
;12; 293,797.11 ; 357,184.77 ; 5,667.62 ; 124,843.21 ; 2,042,697.84 ; 658,201.44 ; 3,482,391.99 
2004;1; 333,156.21 ; 351,017.95 ; 5,166.10 ; 140,253.69 ; 2,068,821.55 ; 659,704.99 ; 3,558,120.48 
;2; 274,980.61 ; 344,368.85 ; 4,858.73 ; 159,275.41 ; 2,174,403.30 ; 606,900.46 ; 3,564,787.35 
