Año;Mes;Producto;Datos;Total
;;;Suma de ValorFOB;7238127
;;GAS NATURAL;Suma de M3;320727798
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;42736729
;;GAS OIL;Suma de M3;3535
;;;Suma de Toneladas;2280
;;;Suma de ValorFOB;1886122
;;GLP A GRANEL;Suma de M3;0
;;;Suma de Toneladas;2162
;;;Suma de ValorFOB;941970
;;GRASAS;Suma de M3;53.39
;;;Suma de Toneladas;46.39
;;;Suma de ValorFOB;91746.28
;;LUBRICANTE AUTO, EXCLUIDO GRASAS;Suma de M3;1430.57
;;;Suma de Toneladas;1253.57
;;;Suma de ValorFOB;1998976.12
;;LUBRICANTE INDUSTRIAL, EXCLUIDO GRASAS;Suma de M3;315.5
;;;Suma de Toneladas;278.15
;;;Suma de ValorFOB;388663.33
;;NAFTA COMUN >83 RON;Suma de M3;135109.34
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;49297445.01
;;NAFTA SUPER >93 RON;Suma de M3;3481.96
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;1182847.93
;;NAFTA ULTRA >97 RON;Suma de M3;394.31
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;156073.86
;;NAFTA VIRGEN;Suma de M3;79691
;;;Suma de Toneladas;26258
;;;Suma de ValorFOB;33600545
;;OTRAS NAFTAS O CORTES DE ELLAS;Suma de M3;215876.03
;;;Suma de Toneladas;23381
;;;Suma de ValorFOB;68892107.47
;;OTROS PRODUCTOS PETROQUIMICOS;Suma de M3;1166.5
;;;Suma de Toneladas;11961
;;;Suma de ValorFOB;6322309
;;PETROLEO;Suma de M3;571557
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;217713583
;;PROPANO NO PETROQUIMICO;Suma de M3;436
;;;Suma de Toneladas;12593
;;;Suma de ValorFOB;5332820
;;SOLVENTES ALIFATICOS;Suma de M3;944
;;;Suma de Toneladas;661
;;;Suma de ValorFOB;556394
;11;ADITIVOS LUBRICANTES;Suma de M3;13
;;;Suma de Toneladas;11
;;;Suma de ValorFOB;25045
;;AEROKEROSENE;Suma de M3;2004
;;;Suma de Toneladas;1604
;;;Suma de ValorFOB;965302
;;AGUARRAS;Suma de M3;416.3
;;;Suma de Toneladas;142
;;;Suma de ValorFOB;299385
;;BUTANO NO PETROQUIMICO;Suma de M3;729
;;;Suma de Toneladas;14546
;;;Suma de ValorFOB;5446088
;;DIESEL OIL;Suma de M3;11708
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;3893158
;;FUEL OIL, AZUFRE <1%;Suma de M3;25899
;;;Suma de Toneladas;35433
;;;Suma de ValorFOB;9594657.51
;;FUEL OIL, AZUFRE >1%;Suma de M3;0
;;;Suma de Toneladas;33762
;;;Suma de ValorFOB;7599039
;;GAS NATURAL;Suma de M3;301911062
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;40813757
;;GAS OIL;Suma de M3;7866
;;;Suma de Toneladas;2280
;;;Suma de ValorFOB;3085991
;;GLP A GRANEL;Suma de M3;0
;;;Suma de Toneladas;6421
;;;Suma de ValorFOB;2886079
;;GRASAS;Suma de M3;118.45
;;;Suma de Toneladas;104.45
;;;Suma de ValorFOB;279070.85
;;LUBRICANTE AUTO, EXCLUIDO GRASAS;Suma de M3;2340.15
;;;Suma de Toneladas;1502.41
;;;Suma de ValorFOB;3275112.15
;;LUBRICANTE INDUSTRIAL, EXCLUIDO GRASAS;Suma de M3;434.55
;;;Suma de Toneladas;382.3
;;;Suma de ValorFOB;531142.2
;;NAFTA COMUN >83 RON;Suma de M3;76917
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;29659434
;;NAFTA SUPER >93 RON;Suma de M3;31495.43
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;12210129.59
;;NAFTA VIRGEN;Suma de M3;96742
;;;Suma de Toneladas;48457
;;;Suma de ValorFOB;36252471
;;OTRAS NAFTAS O CORTES DE ELLAS;Suma de M3;89998
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;26330995
;;OTROS PRODUCTOS PETROQUIMICOS;Suma de M3;540
;;;Suma de Toneladas;13914
;;;Suma de ValorFOB;7388024
;;PETROLEO;Suma de M3;435671
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;140082281
;;PROPANO NO PETROQUIMICO;Suma de M3;713
;;;Suma de Toneladas;2106
;;;Suma de ValorFOB;916316
;;SOLVENTES ALIFATICOS;Suma de M3;1182.4
;;;Suma de Toneladas;540
;;;Suma de ValorFOB;593318
;;SOLVENTES HEXANO;Suma de M3;275
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;131215
;12;AEROKEROSENE;Suma de M3;2519.33
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;1152251.7
;;AGUARRAS;Suma de M3;821.3
;;;Suma de Toneladas;117
;;;Suma de ValorFOB;444806
;;ASFALTOS;Suma de M3;0
;;;Suma de Toneladas;95.64
;;;Suma de ValorFOB;23910
;;BASES LUBRICANTES;Suma de M3;4028
;;;Suma de Toneladas;3545
;;;Suma de ValorFOB;2230083
;;BUTANO NO PETROQUIMICO;Suma de M3;858
;;;Suma de Toneladas;450
;;;Suma de ValorFOB;206279
;;BUTANO PETROQUIMICO;Suma de M3;0
;;;Suma de Toneladas;24018
;;;Suma de ValorFOB;9434630
;;COQUE;Suma de M3;0
;;;Suma de Toneladas;22616
;;;Suma de ValorFOB;2227159.85
;;FUEL OIL, AZUFRE <1%;Suma de M3;42643
;;;Suma de Toneladas;180887
;;;Suma de ValorFOB;44055152
;;FUEL OIL, AZUFRE >1%;Suma de M3;19327
;;;Suma de Toneladas;27943
;;;Suma de ValorFOB;12856156.95
;;GAS NATURAL;Suma de M3;325089346
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;43036154
;;GAS OIL;Suma de M3;7119
;;;Suma de Toneladas;3191
;;;Suma de ValorFOB;3726680
;;GRASAS;Suma de M3;86.2
;;;Suma de Toneladas;76
;;;Suma de ValorFOB;189042
;;LUBRICANTE AUTO, EXCLUIDO GRASAS;Suma de M3;1679.327
;;;Suma de Toneladas;1066
;;;Suma de ValorFOB;2421872.55
;;LUBRICANTE INDUSTRIAL, EXCLUIDO GRASAS;Suma de M3;545.7
;;;Suma de Toneladas;475
;;;Suma de ValorFOB;633388
;;NAFTA COMUN >83 RON;Suma de M3;65907.08
;;;Suma de Toneladas;2013
;;;Suma de ValorFOB;24544534.16
;;NAFTA SUPER >93 RON;Suma de M3;26731.56
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;10508811.38
;;NAFTA SUPER CON PLOMO;Suma de M3;17965
;;;Suma de Toneladas;16168
;;;Suma de ValorFOB;7872985
;;NAFTA ULTRA >97 RON;Suma de M3;602
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;263334
;;NAFTA VIRGEN;Suma de M3;125045
;;;Suma de Toneladas;56496
;;;Suma de ValorFOB;48837373
;;OTRAS NAFTAS O CORTES DE ELLAS;Suma de M3;192314.1
;;;Suma de Toneladas;47485
;;;Suma de ValorFOB;68789260.05
;;OTROS PRODUCTOS PETROQUIMICOS;Suma de M3;793
;;;Suma de Toneladas;22178
;;;Suma de ValorFOB;12585169
;;PETROLEO;Suma de M3;396902
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;128694524
;;PROPANO NO PETROQUIMICO;Suma de M3;392
;;;Suma de Toneladas;2543
;;;Suma de ValorFOB;1148867
;;SOLVENTES ALIFATICOS;Suma de M3;9110.4
;;;Suma de Toneladas;1134
;;;Suma de ValorFOB;4021120
;;SOLVENTES AROMATICOS;Suma de M3;237.5
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;116695
;;SOLVENTES HEXANO;Suma de M3;1223.9
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;525900
2007;1;ADITIVOS LUBRICANTES;Suma de M3;2
;;;Suma de Toneladas;1
;;;Suma de ValorFOB;9879
;;AEROKEROSENE;Suma de M3;8767.21
;;;Suma de Toneladas;1510
;;;Suma de ValorFOB;3631034.89
;;AGUARRAS;Suma de M3;2530.3
;;;Suma de Toneladas;679
;;;Suma de ValorFOB;1258436
;;ASFALTOS;Suma de M3;0
;;;Suma de Toneladas;140.8
;;;Suma de ValorFOB;28849
;;BUTANO NO PETROQUIMICO;Suma de M3;1461
;;;Suma de Toneladas;15877
;;;Suma de ValorFOB;5788595
;;CORTES DE GAS OIL;Suma de M3;17045
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;5411596
;;DILUYENTES;Suma de M3;68.7
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;20783.5
;;FUEL OIL, AZUFRE <1%;Suma de M3;24518
;;;Suma de Toneladas;147405
;;;Suma de ValorFOB;32960433.28
;;GAS NATURAL;Suma de M3;317570260
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;43763010
;;GAS OIL;Suma de M3;4262
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;2049862
;;GLP A GRANEL;Suma de M3;0
;;;Suma de Toneladas;4303
;;;Suma de ValorFOB;1786577
;;GRASAS;Suma de M3;121
;;;Suma de Toneladas;108
;;;Suma de ValorFOB;238255
;;LUBRICANTE AUTO, EXCLUIDO GRASAS;Suma de M3;2092.83
;;;Suma de Toneladas;1505.1
;;;Suma de ValorFOB;2950058.36
;;LUBRICANTE INDUSTRIAL, EXCLUIDO GRASAS;Suma de M3;463
;;;Suma de Toneladas;407.4
;;;Suma de ValorFOB;559283
;;NAFTA COMUN >83 RON;Suma de M3;45567.45
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;15464571.46
;;NAFTA SUPER >93 RON;Suma de M3;42986.09
;;;Suma de Toneladas;15973
;;;Suma de ValorFOB;14635396.47
;;NAFTA ULTRA >97 RON;Suma de M3;277.05
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;102279.65
;;NAFTA VIRGEN;Suma de M3;115938
;;;Suma de Toneladas;14451
;;;Suma de ValorFOB;39598628
;;OTRAS NAFTAS O CORTES DE ELLAS;Suma de M3;172920.84
;;;Suma de Toneladas;8540
;;;Suma de ValorFOB;59729226.7
;;OTROS PRODUCTOS PETROQUIMICOS;Suma de M3;0
;;;Suma de Toneladas;447.4
;;;Suma de ValorFOB;812602
;;PETROLEO;Suma de M3;351514.8
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;116409584
;;PROPANO NO PETROQUIMICO;Suma de M3;614
;;;Suma de Toneladas;2128
;;;Suma de ValorFOB;887765
;;SOLVENTES ALIFATICOS;Suma de M3;5625.7
;;;Suma de Toneladas;2062
;;;Suma de ValorFOB;2757591.04
;;SOLVENTES AROMATICOS;Suma de M3;145.1
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;102570
;;SOLVENTES HEXANO;Suma de M3;687.7
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;283140
;2;AEROKEROSENE;Suma de M3;8987.83
;;;Suma de Toneladas;1586
;;;Suma de ValorFOB;3948756.61
;;AGUARRAS;Suma de M3;1244.292
;;;Suma de Toneladas;969.72
;;;Suma de ValorFOB;654244.3
;;BUTANO NO PETROQUIMICO;Suma de M3;688
;;;Suma de Toneladas;4098
;;;Suma de ValorFOB;1709583
;;CORTES DE GAS OIL;Suma de M3;19804
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;6427074
;;FUEL OIL, AZUFRE <1%;Suma de M3;54096
;;;Suma de Toneladas;195561
;;;Suma de ValorFOB;49272468.14
;;GAS NATURAL;Suma de M3;163162753
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;28422269
;;GAS OIL;Suma de M3;4246
;;;Suma de Toneladas;2312
;;;Suma de ValorFOB;2107855
;;GLP A GRANEL;Suma de M3;0
;;;Suma de Toneladas;7924
;;;Suma de ValorFOB;3324547
;;GRASAS;Suma de M3;102.35
;;;Suma de Toneladas;90.35
;;;Suma de ValorFOB;252519.7
;;LUBRICANTE AUTO, EXCLUIDO GRASAS;Suma de M3;1900.28
;;;Suma de Toneladas;1319.54
;;;Suma de ValorFOB;2828414.54
;;LUBRICANTE INDUSTRIAL, EXCLUIDO GRASAS;Suma de M3;627.65
;;;Suma de Toneladas;554.39
;;;Suma de ValorFOB;767154.2
;;NAFTA COMUN >83 RON;Suma de M3;7673.76
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;2710919.99
;;NAFTA SUPER >93 RON;Suma de M3;7507.9
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;3103380.91
;;NAFTA VIRGEN;Suma de M3;72803
;;;Suma de Toneladas;37413
;;;Suma de ValorFOB;26487245
;;OTRAS NAFTAS O CORTES DE ELLAS;Suma de M3;217571.81
;;;Suma de Toneladas;36461
;;;Suma de ValorFOB;84307814.7
;;OTROS PRODUCTOS PETROQUIMICOS;Suma de M3;1637.7
;;;Suma de Toneladas;1254
;;;Suma de ValorFOB;1534451
;;PETROLEO;Suma de M3;273785.5
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;92066116
;;PROPANO NO PETROQUIMICO;Suma de M3;341
;;;Suma de Toneladas;1545
;;;Suma de ValorFOB;675662
;;SOLVENTES ALIFATICOS;Suma de M3;2547.919
;;;Suma de Toneladas;1760
;;;Suma de ValorFOB;1497926
;;SOLVENTES AROMATICOS;Suma de M3;5591
;;;Suma de Toneladas;4193
;;;Suma de ValorFOB;2628764
;3;ADITIVOS LUBRICANTES;Suma de M3;8
;;;Suma de Toneladas;8.28
;;;Suma de ValorFOB;59561.2
;;AEROKEROSENE;Suma de M3;8266.97
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;3840170.12
;;AGUARRAS;Suma de M3;3013.35
;;;Suma de Toneladas;690
;;;Suma de ValorFOB;1627722.4
;;ASFALTOS;Suma de M3;0
;;;Suma de Toneladas;71
;;;Suma de ValorFOB;14596
;;BUTANO NO PETROQUIMICO;Suma de M3;1378
;;;Suma de Toneladas;30845.082
;;;Suma de ValorFOB;5395542.35
;;CORTES DE GAS OIL;Suma de M3;20962
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;6606861
;;FUEL OIL, AZUFRE <1%;Suma de M3;17789
;;;Suma de Toneladas;176183
;;;Suma de ValorFOB;47032122.74
;;GAS NATURAL;Suma de M3;227502025
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;37433516
;;GAS OIL;Suma de M3;2371
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;1242737
;;GASOLINA NATURAL;Suma de M3;0
;;;Suma de Toneladas;19769.208
;;;Suma de ValorFOB;1181.3114
;;GLP A GRANEL;Suma de M3;0
;;;Suma de Toneladas;7427
;;;Suma de ValorFOB;3229286
;;GRASAS;Suma de M3;173.81
;;;Suma de Toneladas;153.81
;;;Suma de ValorFOB;332971.34
;;LUBRICANTE AUTO, EXCLUIDO GRASAS;Suma de M3;2505.55
;;;Suma de Toneladas;1769.88
;;;Suma de ValorFOB;3439497.49
;;LUBRICANTE INDUSTRIAL, EXCLUIDO GRASAS;Suma de M3;573.6
;;;Suma de Toneladas;505.54
;;;Suma de ValorFOB;672636
;;NAFTA COMUN >83 RON;Suma de M3;78180.91
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;35781222.78
;;NAFTA SUPER >93 RON;Suma de M3;38779.24
;;;Suma de Toneladas;16974
;;;Suma de ValorFOB;18355929.34
;;NAFTA ULTRA >97 RON;Suma de M3;603.2
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;300386.89
;;NAFTA VIRGEN;Suma de M3;108568
;;;Suma de Toneladas;38071
;;;Suma de ValorFOB;44170588
;;OTRAS NAFTAS O CORTES DE ELLAS;Suma de M3;175595.99
;;;Suma de Toneladas;15185
;;;Suma de ValorFOB;74428012.88
;;OTROS PRODUCTOS PETROQUIMICOS;Suma de M3;394
;;;Suma de Toneladas;303
;;;Suma de ValorFOB;512003
;;PETROLEO;Suma de M3;471592
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;141230616
;;PROPANO NO PETROQUIMICO;Suma de M3;796
;;;Suma de Toneladas;29085.315
;;;Suma de ValorFOB;1042473.46
;;SOLVENTES ALIFATICOS;Suma de M3;2677.12
;;;Suma de Toneladas;966
;;;Suma de ValorFOB;1380003.8
;;SOLVENTES AROMATICOS;Suma de M3;13.3
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;10496
;;SOLVENTES HEXANO;Suma de M3;779.6
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;328932
;4;ADITIVOS LUBRICANTES;Suma de M3;0.02
;;;Suma de Toneladas;0.023
;;;Suma de ValorFOB;297
;;AEROKEROSENE;Suma de M3;10377.63
;;;Suma de Toneladas;1549
;;;Suma de ValorFOB;5513882.49
;;AGUARRAS;Suma de M3;2568.23
;;;Suma de Toneladas;629
;;;Suma de ValorFOB;1316150.6
;;ASFALTOS;Suma de M3;0
;;;Suma de Toneladas;141
;;;Suma de ValorFOB;28903
;;BASES LUBRICANTES;Suma de M3;8474
;;;Suma de Toneladas;7494
;;;Suma de ValorFOB;4649395
;;BUTANO NO PETROQUIMICO;Suma de M3;825
;;;Suma de Toneladas;26611.139
;;;Suma de ValorFOB;1281102.42
;;CORTES DE GAS OIL;Suma de M3;40174
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;14730359
;;FUEL OIL, AZUFRE <1%;Suma de M3;28349
;;;Suma de Toneladas;167019
;;;Suma de ValorFOB;52672800
;;GAS NATURAL;Suma de M3;259316385
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;37386107
;;GAS OIL;Suma de M3;1450
;;;Suma de Toneladas;223
;;;Suma de ValorFOB;1170298
;;GASOLINA NATURAL;Suma de M3;0
;;;Suma de Toneladas;21142.273
;;;Suma de ValorFOB;1279.295
;;GLP A GRANEL;Suma de M3;0
;;;Suma de Toneladas;8579
;;;Suma de ValorFOB;4111575
;;GRASAS;Suma de M3;191.26
;;;Suma de Toneladas;167.26
;;;Suma de ValorFOB;358810.3
;;LUBRICANTE AUTO, EXCLUIDO GRASAS;Suma de M3;2581.79
;;;Suma de Toneladas;1803
;;;Suma de ValorFOB;3505275.34
;;LUBRICANTE INDUSTRIAL, EXCLUIDO GRASAS;Suma de M3;679.4
;;;Suma de Toneladas;597.36
;;;Suma de ValorFOB;774736.4
;;NAFTA COMUN >83 RON;Suma de M3;129537.86
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;63125855.58
;;NAFTA SUPER >93 RON;Suma de M3;44704
;;;Suma de Toneladas;17006
;;;Suma de ValorFOB;24549483
;;NAFTA VIRGEN;Suma de M3;128402
;;;Suma de Toneladas;36251
;;;Suma de ValorFOB;57914968
;;OTRAS NAFTAS O CORTES DE ELLAS;Suma de M3;67168.72
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;30926436.34
;;OTROS PRODUCTOS PETROQUIMICOS;Suma de M3;408
;;;Suma de Toneladas;400
;;;Suma de ValorFOB;563123
;;PETROLEO;Suma de M3;323210
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;103780315
;;PROPANO NO PETROQUIMICO;Suma de M3;132
;;;Suma de Toneladas;24993.362
;;;Suma de ValorFOB;349731.66
;;SOLVENTES ALIFATICOS;Suma de M3;1774
;;;Suma de Toneladas;594
;;;Suma de ValorFOB;868897
;;SOLVENTES AROMATICOS;Suma de M3;25
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;20270
;;SOLVENTES HEXANO;Suma de M3;526
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;207484
;5;ADITIVOS LUBRICANTES;Suma de M3;5.4
;;;Suma de Toneladas;4.57
;;;Suma de ValorFOB;15099.98
;;AEROKEROSENE;Suma de M3;8954.01
;;;Suma de Toneladas;1576
;;;Suma de ValorFOB;4777755.25
;;AGUARRAS;Suma de M3;2733.5
;;;Suma de Toneladas;675
;;;Suma de ValorFOB;1400165.8
;;ASFALTOS;Suma de M3;0
;;;Suma de Toneladas;71.4
;;;Suma de ValorFOB;14627
;;BASES LUBRICANTES;Suma de M3;332
;;;Suma de Toneladas;295
;;;Suma de ValorFOB;256624
;;BUTANO NO PETROQUIMICO;Suma de M3;775
;;;Suma de Toneladas;37050.993
;;;Suma de ValorFOB;4939615.87
;;COQUE;Suma de M3;0
;;;Suma de Toneladas;23641
;;;Suma de ValorFOB;2722841.88
;;CORTES DE GAS OIL;Suma de M3;19953
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;7735339
;;FUEL OIL, AZUFRE <1%;Suma de M3;20166
;;;Suma de Toneladas;109061
;;;Suma de ValorFOB;37180263
;;FUEL OIL, AZUFRE >1%;Suma de M3;0
;;;Suma de Toneladas;35091
;;;Suma de ValorFOB;10859360.38
;;GAS NATURAL;Suma de M3;91816083
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;10973677
;;GAS OIL;Suma de M3;4323
;;;Suma de Toneladas;3449
;;;Suma de ValorFOB;2413675
;;GASOLINA NATURAL;Suma de M3;0
;;;Suma de Toneladas;26270.079
;;;Suma de ValorFOB;2003.9768
;;GLP A GRANEL;Suma de M3;0
;;;Suma de Toneladas;3536
;;;Suma de ValorFOB;1781029
;;GRASAS;Suma de M3;146.15
;;;Suma de Toneladas;129.15
;;;Suma de ValorFOB;288965.13
;;LUBRICANTE AUTO, EXCLUIDO GRASAS;Suma de M3;2378.55
;;;Suma de Toneladas;1681.27
;;;Suma de ValorFOB;3255810.17
;;LUBRICANTE INDUSTRIAL, EXCLUIDO GRASAS;Suma de M3;674.94
;;;Suma de Toneladas;595.25
;;;Suma de ValorFOB;742096.56
;;NAFTA COMUN >83 RON;Suma de M3;121179.65
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;64223929.3
;;NAFTA SUPER >93 RON;Suma de M3;44921
;;;Suma de Toneladas;19244
;;;Suma de ValorFOB;27147935
;;NAFTA ULTRA >97 RON;Suma de M3;716
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;368486
;;NAFTA VIRGEN;Suma de M3;136724
;;;Suma de Toneladas;49046
;;;Suma de ValorFOB;64197029
;;OTRAS NAFTAS O CORTES DE ELLAS;Suma de M3;127107.29
;;;Suma de Toneladas;27372
;;;Suma de ValorFOB;64672686.79
;;OTROS PRODUCTOS PETROQUIMICOS;Suma de M3;665
;;;Suma de Toneladas;516
;;;Suma de ValorFOB;917346
;;PETROLEO;Suma de M3;157833
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;53128072
;;PROPANO NO PETROQUIMICO;Suma de M3;176
;;;Suma de Toneladas;16974.518
;;;Suma de ValorFOB;451947.34
;;SOLVENTES ALIFATICOS;Suma de M3;3269
;;;Suma de Toneladas;532
;;;Suma de ValorFOB;1427336.6
;;SOLVENTES AROMATICOS;Suma de M3;96
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;83703
;;SOLVENTES HEXANO;Suma de M3;711.6
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;332474
;6;ADITIVOS LUBRICANTES;Suma de M3;62
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;105556
;;AEROKEROSENE;Suma de M3;5999.08
;;;Suma de Toneladas;1611
;;;Suma de ValorFOB;3306966.42
;;AGUARRAS;Suma de M3;1819
;;;Suma de Toneladas;465
;;;Suma de ValorFOB;994188
;;BASES LUBRICANTES;Suma de M3;8362
;;;Suma de Toneladas;7388
;;;Suma de ValorFOB;4546383
;;BUTANO NO PETROQUIMICO;Suma de M3;0
;;;Suma de Toneladas;22105.945
;;;Suma de ValorFOB;3757200.18
;;CORTES DE GAS OIL;Suma de M3;17983
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;8093887
;;EMULSIVOS;Suma de M3;28.7
;;;Suma de Toneladas;24.5
;;;Suma de ValorFOB;31417.3
;;FUEL OIL, AZUFRE <1%;Suma de M3;31647.18
;;;Suma de Toneladas;115824.68
;;;Suma de ValorFOB;41101928.38
;;GAS NATURAL;Suma de M3;35686817
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;5516106
;;GAS OIL;Suma de M3;6776
;;;Suma de Toneladas;3504
;;;Suma de ValorFOB;4002050
;;GASOLINA NATURAL;Suma de M3;0
;;;Suma de Toneladas;17905.278
;;;Suma de ValorFOB;1331.6242
;;GRASAS;Suma de M3;90.9
;;;Suma de Toneladas;80.9
;;;Suma de ValorFOB;174894.9
;;LUBRICANTE AUTO, EXCLUIDO GRASAS;Suma de M3;1748.87
;;;Suma de Toneladas;1256.96
;;;Suma de ValorFOB;2428667.6
;;LUBRICANTE INDUSTRIAL, EXCLUIDO GRASAS;Suma de M3;634.18
;;;Suma de Toneladas;555.36
;;;Suma de ValorFOB;679860
;;NAFTA COMUN >83 RON;Suma de M3;117371.9
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;63542987.17
;;NAFTA SUPER >93 RON;Suma de M3;21233
;;;Suma de Toneladas;717
;;;Suma de ValorFOB;11618645
;;NAFTA ULTRA >97 RON;Suma de M3;300.33
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;190804.95
;;NAFTA VIRGEN;Suma de M3;118241
;;;Suma de Toneladas;36146
;;;Suma de ValorFOB;53512640
;;OTRAS NAFTAS O CORTES DE ELLAS;Suma de M3;94543
;;;Suma de Toneladas;28284
;;;Suma de ValorFOB;46465791
;;OTROS PRODUCTOS PETROQUIMICOS;Suma de M3;1504
;;;Suma de Toneladas;18086
;;;Suma de ValorFOB;11819773
;;PETROLEO;Suma de M3;160876
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;58709868
;;PROPANO NO PETROQUIMICO;Suma de M3;0
;;;Suma de Toneladas;35224.657
;;;Suma de ValorFOB;2385.8
;;SOLVENTES ALIFATICOS;Suma de M3;7859.886
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;3083829.6
;;SOLVENTES AROMATICOS;Suma de M3;152
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;105837
;;SOLVENTES HEXANO;Suma de M3;419
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;193258
;7;ADITIVOS LUBRICANTES;Suma de M3;49.1
;;;Suma de Toneladas;44.536
;;;Suma de ValorFOB;142984.69
;;AEROKEROSENE;Suma de M3;8445.37
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;4711580.33
;;AGUARRAS;Suma de M3;1561.047
;;;Suma de Toneladas;665.16
;;;Suma de ValorFOB;862850
;;BUTANO NO PETROQUIMICO;Suma de M3;0
;;;Suma de Toneladas;17773.256
;;;Suma de ValorFOB;1677673.11
;;CORTES DE GAS OIL;Suma de M3;24850
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;13298770
;;EMULSIVOS;Suma de M3;56
;;;Suma de Toneladas;49.28
;;;Suma de ValorFOB;61272.96
;;FUEL OIL, AZUFRE <1%;Suma de M3;6747.92
;;;Suma de Toneladas;94193.32
;;;Suma de ValorFOB;34954454.67
;;GAS NATURAL;Suma de M3;33045550
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;3588396
;;GAS OIL;Suma de M3;4893
;;;Suma de Toneladas;1593
;;;Suma de ValorFOB;2974438
;;GASOLINA NATURAL;Suma de M3;0
;;;Suma de Toneladas;6723.073
;;;Suma de ValorFOB;655.0239
;;GRASAS;Suma de M3;137.64
;;;Suma de Toneladas;121.14
;;;Suma de ValorFOB;281467.2
;;LUBRICANTE AUTO, EXCLUIDO GRASAS;Suma de M3;1760.34
;;;Suma de Toneladas;1094.64
;;;Suma de ValorFOB;2467139.95
;;LUBRICANTE INDUSTRIAL, EXCLUIDO GRASAS;Suma de M3;879.07
;;;Suma de Toneladas;773.81
;;;Suma de ValorFOB;1159900.86
;;NAFTA COMUN >83 RON;Suma de M3;140131.14
;;;Suma de Toneladas;0
;;;Suma de ValorFOB;69294383.9
;;NAFTA SUPER >93 RON;Suma de M3;38484
;;;Suma de Toneladas;16749
;;;Suma de ValorFOB;23212945
;;NAFTA VIRGEN;Suma de M3;83912
