anio,unidad_cant_crudo,prod_crudo,expo_crudo,precio_crudo_mdoint,precio_me_crudo,unidad_cant_gas,prod_gas,expo_gas,precio_externo_gas,precio_exportacion_gas_ar,precio_gas_mdoint,tcc,tcp,coef_ci,crudo_mdo_interno,gas_mdo_interno,unidad,vbp_tot,vbp_extr,ci_tot,ci_extr,va_tot,va_extr,ms_extr,ms_tot,ebe_tot,ebe_extr,fuente
1942.0,barriles,23706256.2,0.0,,,MMBTU,23827500.0,0.0,,,,3.36e-13,3.527801582312046e-13,,23706256.2,23827500.0,Millones de pesos corrientes,,,,,,,,,,,Criterio CCNN
1943.0,barriles,24832130.4,0.0,,,MMBTU,23862800.0,0.0,,,,3.36e-13,3.851705937156042e-13,,24832130.4,23862800.0,Millones de pesos corrientes,,,,,,,,,,,Criterio CCNN
1944.0,barriles,24228309.599999998,0.0,,,MMBTU,23368600.0,0.0,,,,3.36e-13,4.0622022553163494e-13,,24228309.599999998,23368600.0,Millones de pesos corrientes,,,,,,,,,,,Criterio CCNN
1945.0,barriles,22882292.4,0.0,,,MMBTU,21462400.0,0.0,,,,3.36e-13,4.743077825042828e-13,,22882292.4,21462400.0,Millones de pesos corrientes,,,,,,,,,,,Criterio CCNN
1946.0,barriles,20800368.599999998,0.0,,1.63,MMBTU,19838600.0,0.0,,,,3.36e-13,4.3237803446155064e-13,,20800368.599999998,19838600.0,Millones de pesos corrientes,,,,,,,,,,,Criterio CCNN
1947.0,barriles,21844475.4,0.0,,2.16,MMBTU,20544600.0,0.0,,,,3.36e-13,4.152889024769395e-13,,21844475.4,20544600.0,Millones de pesos corrientes,,,,,,,,,,,Criterio CCNN
1948.0,barriles,23221941.599999998,0.0,,2.77,MMBTU,21356500.0,0.0,,,,3.36e-13,4.5301238167760564e-13,,23221941.599999998,21356500.0,Millones de pesos corrientes,,,,,,,,,,,Criterio CCNN
1949.0,barriles,22586671.799999997,0.0,,2.77,MMBTU,23756900.0,0.0,,,,3.36e-13,6.42068870648753e-13,,22586671.799999997,23756900.0,Millones de pesos corrientes,,,,,,,,,,,Criterio CCNN
1950.0,barriles,23460954.0,0.0,,2.77,MMBTU,26616200.0,0.0,,,,3.91e-13,7.848443430683273e-13,,23460954.0,26616200.0,Millones de pesos corrientes,,,,,,,,,,,Criterio CCNN
1951.0,barriles,24464806.08,0.0,,2.77,MMBTU,29263700.0,0.0,,,,5e-13,9.75880097164723e-13,,24464806.08,29263700.0,Millones de pesos corrientes,,,,,,,,,,,Criterio CCNN
1952.0,barriles,24819550.799999997,0.0,,2.77,MMBTU,31664100.0,0.0,,,,5e-13,1.1935807346934453e-12,,24819550.799999997,31664100.0,Millones de pesos corrientes,,,,,,,,,,,Criterio CCNN
1953.0,barriles,28501599.72,0.0,,2.92,MMBTU,32864300.0,0.0,,,,5e-13,1.49176750286427e-12,,28501599.72,32864300.0,Millones de pesos corrientes,,,,,,,,,,,Criterio CCNN
1954.0,barriles,29572123.68,0.0,,2.99,MMBTU,34629300.0,0.0,,,,5e-13,1.4684626910563614e-12,,29572123.68,34629300.0,Millones de pesos corrientes,,,,,,,,,,,Criterio CCNN
1955.0,barriles,30504272.04,0.0,,2.93,MMBTU,37347400.0,0.0,,,,6.9e-13,1.6682030546352734e-12,,30504272.04,37347400.0,Millones de pesos corrientes,,,,,,,,,,,Criterio CCNN
1956.0,barriles,31011858.9,0.0,,2.94,MMBTU,40489100.0,0.0,,,,1.8e-12,1.865707016536708e-12,,31011858.9,40489100.0,Millones de pesos corrientes,,,,,,,,,,,Criterio CCNN
1957.0,barriles,33951711.419999994,0.0,,3.14,MMBTU,49914200.0,0.0,,,,1.8e-12,2.215620682936727e-12,,33951711.419999994,49914200.0,Millones de pesos corrientes,,,,,,,,,,,Criterio CCNN
1958.0,barriles,35656247.22,0.0,,3.0,MMBTU,58350900.0,0.0,,,,1.8e-12,2.7509601125472938e-12,,35656247.22,58350900.0,Millones de pesos corrientes,,,,,,,,,,,Criterio CCNN
1959.0,barriles,44578328.519999996,0.0,,3.0,MMBTU,75965600.0,0.0,,,,8.06e-12,6.661870546578436e-12,,44578328.519999996,75965600.0,Millones de pesos corrientes,,,,,,,,,,,Criterio CCNN
1960.0,barriles,63859811.05679999,0.0,,2.91,MMBTU,126162200.0,0.0,,,,8.28e-12,7.643394706684082e-12,,63859811.05679999,126162200.0,Millones de pesos corrientes,,,,,,,,,,,Criterio CCNN
1961.0,barriles,84461610.6708,0.0,,2.85,MMBTU,173252400.0,0.0,,,,8.29e-12,7.91345035478734e-12,,84461610.6708,173252400.0,Millones de pesos corrientes,,,,,,,,,,,Criterio CCNN
1962.0,barriles,98205911.8062,1600164.59776432,,2.31288519016786,MMBTU,217906900.0,0.0,,0.8318866410727309,,1.16e-11,1.1025934906447486e-11,,96605747.20843568,217906900.0,Millones de pesos corrientes,,,,,,,,,,,Criterio CCNN
1963.0,barriles,97140620.95979999,640739.01985856,2.466666938176836,2.18419661769457,MMBTU,209893800.0,0.0,,0.9089018014224703,,1.39e-11,1.3689814027401163e-11,,96499881.93994144,209893800.0,Millones de pesos corrientes,,,,,,,,,,,Criterio CCNN
1964.0,barriles,100275727.7412,101996.187941,1.723294996349331,1.97064227651594,MMBTU,230685500.0,0.0,,1.051371001612714,,1.41e-11,1.5961183187096464e-11,,100173731.553259,230685500.0,Millones de pesos corrientes,,,,,,,,,,,Criterio CCNN
1965.0,barriles,98276326.11719999,0.0,2.4667463058776495,3.01,MMBTU,220130800.0,0.0,,2.037615891092793,,1.68e-11,1.9334847321468138e-11,,98276326.11719999,220130800.0,Millones de pesos corrientes,,,,,,,,,,,Criterio CCNN
