anio,unidad_cant_crudo,prod_crudo,expo_crudo,precio_crudo_mdoint,precio_me_crudo,unidad_cant_gas,prod_gas,expo_gas,precio_externo_gas,precio_exportacion_gas_ar,precio_gas_mdoint,tcc,tcp,coef_ci,crudo_mdo_interno,gas_mdo_interno,unidad,vbp_tot,vbp_extr,ci_tot,ci_extr,va_tot,va_extr,ms_extr,ms_tot,ebe_tot,ebe_extr,fuente
1966.0,barriles,104759675.84279999,19421.3608275,3.48023784540049,5.51186917079588,MMBTU,210458600.0,0.0,0.1261790566041728,1.957538280304303,,2.07e-11,2.491185820885275e-11,,104740254.48197249,210458600.0,Millones de pesos corrientes,,,,,,,,,,,Criterio CCNN
1967.0,barriles,114673312.66379999,58111.59861867,2.375274253553372,1.77725277663965,MMBTU,228320400.0,0.0,0.1254758552860765,1.4360386059710821,,3.31e-11,3.281393980941069e-11,,114615201.06518131,228320400.0,Millones de pesos corrientes,,,,,,,,,,,Criterio CCNN
1968.0,barriles,125488170.89819999,1182294.78060432,2.820439441635664,1.29989324592505,MMBTU,249006200.0,0.0,,1.4453273570737877,,3.5e-11,3.527585316582835e-11,,124305876.11759567,249006200.0,Millones de pesos corrientes,,,,,,,,,,,Criterio CCNN
1969.0,barriles,130081536.3606,381429.802925,2.820439441635664,2.34669654320641,MMBTU,247347100.0,0.0,,2.1209250074223003,,3.5e-11,3.3458068278099456e-11,,129700106.55767499,247347100.0,Millones de pesos corrientes,,,,,,,,,,,Criterio CCNN
1970.0,barriles,143397621.62219998,0.0,2.604216350281408,3.39,MMBTU,270539200.0,0.0,,,0.10895619960775765,3.77e-11,3.569785208225281e-11,,143397621.62219998,270539200.0,Millones de pesos corrientes,,,,,,,,,,,Criterio CCNN
1971.0,barriles,154510553.4786,0.0,2.1495119081687815,3.6,MMBTU,286530100.0,0.0,,1.2999371153658301,0.11640781438450343,4.59e-11,4.7720273050483874e-11,,154510553.4786,286530100.0,Millones de pesos corrientes,1.6775376735739532e-08,1.514495271050435e-08,,,,,6.135280838568708e-10,1.7180645258599992e-09,,,Criterio CCNN
1972.0,barriles,158461780.6794,0.0,1.6614200769499825,3.6,MMBTU,293554800.0,0.0,0.2554402933013513,1.3731400688620794,0.07332534563016636,8e-11,7.45834959761967e-11,,158461780.6794,293554800.0,Millones de pesos corrientes,2.278372728171155e-08,2.056934265538196e-08,,,,,8.332722872616769e-10,2.3334148750401613e-09,,,Criterio CCNN
1973.0,barriles,153728574.0936,0.0,3.373716175395084,4.75,MMBTU,314664200.0,0.0,0.2792446275159122,,0.08153011641555255,8.68e-11,1.1375831475781977e-10,,153728574.0936,314664200.0,Millones de pesos corrientes,,,,,,,,,,,Criterio CCNN
1974.0,barriles,151095236.1072,220506.44815168,7.361124360075042,15.2000997163332,MMBTU,332773100.0,0.0,0.4045345474827224,4.372788350819689,0.08740066032608595,8.68e-11,1.2647585597322773e-10,,150874729.65904832,332773100.0,Millones de pesos corrientes,9.921621542348092e-08,8.957324263857068e-08,,,,,3.6286478387464522e-09,1.0161313381773758e-08,,,Criterio CCNN
1975.0,barriles,144465535.3152,90446.18467876,4.591560939934498,13.9260490033229,MMBTU,362707500.0,0.0,0.6529641236750255,8.021100203987395,0.03710114479905294,2.57e-10,3.74002397389071e-10,,144375089.13052124,362707500.0,Millones de pesos corrientes,1.741492244471156e-07,1.5722340012808676e-07,,,,,6.369182741068781e-09,1.7835641454846303e-08,,,Criterio CCNN
1976.0,barriles,145592912.7774,0.0,4.771216890839137,13.1,MMBTU,389429600.0,0.0,0.9735899367907366,3.5860429154307654,0.05264088555145835,1.83e-09,2.001721362135581e-09,,145592912.7774,389429600.0,Millones de pesos corrientes,1.3087341690501291e-06,1.1815363322754986e-06,,,,,4.7864508777599295e-08,1.340351269033224e-07,,,Criterio CCNN
1977.0,barriles,157542721.39319998,0.0,4.779166269197749,14.4,MMBTU,411703900.0,0.0,1.1209601135851275,4.252913691588782,0.28156571482815346,4.05e-09,4.817638854131992e-09,,157542721.39319998,411703900.0,Millones de pesos corrientes,3.518820479911206e-06,3.1768210398203065e-06,,,,,1.2869428928393383e-07,3.603830026973511e-07,,,Criterio CCNN
1978.0,barriles,165137944.22399998,0.0,8.025692390855035,14.95,MMBTU,406091200.0,0.0,1.417473633627966,4.148195219968046,0.6634089008599293,7.9e-09,1.2622630391494297e-08,,165137944.22399998,406091200.0,Millones de pesos corrientes,1.2598531786423027e-05,1.1374061586388043e-05,,,,,4.6076777816061656e-07,1.2902893855169682e-06,,,Criterio CCNN
1979.0,barriles,172553838.567,1.20135371,9.663264332729181,32.4633783334302,MMBTU,452369500.0,0.0,1.5914675429105807,,0.8261173030009026,1.31e-08,2.4626019715424612e-08,,172553837.3656463,452369500.0,Millones de pesos corrientes,,,,,,,,,,,Criterio CCNN
1980.0,barriles,179675709.9192,0.0,12.71900537377977,37.42,MMBTU,475349800.0,0.0,3.01986311610983,,1.0589132499434344,1.83e-08,4.162040187202227e-08,,179675709.9192,475349800.0,Millones de pesos corrientes,,,,,,,,,,,Criterio CCNN
1981.0,barriles,181475630.5362,0.0,9.280104295844065,35.75,MMBTU,481103700.0,0.0,3.988870696820312,,1.0244255041069572,4.41e-08,8.190042358174585e-08,,181475630.5362,481103700.0,Millones de pesos corrientes,,,,,,,,,,,Criterio CCNN
1982.0,barriles,179071260.1392,0.0,5.8666412286559195,31.83,MMBTU,547961900.0,0.0,4.513028262923004,,0.47100085514818124,2.16e-07,2.0667427771827035e-07,,179071260.1392,547961900.0,Millones de pesos corrientes,,,,,,,,,,,Criterio CCNN
1983.0,barriles,179096469.6576,0.0,10.197462558427931,29.08,MMBTU,606489300.0,0.0,4.704625726650992,,0.6649430599030824,1.053e-06,8.931256667281215e-07,,179096469.6576,606489300.0,Millones de pesos corrientes,,,,,,,,,,,Criterio CCNN
1984.0,barriles,175096653.7518,0.0,10.342141244554677,28.75,MMBTU,662369200.0,0.0,4.770926064890199,4.248420622889434,0.7459420757685602,6.77e-06,6.5215349932082375e-06,,175096653.7518,662369200.0,Millones de pesos corrientes,0.0156046020861418,0.014087967405069226,,,,,0.0005707091869276849,0.001598158640887255,,,Criterio CCNN
1985.0,barriles,167780798.6778,2557822.1855568,11.195904480269643,26.9560911580689,MMBTU,674688900.0,0.0,4.700009439988131,4.940689928340737,0.7307515573540577,6e-05,5.369904101939766e-05,,165222976.4922432,674688900.0,Millones de pesos corrientes,0.14470797090944928,0.1306435861787538,,,,,0.005292423860844895,0.014820390346228812,,,Criterio CCNN
1986.0,barriles,158370534.5508,828555.61461192,12.488473401380013,22.6970931924809,MMBTU,679383800.0,0.0,4.2232458834134,3.6848138302843343,0.7549495853778734,9.42e-05,8.955315961391932e-05,,157541978.93618807,679383800.0,Millones de pesos corrientes,0.23542135577990667,0.21254040111858785,,,,,0.008610096547215658,0.024110879079908352,,,Criterio CCNN
1987.0,barriles,156346426.59239998,523314.55696856,10.316703233807116,19.7651448106409,MMBTU,676630400.0,0.0,3.6980970598806797,2.7097389679202806,0.6203026501601826,0.000214,0.00020847512175890085,,155823112.0354314,676630400.0,Millones de pesos corrientes,0.4360549219372684,0.3936740900639727,,,,,0.01594789463908488,0.04465893699489815,,,Criterio CCNN
1988.0,barriles,164306432.664,1264149.1603008,13.21345670768546,13.7865882819184,MMBTU,802510200.0,0.0,2.593218588840547,2.2844284773979036,1.020372990449399,0.000871,0.0009757902950238913,,163042283.5036992,802510200.0,Millones de pesos corrientes,2.604847606568693,2.3516785608459934,,,,,0.09526743786280716,0.266777690815282,,,Criterio CCNN
