anio,unidad_cant_crudo,prod_crudo,expo_crudo,precio_crudo_mdoint,precio_me_crudo,unidad_cant_gas,prod_gas,expo_gas,precio_externo_gas,precio_exportacion_gas_ar,precio_gas_mdoint,tcc,tcp,unidad,ci_tot,ci_extr,ms_tot,ms_extr,consumo_k_fijo,vbp_tot,va_tot,ebe_tot,vbp_extr,ebe_extr,va_extr,fuente,pv
2000.0,barriles,272277680.3868,5608444.835399999,28.146854075911264,27.930764059573495,MMBTU,1595364783.5022802,11411.282034,1.0932602299788075,1.2683158238077425,1.2689565627950896,1.0,1.969548988287749,Millones de pesos corrientes,8110.7027028988,7322.411342492393,1281.4578964366813,506.8782760699215,2193.24920957829,18413.456322571365,11091.044980078972,10584.16670400905,,,,Criterio propio,7942.244465535226
2000.0,barriles,272277680.3868,5608444.835399999,28.146854075911264,27.930764059573495,MMBTU,1595364783.5022802,11411.282034,1.0932602299788075,1.2683158238077425,1.2689565627950896,1.0,1.969548988287749,Millones de pesos corrientes,8111.83299223171,7323.43177730979,1281.4578964366813,506.8782760699215,2193.24920957829,18413.456322571365,11090.024545261575,10583.146269191653,,,,Criterio propio,7941.224030717828
2000.0,barriles,272277680.3868,5608444.835399999,28.146854075911264,27.930764059573495,MMBTU,1595364783.5022802,11411.282034,1.0932602299788075,1.2683158238077425,1.2689565627950896,1.0,1.969548988287749,Millones de pesos corrientes,8111.83299223171,7323.43177730979,1281.4578964366813,506.8782760699215,2193.24920957829,18413.456322571365,11090.024545261575,10583.146269191653,,,,Criterio propio,7941.224030717828
2001.0,barriles,280631962.5714,104949187.51679999,22.719092633178587,23.395872600601972,MMBTU,1698918101.81031,218230025.45962197,1.0901093387855751,1.364365125246429,1.3406515580736544,1.0,2.07506215718321,Millones de pesos corrientes,6709.9126980906085,6057.7662192046755,1154.8024640321157,456.77995648358717,2450.76890053721,17467.11819168105,11409.351972476374,10952.572015992786,,,,Criterio propio,8076.189114051009
2001.0,barriles,280631962.5714,104949187.51679999,22.719092633178587,23.395872600601972,MMBTU,1698918101.81031,218230025.45962197,1.0901093387855751,1.364365125246429,1.3406515580736544,1.0,2.07506215718321,Millones de pesos corrientes,6709.9126980906085,6057.7662192046755,1154.8024640321157,456.77995648358717,2450.76890053721,17467.11819168105,11409.351972476374,10952.572015992786,,,,Criterio propio,8076.189114051009
2001.0,barriles,280631962.5714,104949187.51679999,22.719092633178587,23.395872600601972,MMBTU,1698918101.81031,218230025.45962197,1.0901093387855751,1.364365125246429,1.3406515580736544,1.0,2.07506215718321,Millones de pesos corrientes,6710.974419148236,6058.724750000305,1154.8024640321157,456.77995648358717,2450.76890053721,17467.11819168105,11408.393441680744,10951.613485197156,,,,Criterio propio,8075.230583255379
2001.0,barriles,280631962.5714,104949187.51679999,22.719092633178587,23.395872600601972,MMBTU,1698918101.81031,218230025.45962197,1.0901093387855751,1.364365125246429,1.3406515580736544,1.0,2.07506215718321,Millones de pesos corrientes,6710.974419148236,6058.724750000305,1154.8024640321157,456.77995648358717,2450.76890053721,17467.11819168105,11408.393441680744,10951.613485197156,,,,Criterio propio,8075.230583255379
2002.0,barriles,276503268.66359997,97245641.75039999,19.682486484599405,24.9059965634639,MMBTU,1642089377.3392498,206445367.650343,0.8882986503071644,0.6077650752726892,0.4929689708473924,3.14,3.101870690383393,Millones de pesos corrientes,10495.669564420115,9475.57969768689,2817.697817911261,1114.5351059916081,3927.818961227895,25885.90262247692,16410.32292479003,15295.787818798422,,,,Criterio propio,10737.217838758015
2002.0,barriles,276503268.66359997,97245641.75039999,19.682486484599405,24.9059965634639,MMBTU,1642089377.3392498,206445367.650343,0.8882986503071644,0.6077650752726892,0.4929689708473924,3.14,3.101870690383393,Millones de pesos corrientes,10495.669564420115,9475.57969768689,2817.697817911261,1114.5351059916081,3927.818961227895,25885.90262247692,16410.32292479003,15295.787818798422,,,,Criterio propio,10737.217838758015
2002.0,barriles,276503268.66359997,97245641.75039999,19.682486484599405,24.9059965634639,MMBTU,1642089377.3392498,206445367.650343,0.8882986503071644,0.6077650752726892,0.4929689708473924,3.14,3.101870690383393,Millones de pesos corrientes,10496.392590292422,9476.232451590247,2817.697817911261,1114.5351059916081,3927.818961227895,25885.90262247692,16409.67017088667,15295.135064895063,,,,Criterio propio,10736.565084854656
2002.0,barriles,276503268.66359997,97245641.75039999,19.682486484599405,24.9059965634639,MMBTU,1642089377.3392498,206445367.650343,0.8882986503071644,0.6077650752726892,0.4929689708473924,3.14,3.101870690383393,Millones de pesos corrientes,10496.392590292422,9476.232451590247,2817.697817911261,1114.5351059916081,3927.818961227895,25885.90262247692,16409.67017088667,15295.135064895063,,,,Criterio propio,10736.565084854656
2003.0,barriles,270191278.2492,83878726.09908,24.237501381866938,30.1449796250912,MMBTU,1800558632.4394,228132934.10724398,0.6009941875582862,0.6745701981159947,0.5422560403755233,2.93,3.575691739551415,Millones de pesos corrientes,12683.805360176473,11451.047293612144,3120.491778836057,1234.3046913558412,3710.739805031023,32993.03586993849,21541.988576326345,20307.683884970502,,,,Criterio propio,15793.0165023625
2003.0,barriles,270191278.2492,83878726.09908,24.237501381866938,30.1449796250912,MMBTU,1800558632.4394,228132934.10724398,0.6009941875582862,0.6745701981159947,0.5422560403755233,2.93,3.575691739551415,Millones de pesos corrientes,12683.805360176473,11451.047293612144,3120.491778836057,1234.3046913558412,3710.739805031023,32993.03586993849,21541.988576326345,20307.683884970502,,,,Criterio propio,15793.0165023625
2003.0,barriles,270191278.2492,83878726.09908,24.237501381866938,30.1449796250912,MMBTU,1800558632.4394,228132934.10724398,0.6009941875582862,0.6745701981159947,0.5422560403755233,2.93,3.575691739551415,Millones de pesos corrientes,12684.840241273616,11451.981593063307,3120.491778836057,1234.3046913558412,3710.739805031023,32993.03586993849,21541.054276875184,20306.74958551934,,,,Criterio propio,15792.082202911339
2003.0,barriles,270191278.2492,83878726.09908,24.237501381866938,30.1449796250912,MMBTU,1800558632.4394,228132934.10724398,0.6009941875582862,0.6745701981159947,0.5422560403755233,2.93,3.575691739551415,Millones de pesos corrientes,12684.840241273616,11451.981593063307,3120.491778836057,1234.3046913558412,3710.739805031023,32993.03586993849,21541.054276875184,20306.74958551934,,,,Criterio propio,15792.082202911339
2004.0,barriles,254315156.3304,64388883.8736,28.35350209068651,36.16651394674907,MMBTU,1842819822.63149,259446308.63520998,1.7878387463878782,0.894522347119295,0.7725186682007301,2.93,3.476419712823161,Millones de pesos corrientes,13346.362397624765,12049.20941886494,1718.7353693706398,752.4348447873757,3909.6748330672904,43428.67728096603,31379.46786210109,30627.033017313715,,,,Criterio propio,25659.149674381144
2004.0,barriles,254315156.3304,64388883.8736,28.35350209068651,36.16651394674907,MMBTU,1842819822.63149,259446308.63520998,1.7878387463878782,0.894522347119295,0.7725186682007301,2.93,3.476419712823161,Millones de pesos corrientes,13346.362397624765,12049.20941886494,1718.7353693706398,752.4348447873757,3909.6748330672904,43428.67728096603,31379.46786210109,30627.033017313715,,,,Criterio propio,25659.149674381144
2004.0,barriles,254315156.3304,64388883.8736,28.35350209068651,36.16651394674907,MMBTU,1842819822.63149,259446308.63520998,1.7878387463878782,0.894522347119295,0.7725186682007301,2.93,3.476419712823161,Millones de pesos corrientes,13347.48577826,12050.22361645135,1718.7353693706398,752.4348447873757,3909.6748330672904,43428.67728096603,31378.45366451468,30626.018819727306,,,,Criterio propio,25658.135476794734
2004.0,barriles,254315156.3304,64388883.8736,28.35350209068651,36.16651394674907,MMBTU,1842819822.63149,259446308.63520998,1.7878387463878782,0.894522347119295,0.7725186682007301,2.93,3.476419712823161,Millones de pesos corrientes,13347.48577826,12050.22361645135,1718.7353693706398,752.4348447873757,3909.6748330672904,43428.67728096603,31378.45366451468,30626.018819727306,,,,Criterio propio,25658.135476794734
2005.0,barriles,242613090.357,54636926.3616,34.634829819708095,48.14787712144361,MMBTU,1811916923.59247,233012074.3566,2.498083295501938,1.1509797424150912,1.043703097186865,2.928416666666667,3.913969455049009,Millones de pesos corrientes,14765.022659584114,13329.987962208867,2414.22994387732,980.624452718001,4561.970945620766,63436.14786685213,50106.15990464327,49125.535451925265,,,,Criterio propio,43017.842285213585
2005.0,barriles,242613090.357,54636926.3616,34.634829819708095,48.14787712144361,MMBTU,1811916923.59247,233012074.3566,2.498083295501938,1.1509797424150912,1.043703097186865,2.928416666666667,3.913969455049009,Millones de pesos corrientes,14765.022659584114,13329.987962208867,2414.22994387732,980.624452718001,4561.970945620766,63436.14786685213,50106.15990464327,49125.535451925265,,,,Criterio propio,43017.842285213585
2005.0,barriles,242613090.357,54636926.3616,34.634829819708095,48.14787712144361,MMBTU,1811916923.59247,233012074.3566,2.498083295501938,1.1509797424150912,1.043703097186865,2.928416666666667,3.913969455049009,Millones de pesos corrientes,14765.022659584114,13329.987962208867,2414.22994387732,980.624452718001,4561.970945620766,63436.14786685213,50106.15990464327,49125.535451925265,,,,Criterio propio,43017.842285213585
2005.0,barriles,242613090.357,54636926.3616,34.634829819708095,48.14787712144361,MMBTU,1811916923.59247,233012074.3566,2.498083295501938,1.1509797424150912,1.043703097186865,2.928416666666667,3.913969455049009,Millones de pesos corrientes,14765.022659584114,13329.987962208867,2414.22994387732,980.624452718001,4561.970945620766,63436.14786685213,50106.15990464327,49125.535451925265,,,,Criterio propio,43017.842285213585
2006.0,barriles,241190771.5932,31949152.3164,39.976812063446644,58.71126301600694,MMBTU,1823770983.1563098,108298011.9745562,3.1708397092063456,1.4276324797361655,1.288920009735108,3.07775,4.120995359841515,Millones de pesos corrientes,20655.76321874334,18648.198611287527,3297.0779891657075,1287.38672443017,5060.154321543591,82187.07212084116,63538.873509553625,62251.48678512345,,,,Criterio propio,55188.71427291939
2006.0,barriles,241190771.5932,31949152.3164,39.976812063446644,58.71126301600694,MMBTU,1823770983.1563098,108298011.9745562,3.1708397092063456,1.4276324797361655,1.288920009735108,3.07775,4.120995359841515,Millones de pesos corrientes,20655.76321874334,18648.198611287527,3297.0779891657075,1287.38672443017,5060.154321543591,82187.07212084116,63538.873509553625,62251.48678512345,,,,Criterio propio,55188.71427291939
2006.0,barriles,241190771.5932,31949152.3164,39.976812063446644,58.71126301600694,MMBTU,1823770983.1563098,108298011.9745562,3.1708397092063456,1.4276324797361655,1.288920009735108,3.07775,4.120995359841515,Millones de pesos corrientes,20655.76321874334,18648.198611287527,3297.0779891657075,1287.38672443017,5060.154321543591,82187.07212084116,63538.873509553625,62251.48678512345,,,,Criterio propio,55188.71427291939
2006.0,barriles,241190771.5932,31949152.3164,39.976812063446644,58.71126301600694,MMBTU,1823770983.1563098,108298011.9745562,3.1708397092063456,1.4276324797361655,1.288920009735108,3.07775,4.120995359841515,Millones de pesos corrientes,20655.76321874334,18648.198611287527,3297.0779891657075,1287.38672443017,5060.154321543591,82187.07212084116,63538.873509553625,62251.48678512345,,,,Criterio propio,55188.71427291939
2007.0,barriles,238412145.51659998,20763719.822339997,40.70764055560855,62.8278887947296,MMBTU,1800028282.8425298,43962053.8586,1.9447726324060484,1.5954352436394843,1.4993048402343485,3.119166666666667,4.572715840632663,Millones de pesos corrientes,24770.863791739434,22363.346387624355,4627.081046307343,1774.418848045038,5284.848568071483,84501.8567983852,62138.51041076084,60364.0915627158,,,,Criterio propio,53020.22140886234
2007.0,barriles,238412145.51659998,20763719.822339997,40.70764055560855,62.8278887947296,MMBTU,1800028282.8425298,43962053.8586,1.9447726324060484,1.5954352436394843,1.4993048402343485,3.119166666666667,4.572715840632663,Millones de pesos corrientes,24770.863791739434,22363.346387624355,4627.081046307343,1774.418848045038,5284.848568071483,84501.8567983852,62138.51041076084,60364.0915627158,,,,Criterio propio,53020.22140886234
2007.0,barriles,238412145.51659998,20763719.822339997,40.70764055560855,62.8278887947296,MMBTU,1800028282.8425298,43962053.8586,1.9447726324060484,1.5954352436394843,1.4993048402343485,3.119166666666667,4.572715840632663,Millones de pesos corrientes,24770.863791739434,22363.346387624355,4627.081046307343,1774.418848045038,5284.848568071483,84501.8567983852,62138.51041076084,60364.0915627158,,,,Criterio propio,53020.22140886234
2007.0,barriles,238412145.51659998,20763719.822339997,40.70764055560855,62.8278887947296,MMBTU,1800028282.8425298,43962053.8586,1.9447726324060484,1.5954352436394843,1.4993048402343485,3.119166666666667,4.572715840632663,Millones de pesos corrientes,24770.863791739434,22363.346387624355,4627.081046307343,1774.418848045038,5284.848568071483,84501.8567983852,62138.51041076084,60364.0915627158,,,,Criterio propio,53020.22140886234
2008.0,barriles,236452111.75079998,20686397.4114204,44.0758716586113,85.23603883175497,MMBTU,1775924408.2983696,24637390.943919,1.93790924589934,1.9763457818772658,1.7438805140414182,3.183166666666667,5.592039744778452,Millones de pesos corrientes,29549.651608365475,26677.676648961708,7006.9954138276935,2474.292500529876,5925.929530057657,131948.77281247475,105271.09616351305,102796.80366298318,,,,Criterio propio,93655.73328594332
2008.0,barriles,236452111.75079998,20686397.4114204,44.0758716586113,85.23603883175497,MMBTU,1775924408.2983696,24637390.943919,1.93790924589934,1.9763457818772658,1.7438805140414182,3.183166666666667,5.592039744778452,Millones de pesos corrientes,29549.651608365475,26677.676648961708,7006.9954138276935,2474.292500529876,5925.929530057657,131948.77281247475,105271.09616351305,102796.80366298318,,,,Criterio propio,93655.73328594332
2008.0,barriles,236452111.75079998,20686397.4114204,44.0758716586113,85.23603883175497,MMBTU,1775924408.2983696,24637390.943919,1.93790924589934,1.9763457818772658,1.7438805140414182,3.183166666666667,5.592039744778452,Millones de pesos corrientes,29549.651608365475,26677.676648961708,7006.9954138276935,2474.292500529876,5925.929530057657,131948.77281247475,105271.09616351305,102796.80366298318,,,,Criterio propio,93655.73328594332
2008.0,barriles,236452111.75079998,20686397.4114204,44.0758716586113,85.23603883175497,MMBTU,1775924408.2983696,24637390.943919,1.93790924589934,1.9763457818772658,1.7438805140414182,3.183166666666667,5.592039744778452,Millones de pesos corrientes,29549.651608365475,26677.676648961708,7006.9954138276935,2474.292500529876,5925.929530057657,131948.77281247475,105271.09616351305,102796.80366298318,,,,Criterio propio,93655.73328594332
2009.0,barriles,227941980.90179998,38281780.30050659,42.75057204654097,56.2753035685592,MMBTU,1709199505.17905,27435815.52332839,2.160447480611034,2.016992015373716,1.7998237330815237,3.75,6.96022588383259,Millones de pesos corrientes,28873.78247737324,26067.496252502442,8375.483492483741,2992.411358056097,6366.0529857946385,114983.9055877325,88916.40933523006,85923.99797717396,,,,Criterio propio,76756.18000546267
2009.0,barriles,227941980.90179998,38281780.30050659,42.75057204654097,56.2753035685592,MMBTU,1709199505.17905,27435815.52332839,2.160447480611034,2.016992015373716,1.7998237330815237,3.75,6.96022588383259,Millones de pesos corrientes,28873.78247737324,26067.496252502442,8375.483492483741,2992.411358056097,6366.0529857946385,114983.9055877325,88916.40933523006,85923.99797717396,,,,Criterio propio,76756.18000546267
2009.0,barriles,227941980.90179998,38281780.30050659,42.75057204654097,56.2753035685592,MMBTU,1709199505.17905,27435815.52332839,2.160447480611034,2.016992015373716,1.7998237330815237,3.75,6.96022588383259,Millones de pesos corrientes,28873.78247737324,26067.496252502442,8375.483492483741,2992.411358056097,6366.0529857946385,114983.9055877325,88916.40933523006,85923.99797717396,,,,Criterio propio,76756.18000546267
2009.0,barriles,227941980.90179998,38281780.30050659,42.75057204654097,56.2753035685592,MMBTU,1709199505.17905,27435815.52332839,2.160447480611034,2.016992015373716,1.7998237330815237,3.75,6.96022588383259,Millones de pesos corrientes,28873.78247737324,26067.496252502442,8375.483492483741,2992.411358056097,6366.0529857946385,114983.9055877325,88916.40933523006,85923.99797717396,,,,Criterio propio,76756.18000546267
2010.0,barriles,222743303.95679998,33429069.621789597,50.0750584769521,75.26580553145574,MMBTU,1662897706.2267401,0.0,3.9157196069555247,2.1566233888207824,2.036006709535843,3.89,7.66405578636219,Millones de pesos corrientes,34583.544185478815,31222.317656499687,10934.974078009405,3726.315061388917,8279.274291624304,178391.592480696,147169.27482419633,143442.9597628074,,,,Criterio propio,130816.89176088446
2011.0,barriles,209615629.65420002,21725042.0421738,59.70086404045704,102.7709066424628,MMBTU,1607122642.6624498,0.0,5.442531815779406,2.1811628495709185,2.1145080172498956,4.11,9.17750726520705,Millones de pesos corrientes,45478.13318051624,41058.04520702906,15526.741180435263,5101.865425166738,10661.126463424807,277979.3936268722,236921.34841984315,231819.48299467642,,,,Criterio propio,214384.94830608167
2012.0,barriles,208440946.60619998,24058816.80833532,70.09650602032922,105.63934778595046,MMBTU,1557566403.11376,0.0,7.430440023945892,1.906928009577266,1.8923518738030611,4.552518519,12.13401732884997,Millones de pesos corrientes,56426.681208793874,50942.48743142842,19291.45780190686,6378.761662060359,15461.464764068383,407617.67274237087,356675.18531094247,350296.42364888213,,,,Criterio propio,324902.708651245
2013.0,barriles,204173770.1718,15931837.93771614,70.50673289558756,95.18008634631269,MMBTU,1472302712.4361,0.0,11.051506101435468,1.8852040221708772,1.871133196076307,5.49,14.84157193157559,Millones de pesos corrientes,73294.07471109502,66170.51366094234,25210.4416819125,8248.9245964125,25413.001799002832,529910.006882109,463739.49322116666,455490.56862475415,,,,Criterio propio,417165.47016856883
2014.0,barriles,201146495.7216,16825688.388588417,72.9746844030547,93.08851800379158,MMBTU,1464386088.6069,0.0,10.385412405337707,2.2942044725737554,2.2874719437383644,8.1236,21.34231847897062,Millones de pesos corrientes,91656.16540909471,82747.96522390646,36967.364475585586,11626.309569411484,36203.766032948006,724202.1197316821,641454.1545077757,629827.8449383642,,,,Criterio propio,575977.7471738618
2015.0,barriles,201105366.7194,14726080.94671626,67.99899768540601,67.99899768441387,MMBTU,1514565301.1577098,0.0,6.379625724026714,2.154670004318071,2.15010809733667,9.43,25.48181551080215,Millones de pesos corrientes,99709.05546601515,90018.18281819252,49948.26959065372,15802.205523114788,54020.71580722831,594677.3623072054,504659.1794890129,488856.97396589816,,,,Criterio propio,420346.00229970244
2016.0,barriles,178186765.72620198,18683541.3286236,58.10644420993779,58.106444210139664,MMBTU,1588074133.3905299,0.0,3.5760457824334844,3.3917025064604656,3.3717001841682253,14.77744618867244,36.58219323265958,Millones de pesos corrientes,141003.9136602297,127299.53180905868,56885.45635461411,19526.242657351293,88690.97627182666,586515.9083816255,459216.37657256686,439690.13391521556,,,,Criterio propio,336707.7685364767
2017.0,barriles,166375420.6223076,10845928.399745999,53.103430588677966,53.103430588571754,MMBTU,1576391746.53404,0.0,4.962399318953003,3.9476995558461243,3.9472938385292666,16.55671666666666,47.31066691847749,Millones de pesos corrientes,158420.93634394207,143023.76793548965,66312.31923046391,24621.064844301618,34428.32684545478,788091.1982899309,645067.4303544413,620446.3655101396,,,,Criterio propio,566814.948338334
2018.0,barriles,169545967.85606632,22591805.242284298,63.543576328606115,63.54357632749431,MMBTU,1659859669.6328602,0.0,6.235695602411983,4.5333077207608445,4.530904612563252,28.11243034511785,63.43351939285051,Millones de pesos corrientes,305329.3664788263,275653.94740723376,90880.60271643594,36226.18038688063,70010.96091192566,1339965.6541506771,1064311.7067434434,1028085.5263565627,,,,Criterio propio,925424.1798716252
2019.0,barriles,175181884.10622966,23950112.1422574,54.628943544960244,54.63145510227052,MMBTU,1742091543.2695298,0.0,6.861993788670935,3.4252182135816422,3.394803658159254,48.25485833333334,96.3767044113364,Millones de pesos corrientes,453402.81251349323,409335.91313612956,146966.34318155138,59657.97623484026,,2074476.0435557454,1665140.130419616,1605482.1541847757,,,,Criterio propio,
2020.0,barriles,164705993.94875866,11961897.6554286,41.31467005901155,41.31467005901157,MMBTU,1592065977.60468,0.0,2.397897880116509,2.397897880116509,2.378767416061437,70.63476524170274,155.1537195126539,Millones de pesos corrientes,425157.11276070174,383835.45530618663,165830.2857856836,79004.51699928124,,1648102.6094743873,1264267.1541682007,1185262.6371689194,,,,Criterio propio,
2021.0,barriles,174112871.68014562,0.0,56.084874596460544,56.084874596460594,MMBTU,1599307421.9521298,0.0,3.1259671847590584,3.1259671847590584,2.227510853387843,95.09325,183.2544403613368,Millones de pesos corrientes,,,,,,2705656.7199552436,,,,,,Criterio propio,
2022.0,barriles,199004448.8329207,0.0,66.14804903940454,66.14804903940468,MMBTU,1711679693.09482,0.0,3.658790061111034,3.658790061111034,3.4701710890115125,130.811639,321.6995633231077,Millones de pesos corrientes,,,,,,6249474.913093067,,,,,,Criterio propio,
2023.0,barriles,217765786.8019986,0.0,64.1528736133494,64.15287361334948,MMBTU,1698826591.1069498,0.0,3.827195112162613,3.827195112162613,3.5905809488313754,295.294897119341,694.730244073937,Millones de pesos corrientes,,,,,,14222546.613021439,,,,,,Criterio propio,
2024.0,barriles,237817865.7676833,0.0,70.63757168856138,70.6375716885613,MMBTU,1791044211.04557,0.0,3.268511303017215,3.268511303017215,3.1561033475905935,959.272352941177,2393.116154794713,Millones de pesos corrientes,,,,,,54211080.26827799,,,,,,Criterio propio,
2025.0,barriles,266845855.46639988,0.0,63.06461383766098,63.064613837660985,MMBTU,1821226443.69354,0.0,3.732945516537574,3.732945516537574,3.681447336456513,1122.168145,2613.39,Millones de pesos corrientes,,,,,,61746748.24974646,,,,,,Criterio propio,
2026.0,,,,,,,,,,,,,,Millones de pesos corrientes,,,,,,,,,,,,Criterio propio,
