Suma de USD;;CUENCA/PROVINCIA;;;;;;;;;;;
AÑO;MES;CHUBUT;ESTADO NACIONAL;FORMOSA;JUJUY;LA PAMPA;MENDOZA;NEUQUEN;RIO NEGRO;SALTA;SANTA CRUZ;TIERRA DEL FUEGO;TOTAL PROVINCIA
2010;4;33773637.95;481162.4763;364383.0426;52236.7205;2882430.342;15563345.84;20431303.15;6819348.331;187420.716;21119813.5;2130902.27;103805984.3
2010;5;30622586.86;551345.2401;349952.7278;54472.4786;3221481.218;16424833.58;21202608.61;7240327.477;192439.2465;23458216.99;2215435.241;105533699.7
2010;6;31141069.78;563342.4592;316109.7319;53808.6218;3292406.085;16209627.5;20517973.56;7255865.475;188150.5182;22360589.71;2092495.786;103991439.2
2010;7;32695240.38;601483.3706;327442.8818;56653.3287;3297161.933;16614427.27;21186450.47;7491519.695;185022.6423;23462539.66;2318724.304;108236665.9
2010;8;33773522.03;617542.4106;333318.3903;66748.7386;2407468.871;15199506.54;22408221.42;7810451.204;221991.417;24133897.33;2239541.165;109212209.5
2010;9;31678016.92;311550.2414;371764.4422;80116.4742;2440132.547;14769357.45;21662655.57;7486951.555;217382.9861;25918943.75;2248658.576;107185530.5
2010;10;36305355.06;176712.7247;436030.1556;84433.799;3799029.205;17201039.13;22380698.28;7689764.032;232177.7438;23769575.93;2424533.945;114499350
2010;11;37747297.44;224946.868;386937.9112;87114.5267;3739183.114;16518328.3;21469679.8;7477243.442;252151.483;24891991.96;2525513.546;115320388.4
2010;12;27755924.53;250407.891;406552.5613;86377.0988;2474796.028;15044223.88;22123692.8;7499905.575;215941.5117;14721499.45;2283555.935;92862877.25
2011;1;34179148.47;246552.3405;384006.7558;71208.1192;2978492.967;14834141.68;21647511.38;7558527.305;199499.7266;23051941.61;2265573.325;107416603.7
2011;2;33726048.84;230731.5534;338052.9675;62725.9786;3484319.976;15331645.19;19898031.91;6960379.921;190015.5435;23102192;2092581.698;105416725.6
2011;3;42010848.54;241652.9727;377216.9486;60504.2646;3849522.499;17075066.51;22164873.32;7950426.972;204796.6532;26385524.72;2070432.64;122390866
2011;4;36705520;199300.2066;254983.8477;64237.5449;3966737.51;16517580.04;21656406.89;7698249.94;146694.7141;5108679.867;2137517.435;94455907.99
2011;5;27945028.68;203990.4306;359907.4393;72820.6479;3988284.016;17124151.3;22329650.38;8211830.203;145056.0059;13177382.22;2260902.935;95819004.25
2011;6;39705258.28;213588.8896;325437.6275;71579.472;3884563.81;17167078.29;21929397.67;8456414.583;204063.4229;12353906.06;2261710.615;106572998.7
2011;7;39229980.35;212679.6597;255474.0327;69128.3236;4048211.483;19738073.25;23031352.09;9342885.2;213387.3252;18728870.18;2293430.32;117163472.2
2011;8;42714329.24;382454.2297;304412.4463;71813.1264;4509032.524;17914279.92;22668200.56;9186012.791;200579.4646;25854271.89;2285075.13;126090461.3
2011;9;41947016.51;241804.9833;304484.7421;76101.74;4484592.657;17533411.57;23289268.05;8934375.381;191843.9904;26308892.31;2291411.023;125603203
2011;10;44360851.55;245608.0616;285603.5424;62669.4412;3373469.623;17094525.7;24013764.56;9687749.9;75166.346;28612593.32;2551485.599;130363487.6
2011;11;49625030.28;218503.974;290235.6831;0;3418761.958;16623593.46;24038613.07;9844490.736;186588.7954;29124948.63;2394772.468;135765539
2011;12;47339639.17;187757.7978;131847.424;0;3532319.177;16585750.26;25281211.6;10386779.61;153665.7613;30336535.27;1773927.326;135709433.4
2012;1;45542030.46;998662.8396;289332.2818;88469.43001;5041711.802;21656492.57;24656956.24;9742806.546;178973.1724;31251428.93;2652958.58;142099822.8
2012;2;43458617.67;767858.3159;282367.1201;81152.7509;4568200.416;19161697.61;23987338.95;9901378.45;176935.8842;28779888.01;2639822.296;133805257.5
2012;3;43425843.92;480624.1813;127460.8224;84556.1296;4956331.03;19849813.21;25458509.93;10883701.26;152044.7697;30544820.59;2788715.494;138752421.3
2012;4;42546927.11;509999.4046;681697.7801;81824.552;4619559.71;19297297.86;22598892.31;11098075.73;157067.3689;30530801.55;2936633.812;135058777.2
2012;5;43081716.01;466577.7746;739201.0943;80099.7327;4776141.443;18545340.59;25533654.64;11625767.26;217245.6937;31682912.66;3315938.334;140064595.2
2012;6;32449656.41;476132.599;686010.3264;75660.5427;6554370.189;21945896.4;25957630;14140421.49;287436.4386;31018078.16;2749094.788;136340387.3
2012;7;32971634.64;608481.0407;692197.2429;82615.2519;6686205.958;19455693.44;26896337.56;13641659.7;272414.1266;29447527.93;2939814.525;133694581.4
2012;8;39129305.5;607384.6099;684923.26;84061.9027;4065339.228;19248729.29;26586898.39;12034115.13;110959.9258;32015614.09;2860143.956;137427475.3
2012;9;41327216.39;597293.5903;642516.5938;77606.7279;4686682.794;16377095.06;23398282.17;8705285.85;225225.2316;31225473.11;2592614.351;129855291.9
2012;10;40573763.64;603086.4774;625565.1875;77931.8451;4975243.676;19639458.38;24428610.87;11592364.88;220944.7091;32487833.6;2567370.433;137792173.7
2012;11;35808031.88;549404.817;587732.6368;74148.0412;4520104.645;17367724.69;19965076.23;9553475.231;211450.2372;29810119.94;2615871.595;121063139.9
2012;12;32893301.86;361999.2362;759784.703;74702.0894;5013492.308;15818702.33;17713046.55;11313980.37;201680.4895;30644946.2;2756333.78;117551969.9
2013;1;34024711.6;451665.2444;246481.0204;73499.0552;4913630.31;18967569.55;22822907.78;9975898.967;182764.8246;21708609.35;2508244.974;115875982.7
2013;2;27451225.3;492156.1154;223531.3337;66885.8865;4499134.084;17272804.2;20549288.52;6332247.375;167092.0135;25240406.01;1911390.894;104206161.7
2013;3;35262907.09;441193.239;625257.385;72536.3319;4830007.282;19398827.57;23748052.28;10417253.1;196549.8534;29420489.06;2326241.258;126739314.5
2013;4;30399035.34;395764.336;600206.8418;71825.1847;4145504.156;18954899.82;22903036.92;10147612.01;181555.1887;25052449;2207574.843;115059463.6
2013;5;44392753.09;432040.7335;673297.5268;72074.803;4699415.559;18704885.66;24717086.22;10570820.51;189807.0131;37085970.5;2233297.326;143771448.9
2013;6;37994332.05;432143.5402;613045.3298;69939.7534;4344376.21;18007462.89;21734066.63;10060795.52;85696.2717;31121253.71;2451300.123;126914412
2013;7;36769076.44;465287.7557;598705.2718;71819.8394;5595352.275;17448701.7;23777944.66;12018300.53;201773.8399;30036858.75;2352926.381;129336747.4
2013;8;38213703.06;458641.5267;588008.0902;71087.8821;5697110.202;17708660.41;23898377.49;12038805.85;151210.5202;25782421.55;2526270.048;127134296.6
2013;9;40125035.56;348495.6338;613027.1461;70065.1343;5419878.396;17520925.57;23798684.93;10219503.56;237953.353;29311683.08;2413498.995;130078751.4
2013;10;40959934.94;440844.1129;633022.2344;75045.3063;4874364.702;18490743.78;25597017.84;11946137.69;210170.1529;35609591.38;2534792.717;141371664.8
2013;11;38934447.85;489363.1122;624493.2839;70527.6673;5384109.151;17022204.29;24979495;11402475.61;204415.2402;34515392.95;2099226.029;135726150.2
2013;12;33090775.56;448968.6868;674106.9088;68221.7318;5676728.609;17562405.22;21159294.7;11309677.79;242372.414;35171676.18;2570915.156;127975143
2014;1;38642920;423735;566150;68880;5107890;16086500;23346732;10390913;226301;31994742;2491318;129346081
2014;2;32668915;323874;497173;58829;4337026;13631710;19659928;9277213;365147;27741126;1943631;110504572
2014;3;44235082;401522;445026;68023;4917955;15739673;20809757;10013425;396586;33042034;2360460;132429543
2014;4;37772849;412731;425939;70000;4530894;15457430;19808652;10396906;371045;31535166;2072338;122853948
2014;5;39804176;567394;456753;72309;5011330;16636274;26377795;11491843;339033;34378883;2539346;137675136
2014;6;41632050;570271;528225;75324;5119279;16156731;26007876;11001636;349008;33131688;2465511;137037599
2014;7;36379789.32;612440.2254;534248.8273;76048.4305;5194858.28;16755288.72;26459125.68;10690939.01;355225.9448;33705019.36;2534944.448;133297928.3
2014;8;40794109.84;528628.1354;571004.3986;76751.9641;5223333.497;16711128.7;30383406.38;11353942.86;385127.4009;32607350.16;2467432.938;141102216.3
2014;9;37725540.59;573812.9443;604396.0661;76269.2613;5215407.572;16519813.27;29004807.82;10804776.26;289007.2387;33546688.4;2283994.679;136644514.1
2014;10;40466221.53;566364.9915;608591.7648;78523.4924;5362716.528;17362321.7;30650656.68;10852848.04;170061.2607;35821832.92;2101801.765;144041940.7
2014;11;36448819.99;546038.5245;559152.1007;75390.6874;4871757.524;16106275.25;29549983.34;10401655.77;240704.7746;33789477.43;2113303.694;134702559.1
2014;12;35558424.29;459071.8573;530712.2424;77285.6241;5112305.166;20847506.13;41954143.41;11259911.94;272599.459;34032498.63;2387608.03;152492066.8
2015;1;33653387.86;550095.9276;476619.774;74254.8854;4855855.533;18233628.37;29284532.6;9777514.869;266349.7558;31290532.41;2312434.422;130775206.4
2015;2;29724260.65;466226.3877;421518.9376;67068.9288;4707258.193;17877589.56;27111190.62;9058863.909;229198.5243;27250379.32;2006104.586;118919659.6
2015;3;34037953.55;475846.1797;477035.9715;73768.8874;4529009.974;18759010.2;29878060.73;9426785.609;281722.7502;30072058.7;2127936.729;130139189.3
2015;4;32286501.37;527892.4284;451798.3284;70573.9333;3200157.584;17911093.67;30012318.46;9879891.947;307577.4619;27630893.78;1984874.777;124263573.7
2015;5;34587635.02;547617.4089;450931.5957;71292.5296;4736141.195;18396383.7;31861732.6;9492541.074;311860.9672;29483360.76;2180199.961;132119696.8
2015;6;35056497.87;472358.7362;467502.6277;63553.9458;4526309.579;18171314.65;31609553.82;9064624.944;283521.1107;29439520.84;2048380.129;131203138.3
2015;7;36164248.9;467814.3056;489529.5444;65045.6199;4503298.875;18925793.33;31208531.29;9896338.472;291096.198;30328180.39;2085077.388;134424954.3
2015;8;23189888.97;513375.251;502711.1281;63723.2247;4498472.214;19138984.99;31614000.11;10345258.74;315893.2257;30354195.99;2081776.075;122618279.9
2015;9;32215113.84;522315.5005;436808.2214;59994.8791;3958125.647;18275238.96;30626432.87;9618849.392;291250.5526;28729117.82;1948110.879;126681358.6
2015;10;31060712.77;512668.7844;450109.7471;62173.8115;3868768.836;20441365.4;31290521.14;9844528.279;305708.879;29882138.66;1962142.517;129680838.8
2015;11;32730191.43;344214.5599;490857.8024;57119.1547;3705977.512;17731084.73;28977322.25;9652013.556;258783.1699;29351395.09;1864324.086;125163283.3
2015;12;25897924.07;405960.5191;381678.4472;57119.1547;3324548.966;17084988.8;25058558.56;10095464.79;304663.2091;23924410.18;1599246.624;108134563.3
2016;1;27437476.17;434286.6492;371653.9658;45530.9565;3359334.094;16351123.34;26638237.65;8776635.725;244922.7908;26452258.55;1717814.512;111829274.4
2016;2;25277150.5;382308.5918;345209.7514;42093.6509;3232759.87;15195347.37;24973619.16;8223290.161;219812.7142;24313440.53;1514242.232;103719274.5
2016;3;25908350.37;331139.9003;343809.0048;42722.6564;3380790.067;16521137.64;26957231.85;8852790.085;234074.5603;26367260.76;1731382.829;110670689.7
2016;4;25019585.08;349843.6598;309556.1069;40990.9522;3253597.641;15941334.84;25684590.82;8600718.876;154987.8349;21940816.2;1694783.575;102990805.6
2016;5;26835800.5;271872.198;337903.2747;42659.6089;3233636.864;15377239.24;25143441.33;7594247.011;168819.9797;23579802.25;1356950.495;103942372.8
2016;6;26739007.68;266665.2244;298557.5609;41283.4925;2932455.713;15084568.06;25073832.98;7659077.251;152649.6652;23960375.95;1443856.027;103652329.6
2016;7;29871725.93;339149.874;278541.6211;42437.5319;3218068.987;15757352.3;26244447.26;7148102.589;183515.3575;25365886.11;1592214.128;110041441.7
2016;8;27463092.29;304431.0099;246634.7489;42325.3973;3145097.213;15256523.73;25046449.19;8629032.427;151307.1805;24495905.74;1592604.265;106373403.2
2016;9;26224966.69;268084.1905;162655.2578;39250.6214;2972101.943;14653376;23042701.16;8135778.064;179579.5924;23598778.31;1547311.318;100824583.2
2016;10;27645097.06;284642.0378;202784.007;39671.5444;2518033.619;12380106.15;23653994.38;7986041.635;171672.772;23835833;1461228.649;100179104.8
2016;11;24225542.76;269449.9403;180694.1258;28058.6948;1773352.031;12712517.62;19868784.96;6537451.637;127839.5457;21464331.77;1143527.628;88331550.71
2016;12;25337525.11;210319.6344;222076.0568;30645.6756;1727482.038;11856838.18;18775341.69;6545127.649;130765.9313;21200701.21;1173547.288;87210370.46
2017;1;26176691.65;266219.546;218476.047;35924.5079;1929382.648;16764795.77;21920290.82;7133281.505;127595.037;21695051.8;1258207.778;97525917.11
2017;2;23700377.68;203510.607;211090.4432;34582.3253;1744994.79;13398436.37;18554317.99;6402465.283;117163.7335;19666419.86;987564.328;85020923.42
2017;3;25201517.41;282821.5473;224345.1355;37636.1182;1709819.948;12374050.99;18128860.46;7066098.994;227720.036;21408868.27;1222004.594;87883743.49
2017;4;21013017.97;256856.7747;194779.8308;35959.4665;1517445.546;15150631.25;19335710.59;6618116.458;178519.6379;20846297.52;1077267.698;86224602.74
2017;5;24269848.38;224991.8786;173946.1844;37866.255;1334596.645;15468462.01;20147684.18;6811084.542;221368.53;20927834.27;1368268.902;90985951.77
2017;6;20562301.91;215146.3988;176632.3175;37019.5389;1977582.193;12275627.25;19882453.89;6555290.508;202960.7269;19123057.72;1315966.252;82324038.7
2017;7;22255915.41;243894.6691;167592.5135;38834.4263;2120480.346;15928433.69;20282728.36;7519338.9;217024.4114;19556007.32;1301523.996;89631774.03
2017;8;24590729.82;196432.5534;151513.4433;34770.1729;2023174.44;15943156.36;19883840.18;7042694.74;215631.9576;20319795.25;1329342.708;91731081.63
2017;9;25567078.72;169499.0867;148446.0129;33648.5544;2049243.525;15937629.24;19814508.89;6451109.174;200747.1475;20473079.53;1306121.058;92151110.94
2017;10;28658814.32;262157.7655;133295.9815;34410.6957;2009413.639;16815142.54;21033436.6;6967994.023;257190.9204;21884030.63;1466350.172;99522237.29
2017;11;29739696.93;205995.4822;124310.1888;34067.5271;2079750.046;17579645.26;21463657.95;6928565.357;191581.9605;22696204.83;1432051.932;102475527.5
2017;12;31188475.14;367138.9577;154698.2003;35028.298;2087530.968;19146960.01;22824386.17;7558894.4;209086.0918;24033406.88;1654178.369;109259783.5
2018;1;33549682.56;369684.903;163095.8309;0;2306996.469;19534156.9;24101267.49;8059059.333;265611.4213;25366623.26;1863809.287;115579987.5
2018;2;13346497.43;320534.4509;144268.528;0;2109213.504;17780815.37;21867999.15;6212170.674;192040.1241;23314336.37;1667010.544;86954886.15
2018;3;33770627.72;310943.4334;134504.9164;0;1210222.615;17498333.13;24961369.21;6740966.207;221937.7497;23618685.78;1541717.097;110009307.9
2018;4;34782943.59;267254.4649;139850.9488;0;1193577.288;19762030.89;22177783.39;4796195.43;230795.0379;18635786.94;1902509.192;103888727.2
2018;5;34239547.59;298492.0711;227580.9157;0;2699965.763;14889683.35;24726286.32;4926787.749;253077.1315;17685487.15;2142879.802;102089787.8
2018;6;32460587.74;281268.7435;214582.4956;0;2588133.738;18101742.04;24470346.51;4892393.597;238490.0576;22002860.08;2067242.75;107317647.7
2018;7;36562771.07;397180.5914;217356.4433;0;2297426.167;18709011.52;25343521.76;4987669.449;253121.0578;22925634.63;2252193.751;113945886.4
2018;8;35130502.4;401127.493;239587.8159;0;2327243.275;17873005.71;26753308.67;4918993.008;246815.0478;24145361.68;2395449.136;114431394.2
2018;9;36828558.26;404292.4525;137823.0446;36519.83324;2131857.824;17710561.41;27390929.45;7367088.942;222119.076;23990927.1;2579975.147;118800652.5
2018;10;35940269.29;302350.0941;127067.429;28316.78429;2227215.867;18298160.85;29259945.94;7692767.608;229052.1323;24297727.16;2606745.036;121009618.2
2018;11;31836320.08;229524.457;115153.0351;42271.09781;2141707.146;16516810.41;27535197.44;6999530.663;237521.9734;22373987.08;1448994.46;109477017.9
2018;12;27821819.65;291731.7883;171440.5313;28075.63539;1753679.077;14337200.57;23743270.23;6370206.909;191849.876;20279972.81;1725098.336;96714345.41
2019;1;28160408.57;284229.5317;152953.4076;0;1757570.124;13290539.28;22769131.67;5243119.815;218603.0255;18604992.66;1995988.315;92477536.39
2019;2;27355962.05;246418.5072;125391.0265;0;1690644.241;12485835.65;22718088.28;4916296.622;239748.5647;18003168.89;1611206.137;89392759.97
2019;3;31978625.68;300661.743;182137.9759;0;2358625.452;15439944.18;27027248.1;5941455.091;241892.4192;21329137.23;2051252.768;106850980.6
2019;4;33172321.73;340927.7006;180620.4106;0;1867297.42;15465630.24;28364591.53;5861438.636;182080.1148;22151760.26;2162576.292;109749244.3
2019;5;35350173.95;396489.7001;166611.1051;0;2168154.883;16372429.93;31806535.35;6170185.22;141062.3853;24006294.23;2320794.218;118898731
2019;6;31033736.42;407073.8906;182619.9069;0;1971344.038;14263941.87;27198028.57;5521116.582;174313.7145;20032489.59;1896229.597;102680894.2
2019;7;32306363.48;459247.442;170878.3867;0;1872284.279;14285543.26;28804159.94;5341532.129;169436.9833;21377392.35;2073303.853;106860142.1
2019;8;29992420.9;410061.5082;148144.3517;0;1686559.369;12590090.55;28842538.92;5133193.257;133555.1221;19180049.25;1890306.888;100006920.1
2019;9;28065350.37;352505.6684;129533.7621;0;1627285.144;11947440.08;27042786.41;4732823.665;154820.6057;18415263.41;1631824.704;94099633.81
2019;10;28679346.35;392078.5021;129095.4017;0;1687713.42;12594517.22;27389375.68;4805946.877;157501.0429;19093208.72;1301608.58;96230391.8
2019;11;29461670.6;365277.6783;133186.3425;0;1619560.663;11866423.66;26921039.34;4681213.749;209730.1071;18298987.44;1144029.382;94701118.96
2019;12;32454668.33;308016.8696;147982.7669;0;1733707.679;15476591.48;29937969.78;5035026.179;206195.4316;20128558.92;1423424.574;106852142
2020;1;31766366.92;316812.5204;155801.1707;0;1448547.882;13524578.84;31257174.65;4996077.531;209380.4193;20164321.45;1560111.163;105399172.5
2020;2;26686607.46;274907.6967;138992.9775;0;1593159.517;11967409.63;29069507.66;4333535.495;191705.5554;18187563.12;1048557.073;93491946.19
2020;3;23538043.96;165404.2187;106073.0691;0;1496815.676;11097720.24;26592711.6;3331609.552;177338.0611;15841836.13;902603.5072;83250156.02
2020;4;11924515.59;107895.3076;66310.31911;0;532643.14;4815673.318;10382583.37;1651128.561;117769.5072;6120844.995;584802.7892;36304166.9
2020;5;12918452;32484.97926;63247.24578;0;782675.6274;5692848.264;12170455.95;2044209.095;86459.35609;9125256.564;456932.7601;43373021.84
2020;6;0;0;0;0;0;0;0;0;0;0;0;0
2020;7;0;0;0;0;0;0;0;0;0;0;0;0
2020;8;0;0;0;0;0;0;0;0;0;0;0;0
2020;9;0;0;0;0;0;0;0;0;0;0;0;0
2020;10;0;0;0;0;0;0;0;0;0;0;0;0
2020;11;0;0;0;0;0;0;0;0;0;0;0;0
2020;12;0;0;0;0;0;0;0;0;0;0;0;0
