AÑO;MES;CUENCA AUSTRAL OFF-SHORE;CUENCA AUSTRAL ON-SHORE;CUENCA CUYANA;CUENCA GOLFO SAN JORGE;CUENCA NEUQUINA;CUENCA NOROESTE;TOTAL CUENCA
;2; 5,815.03 ; 6,526.07 ; -   ; 6,507.96 ; 6,660.89 ; -   ; 6,551.52 
;3; 6,101.49 ; 5,579.03 ; -   ; 6,777.08 ; 7,052.57 ; -   ; 6,818.74 
;4; 5,651.57 ; 6,577.43 ; -   ; 6,998.50 ; 6,957.54 ; -   ; 6,840.10 
;5; 5,822.55 ; 5,822.55 ; -   ; -   ; 8,360.62 ; -   ; 7,933.00 
;6; 6,167.89 ; 6,167.89 ; -   ; -   ; 11,153.58 ; -   ; 8,418.84 
;7; -   ; -   ; -   ; -   ; -   ; -   ; -   
;8; 6,201.91 ; 6,201.91 ; -   ; -   ; 11,037.79 ; -   ; 10,133.26 
;9; 6,233.27 ; 6,233.27 ; -   ; -   ; 9,184.92 ; -   ; 8,392.56 
;10; 6,339.33 ; 6,339.33 ; -   ; -   ; 8,989.37 ; -   ; 8,495.21 
;11; 6,999.20 ; 6,493.76 ; -   ; -   ; 9,305.12 ; -   ; 8,115.15 
;12; 7,406.48 ; 7,624.53 ; -   ; -   ; 9,944.66 ; -   ; 7,565.95 
2021;1; 7,699.26 ; 5,389.17 ; -   ; -   ; 9,294.18 ; -   ; 7,693.84 
