anio,unidad_produccion,produccion_crudo,produccion_gas,produccion_total,consumo_k_fijo,ci_extr,ms_extr,ppye,tg_normal,renta_total,ipc_18,precio_referencia_externo,ppye_usd,renta_total_usd,unidad_costos,costos_totales,costos_totales_sum_gcia_normal,precio_costo,precio_costo_mmbtu,precio_produccion,precio_venta_potencial
1998.0,BEP,1944359083.6514258,235167702.82493958,2179526786.4763656,1152.2927403570995,3363777181.551746,281965007.1728061,8933.000000000015,0.135698927,,0.03968343691624254,11.559119299224387,354492141.97279525,,USD/boe,3645743341.0172925,3693847544.3129325,1.6727224293083156,0.2884693033264522,1.6947933685572016,9.886396869916071
1998.0,BEP,1944359083.6514258,235167702.82493958,2179526786.4763656,1152.2927403570995,3363777181.551746,281965007.1728061,8933.000000000015,0.135698927,,0.03968343691624254,11.559119299224387,354492141.97279525,,USD/boe,3645743341.0172925,3693847544.3129325,1.6727224293083156,0.2884693033264522,1.6947933685572016,9.886396869916071
1998.0,BEP,1944359083.6514258,235167702.82493958,2179526786.4763656,1152.2927403570995,3363777181.551746,281965007.1728061,8933.000000000015,0.135698927,,0.03968343691624254,11.559119299224387,354492141.97279525,,USD/boe,3645743341.0172925,3693847544.3129325,1.6727224293083156,0.2884693033264522,1.6947933685572016,9.886396869916071
1998.0,BEP,1944359083.6514258,235167702.82493958,2179526786.4763656,1152.2927403570995,3363777181.551746,281965007.1728061,8933.000000000015,0.135698927,,0.03968343691624254,11.559119299224387,354492141.97279525,,USD/boe,3645743341.0172925,3693847544.3129325,1.6727224293083156,0.2884693033264522,1.6947933685572016,9.886396869916071
1998.0,BEP,1944359083.6514258,235167702.82493958,2179526786.4763656,1152.2927403570995,3363777181.551746,281965007.1728061,8933.000000000015,0.135698927,,0.03968343691624254,11.559119299224387,354492141.97279525,,USD/boe,3645743341.0172925,3693847544.3129325,1.6727224293083156,0.2884693033264522,1.6947933685572016,9.886396869916071
1998.0,BEP,1944359083.6514258,235167702.82493958,2179526786.4763656,1152.2927403570995,3363777181.551746,281965007.1728061,8933.000000000015,0.135698927,,0.03968343691624254,11.559119299224387,354492141.97279525,,USD/boe,3645743341.0172925,3693847544.3129325,1.6727224293083156,0.2884693033264522,1.6947933685572016,9.886396869916071
1998.0,BEP,1944359083.6514258,235167702.82493958,2179526786.4763656,1152.2927403570995,3363777181.551746,281965007.1728061,8933.000000000015,0.135698927,,0.03968343691624254,11.559119299224387,354492141.97279525,,USD/boe,3645743341.0172925,3693847544.3129325,1.6727224293083156,0.2884693033264522,1.6947933685572016,9.886396869916071
1998.0,BEP,1944359083.6514258,235167702.82493958,2179526786.4763656,1152.2927403570995,3363777181.551746,281965007.1728061,8933.000000000015,0.135698927,,0.03968343691624254,11.559119299224387,354492141.97279525,,USD/boe,3645743341.0172925,3693847544.3129325,1.6727224293083156,0.2884693033264522,1.6947933685572016,9.886396869916071
1998.0,BEP,1944359083.6514258,235167702.82493958,2179526786.4763656,1152.2927403570995,3363777181.551746,281965007.1728061,8933.000000000015,0.135698927,,0.03968343691624254,11.559119299224387,354492141.97279525,,USD/boe,3645743341.0172925,3693847544.3129325,1.6727224293083156,0.2884693033264522,1.6947933685572016,9.886396869916071
1998.0,BEP,1944359083.6514258,235167702.82493958,2179526786.4763656,1152.2927403570995,3363777181.551746,281965007.1728061,8933.000000000015,0.135698927,,0.03968343691624254,11.559119299224387,354492141.97279525,,USD/boe,3645743341.0172925,3693847544.3129325,1.6727224293083156,0.2884693033264522,1.6947933685572016,9.886396869916071
1998.0,BEP,1944359083.6514258,235167702.82493958,2179526786.4763656,1152.2927403570995,3363777181.551746,281965007.1728061,8933.000000000015,0.135698927,,0.03968343691624254,11.559119299224387,354492141.97279525,,USD/boe,3645743341.0172925,3693847544.3129325,1.6727224293083156,0.2884693033264522,1.6947933685572016,9.886396869916071
1998.0,BEP,1944359083.6514258,235167702.82493958,2179526786.4763656,1152.2927403570995,3363777181.551746,281965007.1728061,8933.000000000015,0.135698927,,0.03968343691624254,11.559119299224387,354492141.97279525,,USD/boe,3645743341.0172925,3693847544.3129325,1.6727224293083156,0.2884693033264522,1.6947933685572016,9.886396869916071
1998.0,BEP,1944359083.6514258,235167702.82493958,2179526786.4763656,1152.2927403570995,3363777181.551746,281965007.1728061,8933.000000000015,0.135698927,,0.03968343691624254,11.559119299224387,354492141.97279525,,USD/boe,3645743341.0172925,3693847544.3129325,1.6727224293083156,0.2884693033264522,1.6947933685572016,9.886396869916071
1998.0,BEP,1944359083.6514258,235167702.82493958,2179526786.4763656,1152.2927403570995,3363777181.551746,281965007.1728061,8933.000000000015,0.135698927,,0.03968343691624254,11.559119299224387,354492141.97279525,,USD/boe,3645743341.0172925,3693847544.3129325,1.6727224293083156,0.2884693033264522,1.6947933685572016,9.886396869916071
1998.0,BEP,1944359083.6514258,235167702.82493958,2179526786.4763656,1152.2927403570995,3363777181.551746,281965007.1728061,8933.000000000015,0.135698927,,0.03968343691624254,11.559119299224387,354492141.97279525,,USD/boe,3645743341.0172925,3693847544.3129325,1.6727224293083156,0.2884693033264522,1.6947933685572016,9.886396869916071
1998.0,BEP,1944359083.6514258,235167702.82493958,2179526786.4763656,1152.2927403570995,3363777181.551746,281965007.1728061,8933.000000000015,0.135698927,,0.03968343691624254,11.559119299224387,354492141.97279525,,USD/boe,3645743341.0172925,3693847544.3129325,1.6727224293083156,0.2884693033264522,1.6947933685572016,9.886396869916071
1998.0,BEP,1944359083.6514258,235167702.82493958,2179526786.4763656,1152.2927403570995,3363777181.551746,281965007.1728061,8933.000000000015,0.135698927,,0.03968343691624254,11.559119299224387,354492141.97279525,,USD/boe,3645743341.0172925,3693847544.3129325,1.6727224293083156,0.2884693033264522,1.6947933685572016,9.886396869916071
1998.0,BEP,1944359083.6514258,235167702.82493958,2179526786.4763656,1152.2927403570995,3363777181.551746,281965007.1728061,8933.000000000015,0.135698927,,0.03968343691624254,11.559119299224387,354492141.97279525,,USD/boe,3645743341.0172925,3693847544.3129325,1.6727224293083156,0.2884693033264522,1.6947933685572016,9.886396869916071
1998.0,BEP,1944359083.6514258,235167702.82493958,2179526786.4763656,1152.2927403570995,3363777181.551746,281965007.1728061,8933.000000000015,0.135698927,,0.03968343691624254,11.559119299224387,354492141.97279525,,USD/boe,3645743341.0172925,3693847544.3129325,1.6727224293083156,0.2884693033264522,1.6947933685572016,9.886396869916071
1998.0,BEP,1944359083.6514258,235167702.82493958,2179526786.4763656,1152.2927403570995,3363777181.551746,281965007.1728061,8933.000000000015,0.135698927,,0.03968343691624254,11.559119299224387,354492141.97279525,,USD/boe,3645743341.0172925,3693847544.3129325,1.6727224293083156,0.2884693033264522,1.6947933685572016,9.886396869916071
1998.0,BEP,1944359083.6514258,235167702.82493958,2179526786.4763656,1152.2927403570995,3363777181.551746,281965007.1728061,8933.000000000015,0.135698927,,0.03968343691624254,11.559119299224387,354492141.97279525,,USD/boe,3645743341.0172925,3693847544.3129325,1.6727224293083156,0.2884693033264522,1.6947933685572016,9.886396869916071
1998.0,BEP,1944359083.6514258,235167702.82493958,2179526786.4763656,1152.2927403570995,3363777181.551746,281965007.1728061,8933.000000000015,0.135698927,,0.03968343691624254,11.559119299224387,354492141.97279525,,USD/boe,3645743341.0172925,3693847544.3129325,1.6727224293083156,0.2884693033264522,1.6947933685572016,9.886396869916071
1998.0,BEP,1944359083.6514258,235167702.82493958,2179526786.4763656,1152.2927403570995,3363777181.551746,281965007.1728061,8933.000000000015,0.135698927,,0.03968343691624254,11.559119299224387,354492141.97279525,,USD/boe,3645743341.0172925,3693847544.3129325,1.6727224293083156,0.2884693033264522,1.6947933685572016,9.886396869916071
1998.0,BEP,1944359083.6514258,235167702.82493958,2179526786.4763656,1152.2927403570995,3363777181.551746,281965007.1728061,8933.000000000015,0.135698927,,0.03968343691624254,11.559119299224387,354492141.97279525,,USD/boe,3645743341.0172925,3693847544.3129325,1.6727224293083156,0.2884693033264522,1.6947933685572016,9.886396869916071
1998.0,BEP,1944359083.6514258,235167702.82493958,2179526786.4763656,1152.2927403570995,3363777181.551746,281965007.1728061,8933.000000000015,0.135698927,,0.03968343691624254,11.559119299224387,354492141.97279525,,USD/boe,3645743341.0172925,3693847544.3129325,1.6727224293083156,0.2884693033264522,1.6947933685572016,9.886396869916071
1998.0,BEP,1944359083.6514258,235167702.82493958,2179526786.4763656,1152.2927403570995,3363777181.551746,281965007.1728061,8933.000000000015,0.135698927,,0.03968343691624254,11.559119299224387,354492141.97279525,,USD/boe,3645743341.0172925,3693847544.3129325,1.6727224293083156,0.2884693033264522,1.6947933685572016,9.886396869916071
1998.0,BEP,1944359083.6514258,235167702.82493958,2179526786.4763656,1152.2927403570995,3363777181.551746,281965007.1728061,8933.000000000015,0.135698927,,0.03968343691624254,11.559119299224387,354492141.97279525,,USD/boe,3645743341.0172925,3693847544.3129325,1.6727224293083156,0.2884693033264522,1.6947933685572016,9.886396869916071
1999.0,BEP,1767084021.1840262,247974898.24287987,2015058919.426906,1131.5758506710956,4649029216.638411,340438862.9922081,8772.394999999997,0.107747531,,0.03922045302242034,16.203629993661696,344057305.99161494,,USD/boe,4989469211.20647,5026540536.449577,2.4760909783350167,0.42701420569136195,2.4944881204164258,13.727539015326679
1999.0,BEP,1767084021.1840262,247974898.24287987,2015058919.426906,1131.5758506710956,4649029216.638411,340438862.9922081,8772.394999999997,0.107747531,,0.03922045302242034,16.203629993661696,344057305.99161494,,USD/boe,4989469211.20647,5026540536.449577,2.4760909783350167,0.42701420569136195,2.4944881204164258,13.727539015326679
1999.0,BEP,1767084021.1840262,247974898.24287987,2015058919.426906,1131.5758506710956,4649029216.638411,340438862.9922081,8772.394999999997,0.107747531,,0.03922045302242034,16.203629993661696,344057305.99161494,,USD/boe,4989469211.20647,5026540536.449577,2.4760909783350167,0.42701420569136195,2.4944881204164258,13.727539015326679
1999.0,BEP,1767084021.1840262,247974898.24287987,2015058919.426906,1131.5758506710956,4649029216.638411,340438862.9922081,8772.394999999997,0.107747531,,0.03922045302242034,16.203629993661696,344057305.99161494,,USD/boe,4989469211.20647,5026540536.449577,2.4760909783350167,0.42701420569136195,2.4944881204164258,13.727539015326679
1999.0,BEP,1767084021.1840262,247974898.24287987,2015058919.426906,1131.5758506710956,4649029216.638411,340438862.9922081,8772.394999999997,0.107747531,,0.03922045302242034,16.203629993661696,344057305.99161494,,USD/boe,4989469211.20647,5026540536.449577,2.4760909783350167,0.42701420569136195,2.4944881204164258,13.727539015326679
1999.0,BEP,1767084021.1840262,247974898.24287987,2015058919.426906,1131.5758506710956,4649029216.638411,340438862.9922081,8772.394999999997,0.107747531,,0.03922045302242034,16.203629993661696,344057305.99161494,,USD/boe,4989469211.20647,5026540536.449577,2.4760909783350167,0.42701420569136195,2.4944881204164258,13.727539015326679
1999.0,BEP,1767084021.1840262,247974898.24287987,2015058919.426906,1131.5758506710956,4649029216.638411,340438862.9922081,8772.394999999997,0.107747531,,0.03922045302242034,16.203629993661696,344057305.99161494,,USD/boe,4989469211.20647,5026540536.449577,2.4760909783350167,0.42701420569136195,2.4944881204164258,13.727539015326679
1999.0,BEP,1767084021.1840262,247974898.24287987,2015058919.426906,1131.5758506710956,4649029216.638411,340438862.9922081,8772.394999999997,0.107747531,,0.03922045302242034,16.203629993661696,344057305.99161494,,USD/boe,4989469211.20647,5026540536.449577,2.4760909783350167,0.42701420569136195,2.4944881204164258,13.727539015326679
1999.0,BEP,1767084021.1840262,247974898.24287987,2015058919.426906,1131.5758506710956,4649029216.638411,340438862.9922081,8772.394999999997,0.107747531,,0.03922045302242034,16.203629993661696,344057305.99161494,,USD/boe,4989469211.20647,5026540536.449577,2.4760909783350167,0.42701420569136195,2.4944881204164258,13.727539015326679
1999.0,BEP,1767084021.1840262,247974898.24287987,2015058919.426906,1131.5758506710956,4649029216.638411,340438862.9922081,8772.394999999997,0.107747531,,0.03922045302242034,16.203629993661696,344057305.99161494,,USD/boe,4989469211.20647,5026540536.449577,2.4760909783350167,0.42701420569136195,2.4944881204164258,13.727539015326679
1999.0,BEP,1767084021.1840262,247974898.24287987,2015058919.426906,1131.5758506710956,4649029216.638411,340438862.9922081,8772.394999999997,0.107747531,,0.03922045302242034,16.203629993661696,344057305.99161494,,USD/boe,4989469211.20647,5026540536.449577,2.4760909783350167,0.42701420569136195,2.4944881204164258,13.727539015326679
1999.0,BEP,1767084021.1840262,247974898.24287987,2015058919.426906,1131.5758506710956,4649029216.638411,340438862.9922081,8772.394999999997,0.107747531,,0.03922045302242034,16.203629993661696,344057305.99161494,,USD/boe,4989469211.20647,5026540536.449577,2.4760909783350167,0.42701420569136195,2.4944881204164258,13.727539015326679
1999.0,BEP,1767084021.1840262,247974898.24287987,2015058919.426906,1131.5758506710956,4649029216.638411,340438862.9922081,8772.394999999997,0.107747531,,0.03922045302242034,16.203629993661696,344057305.99161494,,USD/boe,4989469211.20647,5026540536.449577,2.4760909783350167,0.42701420569136195,2.4944881204164258,13.727539015326679
1999.0,BEP,1767084021.1840262,247974898.24287987,2015058919.426906,1131.5758506710956,4649029216.638411,340438862.9922081,8772.394999999997,0.107747531,,0.03922045302242034,16.203629993661696,344057305.99161494,,USD/boe,4989469211.20647,5026540536.449577,2.4760909783350167,0.42701420569136195,2.4944881204164258,13.727539015326679
1999.0,BEP,1767084021.1840262,247974898.24287987,2015058919.426906,1131.5758506710956,4649029216.638411,340438862.9922081,8772.394999999997,0.107747531,,0.03922045302242034,16.203629993661696,344057305.99161494,,USD/boe,4989469211.20647,5026540536.449577,2.4760909783350167,0.42701420569136195,2.4944881204164258,13.727539015326679
1999.0,BEP,1767084021.1840262,247974898.24287987,2015058919.426906,1131.5758506710956,4649029216.638411,340438862.9922081,8772.394999999997,0.107747531,,0.03922045302242034,16.203629993661696,344057305.99161494,,USD/boe,4989469211.20647,5026540536.449577,2.4760909783350167,0.42701420569136195,2.4944881204164258,13.727539015326679
1999.0,BEP,1767084021.1840262,247974898.24287987,2015058919.426906,1131.5758506710956,4649029216.638411,340438862.9922081,8772.394999999997,0.107747531,,0.03922045302242034,16.203629993661696,344057305.99161494,,USD/boe,4989469211.20647,5026540536.449577,2.4760909783350167,0.42701420569136195,2.4944881204164258,13.727539015326679
1999.0,BEP,1767084021.1840262,247974898.24287987,2015058919.426906,1131.5758506710956,4649029216.638411,340438862.9922081,8772.394999999997,0.107747531,,0.03922045302242034,16.203629993661696,344057305.99161494,,USD/boe,4989469211.20647,5026540536.449577,2.4760909783350167,0.42701420569136195,2.4944881204164258,13.727539015326679
1999.0,BEP,1767084021.1840262,247974898.24287987,2015058919.426906,1131.5758506710956,4649029216.638411,340438862.9922081,8772.394999999997,0.107747531,,0.03922045302242034,16.203629993661696,344057305.99161494,,USD/boe,4989469211.20647,5026540536.449577,2.4760909783350167,0.42701420569136195,2.4944881204164258,13.727539015326679
1999.0,BEP,1767084021.1840262,247974898.24287987,2015058919.426906,1131.5758506710956,4649029216.638411,340438862.9922081,8772.394999999997,0.107747531,,0.03922045302242034,16.203629993661696,344057305.99161494,,USD/boe,4989469211.20647,5026540536.449577,2.4760909783350167,0.42701420569136195,2.4944881204164258,13.727539015326679
1999.0,BEP,1767084021.1840262,247974898.24287987,2015058919.426906,1131.5758506710956,4649029216.638411,340438862.9922081,8772.394999999997,0.107747531,,0.03922045302242034,16.203629993661696,344057305.99161494,,USD/boe,4989469211.20647,5026540536.449577,2.4760909783350167,0.42701420569136195,2.4944881204164258,13.727539015326679
1999.0,BEP,1767084021.1840262,247974898.24287987,2015058919.426906,1131.5758506710956,4649029216.638411,340438862.9922081,8772.394999999997,0.107747531,,0.03922045302242034,16.203629993661696,344057305.99161494,,USD/boe,4989469211.20647,5026540536.449577,2.4760909783350167,0.42701420569136195,2.4944881204164258,13.727539015326679
1999.0,BEP,1767084021.1840262,247974898.24287987,2015058919.426906,1131.5758506710956,4649029216.638411,340438862.9922081,8772.394999999997,0.107747531,,0.03922045302242034,16.203629993661696,344057305.99161494,,USD/boe,4989469211.20647,5026540536.449577,2.4760909783350167,0.42701420569136195,2.4944881204164258,13.727539015326679
1999.0,BEP,1767084021.1840262,247974898.24287987,2015058919.426906,1131.5758506710956,4649029216.638411,340438862.9922081,8772.394999999997,0.107747531,,0.03922045302242034,16.203629993661696,344057305.99161494,,USD/boe,4989469211.20647,5026540536.449577,2.4760909783350167,0.42701420569136195,2.4944881204164258,13.727539015326679
1999.0,BEP,1767084021.1840262,247974898.24287987,2015058919.426906,1131.5758506710956,4649029216.638411,340438862.9922081,8772.394999999997,0.107747531,,0.03922045302242034,16.203629993661696,344057305.99161494,,USD/boe,4989469211.20647,5026540536.449577,2.4760909783350167,0.42701420569136195,2.4944881204164258,13.727539015326679
1999.0,BEP,1767084021.1840262,247974898.24287987,2015058919.426906,1131.5758506710956,4649029216.638411,340438862.9922081,8772.394999999997,0.107747531,,0.03922045302242034,16.203629993661696,344057305.99161494,,USD/boe,4989469211.20647,5026540536.449577,2.4760909783350167,0.42701420569136195,2.4944881204164258,13.727539015326679
1999.0,BEP,1767084021.1840262,247974898.24287987,2015058919.426906,1131.5758506710956,4649029216.638411,340438862.9922081,8772.394999999997,0.107747531,,0.03922045302242034,16.203629993661696,344057305.99161494,,USD/boe,4989469211.20647,5026540536.449577,2.4760909783350167,0.42701420569136195,2.4944881204164258,13.727539015326679
1999.0,BEP,1767084021.1840262,247974898.24287987,2015058919.426906,1131.5758506710956,4649029216.638411,340438862.9922081,8772.394999999997,0.107747531,,0.03922045302242034,16.203629993661696,344057305.99161494,,USD/boe,4989469211.20647,5026540536.449577,2.4760909783350167,0.42701420569136195,2.4944881204164258,13.727539015326679
1999.0,BEP,1767084021.1840262,247974898.24287987,2015058919.426906,1131.5758506710956,4649029216.638411,340438862.9922081,8772.394999999997,0.107747531,,0.03922045302242034,16.203629993661696,344057305.99161494,,USD/boe,4989469211.20647,5026540536.449577,2.4760909783350167,0.42701420569136195,2.4944881204164258,13.727539015326679
1999.0,BEP,1767084021.1840262,247974898.24287987,2015058919.426906,1131.5758506710956,4649029216.638411,340438862.9922081,8772.394999999997,0.107747531,,0.03922045302242034,16.203629993661696,344057305.99161494,,USD/boe,4989469211.20647,5026540536.449577,2.4760909783350167,0.42701420569136195,2.4944881204164258,13.727539015326679
1999.0,BEP,1767084021.1840262,247974898.24287987,2015058919.426906,1131.5758506710956,4649029216.638411,340438862.9922081,8772.394999999997,0.107747531,,0.03922045302242034,16.203629993661696,344057305.99161494,,USD/boe,4989469211.20647,5026540536.449577,2.4760909783350167,0.42701420569136195,2.4944881204164258,13.727539015326679
1999.0,BEP,1767084021.1840262,247974898.24287987,2015058919.426906,1131.5758506710956,4649029216.638411,340438862.9922081,8772.394999999997,0.107747531,,0.03922045302242034,16.203629993661696,344057305.99161494,,USD/boe,4989469211.20647,5026540536.449577,2.4760909783350167,0.42701420569136195,2.4944881204164258,13.727539015326679
