anio,ppye,tg_hidrocarburos,tg_normal,pv,subsidios,ipc_18,renta_con_tg_normal,gcia_normal_hidrocarburos,renta_total,unidad
1998,8933.000000000015,0.14739313549063898,0.135698927,117888.03381862564,,0.03968343691624254,2632.442463775628,1212.1985148910019,,Millones de pesos de 2018
1998,8933.000000000015,0.14739313549063898,0.135698927,117888.03381862564,,0.03968343691624254,2632.442463775628,1212.1985148910019,,Millones de pesos de 2018
1998,8933.000000000015,0.14739313549063898,0.135698927,117864.43394421031,,0.03968343691624254,2632.442463775628,1212.1985148910019,,Millones de pesos de 2018
1998,8933.000000000015,0.14739313549063898,0.135698927,117864.43394421031,,0.03968343691624254,2632.442463775628,1212.1985148910019,,Millones de pesos de 2018
1998,8933.000000000015,0.14728829678834504,0.135698927,117888.03381862564,,0.03968343691624254,2608.8425893603035,1212.1985148910019,,Millones de pesos de 2018
1998,8933.000000000015,0.14728829678834504,0.135698927,117888.03381862564,,0.03968343691624254,2608.8425893603035,1212.1985148910019,,Millones de pesos de 2018
1998,8933.000000000015,0.14728829678834504,0.135698927,117864.43394421031,,0.03968343691624254,2608.8425893603035,1212.1985148910019,,Millones de pesos de 2018
1998,8933.000000000015,0.14728829678834504,0.135698927,117864.43394421031,,0.03968343691624254,2608.8425893603035,1212.1985148910019,,Millones de pesos de 2018
1999,8772.394999999997,0.14382407535192965,0.107747531,132072.9511005617,,0.03922045302242034,8069.200452866559,945.2039022067446,,Millones de pesos de 2018
1999,8772.394999999997,0.14382407535192965,0.107747531,132072.9511005617,,0.03922045302242034,8069.200452866559,945.2039022067446,,Millones de pesos de 2018
1999,8772.394999999997,0.14382407535192965,0.107747531,132046.0219232812,,0.03922045302242034,8069.200452866559,945.2039022067446,,Millones de pesos de 2018
1999,8772.394999999997,0.14382407535192965,0.107747531,132046.0219232812,,0.03922045302242034,8069.200452866559,945.2039022067446,,Millones de pesos de 2018
1999,8772.394999999997,0.1437036778399088,0.107747531,132072.9511005617,,0.03922045302242034,8042.271275586015,945.2039022067446,,Millones de pesos de 2018
1999,8772.394999999997,0.1437036778399088,0.107747531,132072.9511005617,,0.03922045302242034,8042.271275586015,945.2039022067446,,Millones de pesos de 2018
1999,8772.394999999997,0.1437036778399088,0.107747531,132046.0219232812,,0.03922045302242034,8042.271275586015,945.2039022067446,,Millones de pesos de 2018
1999,8772.394999999997,0.1437036778399088,0.107747531,132046.0219232812,,0.03922045302242034,8042.271275586015,945.2039022067446,,Millones de pesos de 2018
2000,17002.87999999998,0.05697799850614603,0.117066142,204421.4126878375,,0.03885231180582565,-26296.285748833754,1990.4615644889575,,Millones de pesos de 2018
2000,17002.87999999998,0.05697799850614603,0.117066142,204421.4126878375,,0.03885231180582565,-26296.285748833754,1990.4615644889575,,Millones de pesos de 2018
2000,17002.87999999998,0.05697799850614603,0.117066142,204395.1482322628,,0.03885231180582565,-26296.285748833754,1990.4615644889575,,Millones de pesos de 2018
2000,17002.87999999998,0.05697799850614603,0.117066142,204395.1482322628,,0.03885231180582565,-26296.285748833754,1990.4615644889575,,Millones de pesos de 2018
2000,17002.87999999998,0.056917983095968606,0.117066142,204421.4126878375,,0.03885231180582565,-26322.55020440843,1990.4615644889575,,Millones de pesos de 2018
2000,17002.87999999998,0.056917983095968606,0.117066142,204421.4126878375,,0.03885231180582565,-26322.55020440843,1990.4615644889575,,Millones de pesos de 2018
2000,17002.87999999998,0.056917983095968606,0.117066142,204395.1482322628,,0.03885231180582565,-26322.55020440843,1990.4615644889575,,Millones de pesos de 2018
2000,17002.87999999998,0.056917983095968606,0.117066142,204395.1482322628,,0.03885231180582565,-26322.55020440843,1990.4615644889575,,Millones de pesos de 2018
2001,18999.267999999985,0.04945790726780458,0.114123054,210107.35413514503,,0.038438393302769644,-31962.586035971985,2168.2544879244706,,Millones de pesos de 2018
2001,18999.267999999985,0.04945790726780458,0.114123054,210107.35413514503,,0.038438393302769644,-31962.586035971985,2168.2544879244706,,Millones de pesos de 2018
