anio,fuente,variable,unidad,valor
2002.0,Empalme CCNN,vbp_tot,Millones de pesos corrientes,27512.320818842374
2003.0,Empalme CCNN,vbp_tot,Millones de pesos corrientes,30468.83536842115
2003.0,Empalme CCNN,vbp_tot,Millones de pesos corrientes,30468.83536842115
2004.0,Empalme CCNN,vbp_tot,Millones de pesos corrientes,34700.885068475254
2004.0,Empalme CCNN,vbp_tot,Millones de pesos corrientes,34700.885068475254
2005.0,Empalme CCNN,vbp_tot,Millones de pesos corrientes,39435.60373276943
2005.0,Empalme CCNN,vbp_tot,Millones de pesos corrientes,39435.60373276943
2006.0,Empalme CCNN,vbp_tot,Millones de pesos corrientes,53832.1034535009
2006.0,Empalme CCNN,vbp_tot,Millones de pesos corrientes,53832.1034535009
2007.0,Empalme CCNN,vbp_tot,Millones de pesos corrientes,56155.49769032822
2007.0,Empalme CCNN,vbp_tot,Millones de pesos corrientes,56155.49769032822
2008.0,Empalme CCNN,vbp_tot,Millones de pesos corrientes,64210.197612939206
2008.0,Empalme CCNN,vbp_tot,Millones de pesos corrientes,64210.197612939206
2009.0,Empalme CCNN,vbp_tot,Millones de pesos corrientes,69059.79827423714
2009.0,Empalme CCNN,vbp_tot,Millones de pesos corrientes,69059.79827423714
2010.0,Empalme CCNN,vbp_tot,Millones de pesos corrientes,82616.23213857913
2011.0,Empalme CCNN,vbp_tot,Millones de pesos corrientes,98731.95194679829
2012.0,Empalme CCNN,vbp_tot,Millones de pesos corrientes,119348.92053009581
2013.0,Empalme CCNN,vbp_tot,Millones de pesos corrientes,148325.90336800748
2014.0,Empalme CCNN,vbp_tot,Millones de pesos corrientes,229226.20775410262
2015.0,Empalme CCNN,vbp_tot,Millones de pesos corrientes,251831.60252344699
2016.0,Empalme CCNN,vbp_tot,Millones de pesos corrientes,354686.9063898084
2017.0,Empalme CCNN,vbp_tot,Millones de pesos corrientes,407149.29989827564
2018.0,Empalme CCNN,vbp_tot,Millones de pesos corrientes,827566.4775253263
2019.0,Empalme CCNN,vbp_tot,Millones de pesos corrientes,1143289.209678553
2020.0,Empalme CCNN,vbp_tot,Millones de pesos corrientes,1066229.6718190925
2021.0,Empalme CCNN,vbp_tot,Millones de pesos corrientes,2277204.7644472076
2022.0,Empalme CCNN,vbp_tot,Millones de pesos corrientes,4043367.0477501005
2023.0,Empalme CCNN,vbp_tot,Millones de pesos corrientes,10062005.171601433
2024.0,Empalme CCNN,vbp_tot,Millones de pesos corrientes,33732039.91998815
2025.0,Empalme CCNN,vbp_tot,Millones de pesos corrientes,45328728.55097801
2026.0,Empalme CCNN,vbp_tot,Millones de pesos corrientes,
2027.0,Empalme CCNN,vbp_tot,Millones de pesos corrientes,
2028.0,Empalme CCNN,vbp_tot,Millones de pesos corrientes,
2029.0,Empalme CCNN,vbp_tot,Millones de pesos corrientes,
2030.0,Empalme CCNN,vbp_tot,Millones de pesos corrientes,
1922.0,Criterio propio,vbp_tot,Millones de pesos corrientes,
1923.0,Criterio propio,vbp_tot,Millones de pesos corrientes,
1924.0,Criterio propio,vbp_tot,Millones de pesos corrientes,
1925.0,Criterio propio,vbp_tot,Millones de pesos corrientes,
1926.0,Criterio propio,vbp_tot,Millones de pesos corrientes,
1927.0,Criterio propio,vbp_tot,Millones de pesos corrientes,
1928.0,Criterio propio,vbp_tot,Millones de pesos corrientes,
1929.0,Criterio propio,vbp_tot,Millones de pesos corrientes,
1930.0,Criterio propio,vbp_tot,Millones de pesos corrientes,
1931.0,Criterio propio,vbp_tot,Millones de pesos corrientes,
1932.0,Criterio propio,vbp_tot,Millones de pesos corrientes,
1933.0,Criterio propio,vbp_tot,Millones de pesos corrientes,
1934.0,Criterio propio,vbp_tot,Millones de pesos corrientes,
1935.0,Criterio propio,vbp_tot,Millones de pesos corrientes,
1936.0,Criterio propio,vbp_tot,Millones de pesos corrientes,
1937.0,Criterio propio,vbp_tot,Millones de pesos corrientes,
1938.0,Criterio propio,vbp_tot,Millones de pesos corrientes,
1939.0,Criterio propio,vbp_tot,Millones de pesos corrientes,
1940.0,Criterio propio,vbp_tot,Millones de pesos corrientes,
1941.0,Criterio propio,vbp_tot,Millones de pesos corrientes,
1942.0,Criterio propio,vbp_tot,Millones de pesos corrientes,
1943.0,Criterio propio,vbp_tot,Millones de pesos corrientes,
1944.0,Criterio propio,vbp_tot,Millones de pesos corrientes,
1945.0,Criterio propio,vbp_tot,Millones de pesos corrientes,
1946.0,Criterio propio,vbp_tot,Millones de pesos corrientes,
1947.0,Criterio propio,vbp_tot,Millones de pesos corrientes,
1948.0,Criterio propio,vbp_tot,Millones de pesos corrientes,
1949.0,Criterio propio,vbp_tot,Millones de pesos corrientes,
1950.0,Criterio propio,vbp_tot,Millones de pesos corrientes,
1951.0,Criterio propio,vbp_tot,Millones de pesos corrientes,
